ano_calendario,conteudo_codigo,conteudo_descricao,valor_total,total,acum,gera_credito
2023,10.01.00028,Mão de Obra de Terceiros,301790.78,0.001365989985333521,88.64559134186513,S
2023,10.01.00003,Assessoria Jurídica,301786,0.0013659683497085694,88.64695731021483,N
2024,10.01.00017,Material de consultório,301776.63,0.0013659259384521268,88.64832323615329,S
2023,10.01.00017,Manutenção de Software,301773.64,0.0013659124048708286,88.64968914855815,S
2023,10.01.00042,SALARIOS E ENCARGOS - FOLHA MENSAL DE SALARIOS,301770,0.0013658959292066396,88.65105504448736,N
2023,11.01.00003,Aquisição de linha telefônica/aparelho telefônico,301630.73,0.001365265554000156,88.65242031004136,S
2023,10.01.00017,Laboratorio de Próteses,301630,0.0013652622498147554,88.65378557229118,N
2024,10.01.00015,Material de Uso e Consumo ,301549.78,0.0013648991515232058,88.65515047144271,S
2024,10.01.00002,Aluguel Prédio do Cartório,301500,0.001364673833236577,88.65651514527595,S
2024,10.01.00016,INSUMOS,301441.18,0.0013644075973663582,88.65787955287331,S
2024,10.01.00025,"Serviços terceirizados: entrega de notificações, captação de títulos",301144.76,0.0013630659170424844,88.65924261879036,N
2023,10.01.00015,Depósito Plataforma Apostas Exterior,301113.04,0.0013629223433974087,88.66060554113376,N
2024,10.01.00028,Repasse - Antiga Tabeliã,301061.65,0.0013626897377977739,88.66196823087157,N
2023,10.01.00018,Taxas,300991.29,0.001362371268640538,88.6633306021402,N
2023,10.01.00002,DESPESAS CONSULTORIO,300946.85,0.0013621701206964283,88.6646927722609,N
2023,10.01.00032,Repasse Recompe,300937.23,0.0013621265778696432,88.66605489883878,N
2023,10.01.00032,Folha Mensal de Salários,300907.35,0.0013619913325822895,88.66741689017137,N
2024,10.01.00016,Remuneração paga a terceiros - Pessoa Física,300857.06,0.001361763705892162,88.66877865387725,S
2024,10.01.00015,MATERIAL APLICADO NO SERVIÇO,300769.03,0.0013613652573431082,88.67014001913459,S
2023,10.01.00016,Mão de Obra de Terceiros ,300719.56,0.0013611413422037043,88.6715011604768,S
2023,10.01.00015,SELOS,300694.53,0.0013610280493809982,88.67286218852618,N
2023,10.02.00011,Vale Alimentação,300657.14,0.0013608588117205514,88.6742230473379,S
2024,10.01.00016,TOTAL DE DESPESAS DEDUTIVEIS NO MES (CARTORIO DE URUPA/RO),300476.94,0.0013600431758175689,88.67558309051373,N
2023,10.01.00016,Material de procedimentos,300424.69,0.001359806677615955,88.67694289719134,S
2024,10.01.00016,materiais odontológicos,300419.11,0.0013597814209659067,88.6783026786123,S
2023,10.01.00015,DESPESAS DEDUTIVEIS NO MÊS,300409.31,0.001359737063408475,88.67966241567571,N
2023,10.01.00012,ESCRITORIO / MEDICO / limpeza,300264.77,0.0013590828346991682,88.6810214985104,N
2023,10.01.00005,Materiais e Insumos Odontológicos,300194.89,0.0013587665381569905,88.68238026504856,S
2023,10.01.00068,IRPF Colaboradores ,300170.72,0.0013586571379362628,88.6837389221865,N
2023,10.01.00015,CONF.LIVRO CAIXA - DESPESAS ADMINISTRATIVAS,300097.25,0.0013583245920439648,88.68509724677855,N
2024,10.01.00023,Material Aplicado,300078.2,0.001358238366383855,88.68645548514493,S
2023,10.01.00001,MATERIAL ODONTOLOGICO,300044.88,0.0013580875506885863,88.68781357269562,S
2023,10.01.00015,COMISSOES,300000,0.0013578844111806739,88.6891714571068,N
2024,10.01.00016,Material consumo/ Dental,299895.05,0.001357409377950829,88.69052886648474,S
2023,10.01.00017,Pagamento feito a Terceiros sem vínculo empregatício,299874.87,0.0013573180375927702,88.69188618452233,S
2023,10.01.00015,material dental de consumo,299869.26,0.0013572926451542813,88.69324347716748,S
2023,10.01.00015,Insumos médicos utilizados em pacientes,299859.68,0.0013572492833787508,88.69460072645086,S
2024,10.01.00019,Facebook (marketing consultório odontológico),299832.27,0.0013571252180063827,88.69595785166887,N
2024,10.01.00019,Devolução de comissão,299776.7,0.0013568736925506184,88.69731472536141,N
2023,10.01.00021,Assistencia Tecnica,299740,0.0013567075780243172,88.69867143293943,N
2023,10.01.00015,Despesas de custeio pagas necessárias a percepção dos rendimentos,299667.05,0.0013563773857983316,88.70002781032524,N
2024,10.01.00015,Dentária,299655.85,0.001356326691446981,88.70138413701669,N
2024,10.01.00012,Material de Consumo,299603.02,0.0013560875680021722,88.70274022458469,S
2024,10.01.00008,13º SALARIOS DE FUCIONARIOS,299554.21,0.001355866640208473,88.7040960912249,N
2024,10.01.00020,Material de Aplicação Direta em Consultório,299500.46,0.0013556233525848032,88.70545171457748,S
2024,10.01.00016,Cursos e Treinamentos,299459.99,0.0013554401739777346,88.70680715475146,N
2023,10.01.00022,Vale refeição/ alimentação,299425.68,0.0013552848772639095,88.70816243962872,S
2023,10.01.00015,Despesas com publicidade,299335.54,0.0013548768782611633,88.70951731650699,N
2024,10.01.00002,Protético,299252.64,0.0013545016495355405,88.71087181815652,N
2024,10.01.00015,Material de Utilizacao Direta prest serviços,299175.22,0.0013541512248318283,88.71222596938135,S
2024,10.01.00015,SELOS,299114.29,0.0013538754385079175,88.71357984481986,N
2024,10.01.00019,Serviços terceirizados (Advocacia/Contabilidade/PJgeral),298795.78,0.0013524337726285674,88.71493227859249,N
2024,10.01.00007,Energia,298785.11,0.0013523854772063426,88.71628466406969,S
2024,10.01.00015,Material de consumo consultorio,298668.25,0.0013518565359653743,88.71763652060565,S
2024,10.01.00016,Remuneração paga a terceiros sem vinculo empregatício,298667.08,0.0013518512402161706,88.71898837184587,S
2023,10.01.00067,DIGITALIZAÇÃO,298655.4,0.0013517983732497622,88.72034017021912,N
2024,10.01.00016,Produtos Dermatologicos,298619.06,0.0013516338881847543,88.72169180410731,S
2023,10.01.00015,Materiais Aplicados na Prestação de Serviços,298606.51,0.0013515770833535533,88.72304338119066,S
2024,10.02.00001,Material de uso e consumo,298597.26,0.0013515352152508753,88.72439491640591,S
2024,10.01.00016,INSS Funcionário(a),298586.92,0.001351488413501503,88.72574640481942,N
2023,10.01.00003,Alimentação paga a funcionarios ,298534.77,0.0013512523679280264,88.72709765718734,S
2023,10.01.00006,Material de Consumo,298453.78,0.0013508857843998212,88.72844854297175,S
2024,10.01.00015,"Material de consumo, protéticos, e aplicáveis aos serviços",298429.93,0.0013507778325891322,88.72979932080433,S
2024,10.01.00019,Marketing,298362.22,0.0013504713580775286,88.73114979216241,N
2024,10.01.00028,Total de despesas dedutiveis,298360.13,0.0013504618981494642,88.73250025406057,N
2024,10.01.00017,4017 - Outras Despesas,298222.77,0.0013498401681403985,88.73385009422871,N
2023,10.01.00013,"Remuneração paga a terceiros, com vínculo empregatício, INSS, FGTS e IRF",298163.5,0.0013495718954435628,88.73519966612416,N
2024,10.02.00001,MATERIAIS ODONTOLÓGICOS,298068.37,0.0013491413102967773,88.73654880743446,S
2023,10.01.00017,Despesas profissionais em nome da PJ,298038.12,0.0013490043902853167,88.73789781182475,N
2024,10.01.00026,Repasse do TJGO,297966.04,0.0013486781359241236,88.73924648996068,N
2023,10.01.00030,DESPESAS COM LEILÃO,297964.85,0.0013486727496492925,88.74059516271032,N
2023,10.01.00015,Despesas com Material,297952.43,0.0013486165332346697,88.74194377924356,S
2023,10.01.00017,Pagamento a terceiros,297949.97,0.0013486053985824979,88.74329238464213,S
2023,10.01.00023,Material de Consumo Odontológico - Consultório,297930.31,0.0013485164118907519,88.74464090105403,S
2024,10.01.00016,Despesa com Protético,297793.42,0.0013478968092339302,88.74598879786326,N
2024,10.01.00015,Serviços de Informática,297769.83,0.0013477900342563978,88.74733658789752,N
2023,10.01.00012,Material de escritório e expediente,297754.05,0.0013477186095363696,88.74868430650706,S
2023,10.01.00011,"Despesas gerais , material de conservação e limpeza do escritório/consultório",297753.71,0.0013477170706007037,88.75003202357766,S
2023,10.01.00016,Material aplicado na prestação do serviço,297736.2,0.0013476378154139044,88.75137966139307,S
2024,10.01.00015,Alimentação,297655.81,0.0013472739476545217,88.75272693534073,S
2024,10.01.00015,Materiais utilizados na prestação do serviço,297653.35,0.0013472628130023498,88.75407419815373,S
2023,10.01.00020,Máquinas/Equipamentos Médicos,297653.34,0.0013472627677395363,88.75542146092147,N
2024,10.01.00015,Despesas de Consultório,297623.65,0.0013471283824456433,88.75676858930392,N
2024,10.10.00007,Repasses Legais - Parte do Ministerio Público ,297600.52,0.0013470236895575412,88.75811561299348,N
2024,10.01.00026,VALE REFEICAO FUNCIONARIOS,297597,0.0013470077570471165,88.75946262075053,S
2024,10.01.00015,Material consumido da aplicação do serviço,297572.33,0.001346896093685704,88.7608095168442,S
2023,10.02.00001,Serviços pagos a terceiros laboratório e assistência técnica,297540,0.0013467497590089921,88.76215626660321,S
2023,10.01.00015,FETJ,297529.9,0.0013467040435671492,88.76350297064678,N
2024,10.01.00012,Material de escritório - consultorio,297522.84,0.0013466720880206727,88.7648496427348,S
2024,10.01.00015,"Consultoria, cursos e palestras.",297404.19,0.0013461350447360508,88.76619577777954,N
2023,10.01.00002,ALUGUEL,297362.33,0.0013459455745978774,88.76754172335414,S
2023,10.01.00018,Informática,297161.28,0.0013450355657283178,88.76888675891988,N
2024,10.01.00015,Folha de pagamento -  Salário Mensal,297116.03,0.0013448307514962981,88.77023158967137,N
2024,10.01.00016,Despesas com Alimetntação,297081.14,0.0013446728295392776,88.77157626250091,N
2024,10.01.00041,Aluguel ,297080.39,0.0013446694348282497,88.77292093193574,S
2023,10.01.00034,DARF INSS+IRRF,297044.53,0.0013445071223783002,88.77426543905813,N
2024,10.01.00026,Vale alimentação e vale transporte,296980.4,0.0013442168519540033,88.77560965591007,S
2023,10.01.00015,Material de Uso na prestação de serviço,296955.28,0.0013441031517659738,88.77695375906184,S
2023,10.01.00015,Despesas dedutíveis Livro Caixa,296902.67,0.0013438650241030662,88.77829762408594,N
2024,10.01.00016,Convenio Medico,296894.79,0.0013438293570058658,88.77964145344295,N
2024,10.01.00024,Serviço de Apoio ao Escritório - D,296681.27,0.001342862905407615,88.78098431634835,N
2023,10.01.00018,Material odontologico,296662.94,0.0013427799386700918,88.78232709628702,S
2024,10.01.00009,4010 - ISS,296591.46,0.0013424564000777213,88.7836695526871,N
2023,10.01.00021,PAGAMENTO FERIAS,296545.21,0.0013422470595643309,88.78501179974667,N
2024,10.01.00016,Remuneraçao paga a terceiros sem vinculo empregaticio,296513,0.0013421012680413836,88.7863539010147,S
2024,10.01.00017,Honorários Contábeis ,296496.04,0.001342024502309338,88.78769592551701,N
2023,10.01.00017,despesas no tratamento de pacientes,296492.41,0.0013420080719079629,88.78903793358892,N
2023,10.01.00015,Livro Caixa Serventia,296469.46,0.001341904193750508,88.79037983778267,N
2024,10.01.00026,Treinamento e Capacitação,296447.5,0.0013418047966116092,88.79172164257928,N
2023,10.01.00017,Trabalhador Eventual,296443.65,0.0013417873704283324,88.7930634299497,N
2024,10.01.00035,4038 - Itens de Higiene e Cozinha,296383.67,0.0013415158840717235,88.79440494583378,N
2024,10.01.00015,Material p/ Uso e consumo da Atividade,296343.22,0.0013413327959902828,88.79574627862976,S
2024,10.01.00046,Despesas Administrativas,296289.4,0.0013410891915269171,88.79708736782129,N
2024,10.01.00001,despesas totais ,296278.06,0.0013410378634961745,88.79842840568479,N
2024,10.01.00015,Insumos e materiais médicos e estéticos,296261.67,0.0013409636777445102,88.79976936936254,S
2024,10.01.00019,Despesas Diversas relacionadas com a profissão,296259.26,0.0013409527694064071,88.80111032213195,N
2023,10.01.00012,Material de escritório / Insumos Cosultorio,296255.3,0.0013409348453321795,88.80245125697728,S
2023,10.01.00017,Vale transporte e vale refeição ,296216.64,0.0013407598592943921,88.80379201683657,S
2023,10.01.00015,Prestação de serviços de terceiros,296130.72,0.0013403709611990299,88.80513238779777,S
2023,10.01.00016,Material para serviço odontológico,296074.19,0.0013401150905131497,88.80647250288828,S
2023,10.01.00018,Serviços Tomados De Terceiros ,296060.29,0.0013400521752020983,88.80781255506349,S
2024,10.01.00015,Material Ortodôntico,296041.86,0.0013399687558364381,88.80915252381934,S
2023,10.01.00011,Material e instrumental necessário ao exercício da função,296010.82,0.0013398282600626946,88.8104923520794,S
2024,10.01.00010,ASSESSORIA JURIDICA,296007.5,0.0013398132328085442,88.8118321653122,N
2024,10.01.00015,DESPESA TOTAIS NO MES,295975.48,0.0013396683012790575,88.81317183361348,N
2023,10.01.00015,Outros - Diversos,295966.31,0.0013396267952788892,88.81451146040877,N
2024,10.01.00018,Vale Transporte,295964.1,0.0013396167921970602,88.81585107720096,S
2023,10.01.00027,ALUGUÉIS DE EQUIPAMENTOS,295963.14,0.0013396124469669446,88.81719068964793,N
2024,10.01.00015,Servicos Prestado,295958.75,0.0013395925765917274,88.81853028222451,N
2024,10.01.00015,total de despesas,295882.9,0.0013392492581497674,88.81986953148267,N
2024,10.01.00018,Medicamentos dermatologicos,295836.87,0.0013390409134182784,88.82120857239609,N
2024,10.01.00015,Material Médico e/ou Material Odontológico e Prótese dentária,295682.67,0.0013383429608309315,88.82254691535692,S
2023,10.01.00022,Despesas Diversas,295645.75,0.001338175850522729,88.82388509120744,N
2024,10.01.00015,Cursos e Treinamentos,295629.07,0.0013381003521494672,88.82522319155959,N
2023,10.01.00015,Honorarios Contabeis,295592.7,0.0013379357312960185,88.82656112729089,N
2023,10.01.00018,Material de expediente,295514.4,0.0013375813234647004,88.82789870861436,S
2024,10.01.00015,dental,295447.49,0.0013372784699781932,88.82923598708433,N
2023,10.01.00027,DESPESAS COM PRESTACAO DE SERVICOS DE TERCEIROS,295317.72,0.0013366910944447301,88.83057267817878,S
2024,10.01.00013,Folha Mensal de Salários,295299.87,0.001336610300322265,88.83190928847911,N
2024,10.01.00020,Serviços prestados por terceiros,295136.69,0.00133587170172821,88.83324516018084,S
2024,10.01.00016,Despesas Colaboradores,294998.64,0.0013352468485849987,88.83458040702942,N
2023,10.02.00002,Custo de Material ,294927.53,0.0013349249847167352,88.83591533201414,S
2024,10.01.00017,Materiais odontológicos de consumo ,294786.51,0.0013342866885178526,88.83724961870266,S
2023,10.01.00015,Terceiros ,294679.94,0.0013338043227121876,88.83858342302537,S
2024,10.01.00019,Salário,294655.9,0.0013336955109080385,88.83991711853628,N
2023,11.01.00019,OUTRAS DESPESAS INDEDUTÍVEIS - PAGTO,294603.89,0.0013334600990139534,88.8412505786353,N
2024,10.01.00024,VALE ALIMENTAÇÃO,294518.78,0.0013330748672065016,88.8425836535025,S
2024,10.01.00015,Material utilizado para desempenho da atividade,294479.73,0.0013328981159189792,88.84391655161842,S
2024,10.01.00013,"Salários, vales e benefícios",294404.42,0.0013325572416689592,88.84524910886009,S
2024,10.01.00016,LABORATORIO DE PROTESE,294389.92,0.0013324916105890855,88.84658160047067,N
2024,10.01.00001,Despesas Dedutíveis do Cartório,294334.03,0.0013322386367232827,88.84791383910739,N
2024,10.01.00015,Material odontologico ,294287.67,0.0013320287983189414,88.84924586790571,S
2024,10.01.00019,Estorno de receitas,294274.73,0.0013319702282380058,88.85057783813394,N
2023,10.01.00020,Material e Produtos Técnicos para Procedimentos,294256.11,0.001331885948878885,88.85190972408282,S
2024,10.01.00029,FUNJECC,294243.92,0.0013318307735089773,88.85324155485633,N
2024,10.01.00018,Informática,294140.53,0.0013313628012780712,88.8545729176576,N
2024,10.01.00008,Material para realização de procedimento,294125.52,0.0013312948617946983,88.8559042125194,S
2023,10.01.00018,Material/Insumo Consumido na Atividade,294000.67,0.0013307297555655785,88.85723494227497,S
2024,10.01.00017,Software,293978.77,0.0013306306300035623,88.85856557290498,N
2024,10.01.00016,Serviços Prestados PJ,293784.41,0.001329750901956372,88.85989532380694,N
2024,10.01.00001,Aluguel e Condomínio do consultório ,293721.77,0.0013294673756913179,88.86122479118264,S
2024,10.01.00024,Utilização de Software,293570.44,0.0013287824135315043,88.86255357359617,N
2024,10.01.00015,"Despesas de locomoção e transporte, salvo de representante comercial a",293541.57,0.0013286517397883351,88.86388222533596,S
2023,10.07.00017,IRF S/ SALARIO,293487.64,0.0013284076374340185,88.86521063297339,N
2024,10.01.00002, REMUNERAÇÃO DE FÉRIAS,293487.23,0.0013284057816586564,88.86653903875505,N
2024,10.01.00002,Aluguel/Cond. do escritório/consultório,293471.27,0.001328333542207982,88.86786737229725,S
2023,10.01.00015,Ordenados e salários,293468.14,0.0013283193749472919,88.8691956916722,N
2024,10.01.00025,Prestação de serviços combinados de escritório e apoio administrativo,293320,0.0013276488516250507,88.87052334052383,N
2023,10.01.00015,Material / Medicamentos Consultório ,293286.5,0.0013274972211991356,88.87185083774503,S
2023,10.01.00015,Pagamento a terceiros,293153.01,0.0013268930078989738,88.87317773075293,S
2023,10.01.00015,Despesa e Material de Consultório,293137.8,0.001326824163159327,88.87450455491609,S
2024,10.01.00020,material de uso e consumo do consultorio,293115.21,0.0013267219144631652,88.87583127683055,S
2023,10.01.00015,Materiais profissionais,293021.19,0.001326296353488701,88.87715757318404,S
2024,10.01.00015,Honorarios Contabeis,292912.46,0.0013258042109152756,88.87848337739496,N
2024,10.01.00024,"Lançamento Despesas Dedutíveis, Apuração Livro Caixa - Sistema Auxilia",292904.28,0.0013257671859336641,88.87980914458089,N
2024,11.01.00019,Outras despesas,292892.91,0.00132571572211448,88.881134860303,N
2024,10.01.00019,Material para prestação dos serviços,292885.8,0.0013256835402539354,88.88246054384327,S
2024,10.01.00012,Material do consultório/escritório,292854.69,0.0013255427276404957,88.88378608657091,S
2024,10.01.00012,Material de Consultório aplicado no serviço odontologico,292731.93,0.0013249870813394407,88.88511107365224,S
2023,10.01.00015,MAT/MED UTILIZADOS EM PROCEDIMENTOS MÉDICOS,292724.18,0.0013249520026588186,88.8864360256549,N
2024,10.01.00003,Diárias de Pedreiro/ajudantes,292680.4,0.0013247538420604135,88.88776077949696,N
2024,10.01.00018,Material Aplicado na Prestação de Serviços,292668.82,0.0013247014277221422,88.88908548092468,S
2024,10.01.00018,Remuneração paga a terceiro sem vinculo empregaticio,292639.85,0.0013245703013508355,88.89041005122603,S
2023,10.01.00015,Despesas com Materiais ,292459.12,0.0013237522665187267,88.89173380349254,S
2024,10.01.00015,Material de  Uso e Consumo,292453.91,0.0013237286845927856,88.89305753217714,S
2023,10.01.00015,Material Médico de Consultório,292385.24,0.0013234178648510665,88.89438095004199,S
2024,10.01.00016,material de consumo,292334.94,0.0013231901928981253,88.89570414023488,S
2023,10.01.00020,VALE REFEICAO,292316.12,0.0013231050082827306,88.89702724524317,S
2023,10.01.00012,Material Empregado,292307.27,0.0013230649506926007,88.89835031019386,S
2023,10.01.00015,Rateio de Perdas - Unimed - Rio (CNPJ: 42.163.881/0001-01,292295.42,0.001323011314258359,88.89967332150812,N
2024,10.02.00001,DESPESAS DE CUSTEIO,292254.13,0.001322824424100567,88.90099614593221,N
2023,10.01.00025,Despesa com FERJ,291872.08,0.0013210951583029285,88.90231724109051,N
2024,10.01.00016,Despesas com Protético,291852.24,0.0013210053568805356,88.9036382464474,N
2024,10.01.00015,Despesas diversas ,291832.63,0.001320916596502858,88.9049591630439,N
2023,10.01.00011,Material de conservação e limpeza do cartório,291822.83,0.0013208722389454262,88.90628003528285,S
2023,10.01.00015,Publicidade,291782.22,0.001320688426658966,88.9076007237095,N
2023,10.01.00012,Material de consultorio ,291677.95,0.0013202164713004534,88.9089209401808,S
2023,10.01.00017,Honorários Contábeis ,291520.33,0.001319503038830819,88.91024044321964,N
2024,10.11.00001,00024,291488.14,0.0013193573378334994,88.91155980055747,N
2024,10.01.00015,Material dermatológico,291487.4,0.0013193539883852852,88.91287915454585,S
2023,10.01.00017,Contador,291475.72,0.0013193011214188762,88.91419845566726,N
2023,10.01.00021,Transporte de Bens do Leilão,291308.36,0.0013185436029686923,88.91551699927022,S
2024,10.01.00015,Insumos utilizados na prestação dos serviços,291294.03,0.001318478741356652,88.91683547801158,S
2023,10.01.00016,Serviços de confeccçao de proteses,291278.4,0.0013184079955788294,88.91815388600716,N
2024,10.01.00006,MATERIAL USADO NA PRESTAÇÃO DO SERVIÇO,291207.07,0.0013180851359286642,88.9194719711431,S
2024,10.01.00006,Mensalidades,291137.6,0.0013177706951618482,88.92078974183826,N
2023,10.01.00015,Material de Uso Profissional - Align Technology do Brasil LTDA,291124.9,0.0013177132113884418,88.92210745504966,S
2024,10.01.00015,MATERIAL PARA PRESTACAO DE SERVICOS,291113.7,0.0013176625170370911,88.9234251175667,S
2024,10.01.00012,Material de escritório / Consultorio,291087.94,0.0013175459200289842,88.92474266348673,S
2024,10.01.00015,Produtos médicos e estéticos,291079.3,0.0013175068129579423,88.92606017029968,S
2024,10.01.00007,Calculos Processuais,291075,0.0013174873499480486,88.92737765764963,N
2023,10.01.00017,Fundimper,291072.44,0.00131747576266774,88.92869513341229,N
2023,10.01.00015,Material de Uso Odontológico,290923.37,0.0013168010299038242,88.93001193444219,S
2023,10.01.00015,Material Médico Odontológico,290920.13,0.0013167863647521837,88.93132872080695,S
2023,10.01.00016,"Serviço de Terceiros PF / PJ sem vínculo empregatício (Protético, Dentistas terceiros, Serviços de manutenção de máquinas e equipamentos,  Marketing, Faxineira, etc)",290900.22,0.0013166962464900946,88.93264541705344,S
2024,10.01.00052,Rescisão de Contrato de Trabalho,290831.02,0.0013163830278192493,88.93396180008125,N
2023,10.01.00016,Produtos Dermatologicos,290802.08,0.001316252037236384,88.93527805211849,S
2024,10.01.00034,Serviços de Informatica,290770.89,0.001316110862520435,88.93659416298101,N
2024,10.01.00015,Despesas dedutíveis Livro Caixa,290662.91,0.0013156221146580372,88.93790978509567,N
2023,10.01.00015,Honorários Contábeis ,290593.05,0.001315305908641487,88.93922509100432,N
2024,10.01.00003,Condomínio do cartório,290455.09,0.0013146814628635986,88.94053977246718,N
2023,10.01.00010,Outras Despesas,290453.71,0.0013146752165953074,88.94185444768377,N
2023,10.02.00001,Despesas Gerais com cartório,290453.41,0.001314673858710896,88.94316912154248,N
2023,10.01.00015,"Serviço prestados por terceiros, sem vinculo empregatícios.",290417,0.0013145090568061925,88.9444836305993,S
2023,10.01.00020,OUTRAS DESPESAS,290410.43,0.0013144793191375876,88.94579810991843,N
2023,10.01.00017,Material Expediente - Aluguel Máquinas. Sistema. Manutenção,290263.84,0.0013138158115514713,88.94711192572998,S
2023,10.01.00012,OUTROS PAGAMENTOS,290225.55,0.0013136425002377907,88.94842556823022,N
2023,10.01.00015,"FERJ, FERC, FADEP, FEMPE",290129.72,0.0013132087466940457,88.94973877697691,N
2023,10.01.00016,materiais e medicamentos,290063.17,0.0013129075226688321,88.95105168449959,S
2024,10.01.00021,Manutenção de Equipamentos - Computadores e Máquinas,289962.57,0.0013124521787629497,88.95236413667836,S
2024,10.01.00027,FGTS - D,289962.38,0.0013124513187694894,88.95367658799712,N
2023,10.01.00016,Cursos,289903.8,0.0013121861692067993,88.95498877416632,N
2023,10.01.00016,Material Aplicado,289844.47,0.0013119176249330813,88.95630069179126,S
2023,10.01.00015,Remuneração paga a terceiros,289758.89,0.0013115302657733855,88.95761222205702,S
2024,10.01.00016,DESPESA NECESSÁRIAS A PERCEPÇÃO DE RENDA ,289637.91,0.0013109826762531698,88.95892320473328,N
2024,10.01.00028,INSS ,289627.58,0.0013109359197666117,88.96023414065304,N
2024,10.01.00065,CONTRIBUIÇÃO FIC-SREI,289572.9,0.0013106884227012672,88.96154482907575,N
2023,10.01.00015,Prestação de Serviços ,289556.48,0.0013106141011611618,88.9628554431769,N
2023,10.01.00015,Outros custos ,289497.59,0.001310347548451247,88.96416579072536,N
2024,10.01.00016,Auxílio Refeições  e Vale Transportes,289482.82,0.0013102806952754033,88.96547607142064,S
2024,10.01.00016,Serviços Contábeis,289408.39,0.0013099438041529895,88.9667860152248,N
2024,10.01.00007,"Auxílio alimentação, refeição, educação e habitação.",289406.78,0.0013099365168399827,88.96809595174163,S
2023,10.01.00015,Totais de custos e despesas,289281.58,0.0013093698264123833,88.96940532156805,N
2024,10.01.00017,Material de Uso Odontológico,289228.62,0.001309130114550996,88.9707144516826,S
2023,10.01.00020,Material aplicado na Prestação de Serviço,289150.4,0.0013087760688221877,88.97202322775142,S
2024,10.01.00017,Prestação Serviços - PJ,289135.04,0.0013087065451403352,88.97333193429657,N
2023,10.01.00015,Serviço Prestado Pessoa Física ,289105.25,0.0013085717072183049,88.97464050600378,N
2023,10.01.00017,Serviços de Prestação Jurídica - PJ,289078.54,0.001308450810242896,88.97594895681402,N
2024,10.01.00016,Materiais de uso/consumo - escritório/consultório ,289072.97,0.0013084255988556619,88.97725738241287,S
2023,10.01.00008,Material de consumo,288980.87,0.0013080087283414295,88.97856539114122,S
2023,10.01.00012,Material de Consultorio odontologico,288979.59,0.001308002934701275,88.97987339407592,S
2023,10.01.00021,Outras Despesas,288848.27,0.0013074085434316876,88.98118080261935,N
2024,10.01.00017,Prestação de serviços pessoa jurídica,288834.4,0.0013073457639090774,88.98248814838325,N
2023,10.01.00005,Material de consumo,288730.85,0.0013068770674731513,88.98379502545073,S
2024,10.01.00018,Pagamentos Efetuados a Terceiros sem Vinculo Empregatício,288672.72,0.0013066139547370781,88.98510163940547,S
2023,10.01.00015,Dentária,288654.15,0.0013065299016920262,88.98640816930717,N
2024,10.01.00028,Mão de Obra de Terceiros,288611.35,0.0013063361768493645,88.98771450548402,S
2023,10.01.00006, FGTS - FUNDO DE GARANTIA POR TEMPO DE SERVIÇO,288606.29,0.001306313273865629,88.9890208187579,N
2024,10.01.00016,Prestação de Serviços de Terceiros P.J,288590.41,0.001306241396517464,88.99032706015441,S
2023,10.01.00015,material utilizado nos proscedimentos ,288537.39,0.0013060014130791948,88.9916330615675,S
2024,10.02.00004,LOCACAO DE MOBILIARIO E EQUIPAMENTOS DE ESCRITÓRIO/INFORMÁTICA,288476.02,0.001305723635191481,88.9929387852027,N
2024,10.01.00015,Propaganda e Publicidade,288444.9,0.0013055827773152278,88.99424436798002,N
2023,10.01.00015,Despesas de escritório,288356.47,0.0013051825182536253,88.99554955049827,N
2023,10.01.00016,"Remuneração paga a Terceiros, sem Vínculo Empregatício",288270.73,0.0013047944348889098,88.99685434493315,S
2024,10.01.00013,"FOLHA DE PAGAMENTO, HOLERITE, FUNCIONÁRIOS",288260.67,0.0013047489004983216,88.99815909383365,N
2024,10.01.00017,FGTS ,288221.8,0.0013045729639414463,88.9994636667976,N
2023,10.01.00021,Serviços prestados por Terceiros - Serviços prestados por terceiro,288147,0.0013042343980949253,89.00076790119569,S
2024,11.01.00019,OUTRAS DESPESAS INDEDUTÍVEIS - PAGTO,288139.45,0.0013042002246705772,89.00207210142035,N
2023,10.01.00012,Material de Consultório ,288010.01,0.0013036143428099664,89.00337571576317,S
2023,10.01.00029,Locação de equipamentos,288000,0.0013035690347334469,89.0046792847979,N
2024,10.01.00030,Locação de Equipamentos ,288000,0.0013035690347334469,89.00598285383263,N
2023,10.01.00026,Serviços de Terceiros,287965.4,0.001303412425398024,89.00728626625803,S
2023,10.01.00012,Material de consultorio odontologico,287945.35,0.0013033216734565434,89.0085895879315,S
2024,10.02.00004,VERBAS RESCISÓRIAS,287919.12,0.0013032029490961925,89.0098927908806,N
2023,10.01.00017,Material de Consumo Consultorio,287865.74,0.0013029613361966296,89.01119575221679,S
2024,10.01.00031,Refeições / Lanches,287856.12,0.0013029177933698447,89.01249867001016,N
2023,10.01.00023,DESPESA COM APARELHO ODONTOLOGICO,287834.34,0.001302819210961593,89.01380148922112,N
2024,10.02.00002,Serviço terceirizado de conservação e limpeza ,287786.2,0.001302601315776412,89.0151040905369,S
2024,10.01.00004,INSS,287764.97,0.001302505222822914,89.01640659575972,N
2023,10.01.00016,Material p/ Prestação de Serviços,287651.98,0.0013019937982908496,89.01770858955801,S
2023,10.01.00016,Combustiveis e Lubrificantes,287597.76,0.0013017483833149357,89.01901033794132,S
