ano_calendario,conteudo_codigo,conteudo_descricao,valor_total,total,acum,gera_credito
2023,10.01.00016,insumos ,119562.36,0.0005411728826932392,94.80187749771657,S
2023,10.01.00013,4014 - Telefone do Cartório,119561.32,0.0005411681753606137,94.80241866589193,S
2024,10.01.00001,4001 - Água do Cartório,119560.24,0.0005411632869767335,94.80295982917892,S
2023,10.01.00015,Material utilizados nos procedimentos odontológico,119560.1,0.0005411626532973417,94.80350099183221,S
2023,10.01.00015,Locação de equipamentos,119552.26,0.000541127167251396,94.80404211899946,N
2023,10.01.00008,Honorários Contábeis,119550.38,0.0005411186578424194,94.8045832376573,N
2024,10.01.00015,Material uso Profissional,119526.4,0.0005410101176151523,94.80512424777491,S
2024,10.01.00015,Produtos para Tratamentos Estéticos,119517.7,0.000540970738967228,94.80566521851388,S
2024,10.01.00023,REPASSE DE TITULOS DE PROTESTO AO CREDOR ,119517.12,0.0005409681137240331,94.8062061866276,N
2023,10.01.00017,DESPESAS MATERIAIS CONSULTORIO,119514.78,0.0005409575222256259,94.80674714414982,S
2023,10.01.00016,Serviços Terceirizados,119514.05,0.0005409542180402253,94.80728809836786,N
2023,10.01.00015,Insumos para Consultório,119513.84,0.0005409532675211375,94.80782905163538,S
2023,10.01.00016,prestador de serviço,119493.81,0.0005408626061052844,94.80836991424148,N
2023,10.01.00018,Serviços Pagos a Terceiros,119488.59,0.0005408389789165297,94.8089107532204,S
2023,10.02.00001,Materiais Médicos ,119482.63,0.0005408120022795611,94.80945156522269,S
2024,10.01.00016,Materiais e instrumentos,119469.27,0.0005407515311604498,94.80999231675385,S
2024,10.01.00012,"Material de escritório, dentais",119469.23,0.0005407513501091949,94.81053306810396,S
2023,10.01.00016,13 Salario,119468.24,0.000540746869090638,94.81107381497306,N
2024,10.01.00020,Material utilizado na prestação de serviços,119465.48,0.0005407343765540552,94.81161454934961,S
2023,10.01.00015,Serviço de Protético,119452.75,0.0005406767569922074,94.81215522610661,N
2023,10.01.00012,Custos dos Serviços Prestados,119439.6,0.000540617236392184,94.81269584334301,N
2023,10.01.00027,SERVIÇOS PROFISSIONAIS (MANUTENÇÃO),119434.98,0.0005405963249722518,94.81323643966797,S
2024,10.01.00020,"empresa alinhadores, Laboratório próteses / ortodontia / odontologia",119424.09,0.0005405470337681259,94.81377698670174,N
2023,10.01.00005,Compra de Material Odontologico,119417.16,0.0005405156666382277,94.81431750236838,S
2024,10.01.00016,Ordenados,119416.33,0.0005405119098246901,94.8148580142782,N
2024,10.01.00018,Outros Administrativos,119411.62,0.0005404905910394345,94.81539850486924,N
2024,10.01.00016,DESPESAS MATERIAIS ODONTOLOGICOS,119411.06,0.000540488056321867,94.81593899292555,S
2024,10.01.00015,Despesas gerais do cartório autorizadas pelo foro,119408.53,0.0005404766048299994,94.81647946953038,N
2023,10.01.00015,Material para prestação de serviços Odontológicos,119394.82,0.0005404145495124085,94.8170198840799,S
2024,10.01.00018,REPASSES LEGAIS - PARTE DO TRIBUNAL DE JUSTIÇA,119385.91,0.0005403742203453964,94.81756025830025,N
2023,10.01.00011,Material de consumo do consultório,119378.61,0.000540341178491391,94.81810059947874,S
2024,10.01.00015,Material de Uso/Consumo utilizado na Atividade Profissional,119364.76,0.000540278489494408,94.81864087796824,S
2023,10.01.00015,Serviços Terceiros sem Vínculo Empregatício,119334,0.0005401392610794485,94.81918101722931,S
2024,10.01.00028,Repasses Legais - Ministério Público,119311.09,0.0005400355639732479,94.81972105279328,N
2023,10.01.00008,Impostos e taxas,119304.21,0.0005400044231574181,94.82026105721644,N
2023,10.01.00016,Materiais odontologicos,119264.99,0.0005398269024020632,94.82080088411884,S
2024,10.01.00019,Taxas pagas pelo contribuinte destinadas ao consultório,119264.84,0.0005398262234598576,94.8213407103423,N
2024,10.01.00015,Material Odontológico  a ser Aplicado,119263.56,0.0005398204298197033,94.82188053077212,S
2023,10.01.00025,Material aplicado no serviço,119259.71,0.0005398030036364264,94.82242033377575,S
2024,10.01.00050,Assessoria e consultoria jurídicas para a prestação do serviço extrajudicial,119259.28,0.000539801057335437,94.82296013483308,N
2024,10.01.00036,TJSP (Valores de repasse),119242.02,0.0005397229337189805,94.8234998577668,N
2024,10.01.00017,Despesas com propaganda da atividade profissional,119239.26,0.0005397104411823976,94.824039568208,N
2023,10.01.00027,Repasses Legais - Imposto Municipal,119220.95,0.0005396275649705018,94.82457919577297,N
2023,10.01.00016,Material de Uso e Consumo na Atividade,119184.73,0.0005394636230592586,94.82511865939603,S
2024,10.01.00015,Medicamentos ,119155.83,0.0005393328135276482,94.82565799220956,N
2024,10.01.00015,Material Médico e Técnico,119146.17,0.0005392890896496081,94.8261972812992,S
2023,10.01.00015,Produtos para aplicação do serviço,119120.44,0.0005391726284299426,94.82673645392764,S
2024,10.01.00014,Telefone e internet do cartório,119116.52,0.0005391548854069699,94.82727560881304,S
2024,10.01.00017,Pagamento de salario,119116.19,0.0005391533917341176,94.82781476220477,N
2023,10.01.00015,Compras de material de uso e consumo no mês,119093.58,0.0005390510525123283,94.82835381325728,S
2024,10.01.00016,Serviço P.J,119082.19,0.0005389994981675171,94.82889281275544,N
2023,10.01.00017,Desepsas Com Medicamentos  ,119064.63,0.0005389200166666493,94.82943173277211,N
2024,10.01.00012,Material de escritório / Despesas operacionais cartório,119046.51,0.000538838000448214,94.82997057077256,S
2024,10.01.00018,PROTETICO,119039.8,0.0005388076291002172,94.83050937840166,N
2024,10.01.00012,OUTROS SERVIÇOS DE TERCEIROS,119000,0.0005386274831016672,94.83104800588475,S
2024,10.01.00019,Material Utilizado na Prestação de Serviço,118981.07,0.0005385418005953218,94.83158654768535,S
2024,10.01.00043,Repasse de Intimação,118938.13,0.0005383474420732681,94.83212489512742,N
2023,10.01.00015,Cursos e treinamentos,118925.03,0.0005382881477873131,94.83266318327522,N
2023,10.01.00026,VALE REFEIÇÃO; CESTA BÁSICA; VALE ALIMENTAÇÃO,118923.33,0.0005382804531089832,94.83320146372833,S
2024,10.01.00015,Material utilizado na prestaçao de serviços,118921.89,0.0005382739352638095,94.83373973766359,S
2024,10.01.00002,Aluguel/Cond./IPTU do /consultório,118915.71,0.0005382459628449392,94.83427798362644,S
2023,10.01.00016,"Insumos injetáveis (botox, preenchedor...)",118905.9,0.0005382015600246936,94.83481618518645,S
2023,10.01.00016,INSS a recolher,118891.84,0.0005381379205086229,94.83535432310697,N
2023,10.01.00016,Funjecc 1071/90,118888.76,0.0005381239795620014,94.83589244708654,N
2024,10.01.00045,Serviços Gestão Documental,118881.34,0.0005380903945542316,94.83643053748109,N
2024,10.01.00015,Materiais para o Consultório ,118872.81,0.0005380517853741404,94.83696858926646,S
2024,10.01.00016,Salarios,118870.31,0.0005380404696707138,94.83750662973613,N
2024,10.01.00018,Materiais Odontologicos,118869.77,0.0005380380254787737,94.83804466776161,S
2023,10.01.00016,despesas c/materiais de consumo da profissão,118854.04,0.0005379668270728142,94.83858263458868,S
2023,10.01.00020,Honorários profissionais ,118853.85,0.0005379659670793537,94.83912060055576,N
2023,10.01.00013,Salários e encargos dos funcionários do consultório,118839.85,0.0005379025991401654,94.8396585031549,N
2024,10.01.00042,Vale alimentação,118814.96,0.0005377899399968511,94.84019629309489,S
2024,10.01.00027,SCRIBE INFORMATICA,118812.1,0.0005377769948321311,94.84073407008972,N
2024,10.01.00015,Total Despesas Dedutíveis conf. Livro Caixa Cartório,118780.02,0.0005376317917257622,94.84127170188145,N
2023,10.01.00015,Prestador de Serviços- Terceiros,118754,0.0005375140178844991,94.84180921589933,S
2023,10.01.00018,Honorários Contábeis ,118749.18,0.0005374922012082927,94.84234670810054,N
2023,10.01.00020,Funajuris,118748.9,0.000537490933849509,94.84288419903439,N
2023,10.01.00015,Despesas relacionadas a atividades médicas,118732.98,0.0005374188754500891,94.84342161790984,N
2024,10.01.00015,Material Para Atendimento ,118723.51,0.0005373760115655094,94.8439589939214,S
2024,10.01.00016,SERVIÇO TOMADO,118722.64,0.000537372073700717,94.8444963659951,N
2023,10.01.00020,DEPESAS DIVERSAS,118708.62,0.0005373086152359012,94.84503367461033,N
2024,10.01.00006,Certidões e Emolumentos pagos a terceiros,118707.43,0.0005373032289610701,94.8455709778393,N
2024,10.01.00016,Sistemas/ Internet,118702.15,0.0005372793301954333,94.84610825716949,N
2023,10.01.00020,material odontológico,118682.47,0.0005371902529780599,94.84664544742247,S
2023,10.01.00015,MATERIAL DIRETO,118672.94,0.0005371471175165981,94.84718259453999,S
2024,10.01.00015,Material Paciente Dental,118670,0.0005371338102493684,94.84771972835024,S
2024,10.01.00015,Serviços tomados de terceiros sem vínculo empregatício.,118642.5,0.0005370093375116769,94.84825673768775,S
2023,10.01.00016,MATERIAL HOSPITALAR/MATERIAL DE CONSUMO,118640.32,0.000536999470218289,94.84879373715796,S
2023,10.01.00017,Serviços de Contabilidade,118635.13,0.0005369759788179756,94.84933071313678,N
2024,10.02.00001,Salários e Ordenados,118632.28,0.0005369630789160694,94.8498676762157,N
2023,10.01.00018,LABORATORIO DE PROTESE,118625.5,0.0005369323907283767,94.85040460860642,N
2023,10.01.00002,RATEIO,118625.3,0.0005369314854721027,94.8509415400919,N
2024,10.01.00002,Material de consumo,118623.56,0.0005369236097425178,94.85147846370164,S
2024,10.01.00017,Gastos com protéticos,118621.66,0.0005369150098079136,94.85201537871144,N
2023,10.01.00015,Material cirúrgico / estético ,118608.21,0.000536854131323479,94.85255223284277,S
2024,10.01.00029,Décimo terceiro salário empregados,118581.04,0.0005367311522586397,94.85308896399502,N
2024,10.01.00036,Serviços de Terceiros,118560.68,0.0005366389971699343,94.8536256029922,S
2023,10.01.00002,Material Odontológico,118559.46,0.0005366334751066621,94.8541622364673,S
2023,10.01.00019,Material p/proc.Odontológicos ,118548.38,0.0005365833239090759,94.85469881979121,S
2024,10.01.00018,Material de consumo - Produtos Odontológicos,118523.91,0.0005364725658039373,94.85523529235701,S
2024,10.01.00026,REMUNERAÇÃO PAGA A TERCEIROS SEM VINCULO EMPREGATÍCIO,118515.91,0.0005364363555529724,94.85577172871257,S
2024,10.01.00015,Material utilizado nos procedimentos odontológicos,118514.92,0.0005364318745344155,94.8563081605871,S
2024,10.01.00039,serviços de informática,118514.02,0.0005364278008811819,94.85684458838799,N
2024,10.02.00012,Salário,118510.94,0.0005364138599345605,94.85738100224792,N
2024,10.01.00050,ASSESSORIA E CONSULTORIA JURÍDICAS PARA A PRESTAÇÃO DO SERVIÇO EXTRAJUDICIAL,118482.01,0.000536282914614509,94.85791728516253,N
2024,10.01.00014,Telefone e internet do consultório,118470.49,0.0005362307718531197,94.85845351593439,S
2024,10.01.00015,COMPRA DE MATERIAL ODONTOLOGICO PARA USO NA ATIVIDADE,118467.78,0.0005362185056306053,94.85898973444002,S
2024,10.01.00015,Material/instrumental de consultório,118462.26,0.0005361935205574396,94.85952592796058,S
2023,10.01.00021,Manutenção de Equipamentos e Sistemas ,118459.95,0.0005361830648474735,94.86006211102543,S
2023,10.01.00015,LOCAÇÃO DE SOFTWARE - ESCRIBA - USO DE LICENÇAS DO SISTEMAS,118448.96,0.0005361333210152107,94.86059824434645,N
2024,10.01.00015,Serviços de terceiros/despesas com laboratórios,118438.6,0.0005360864287402112,94.86113433077519,S
2024,10.01.00008,Medicamentos ,118436.41,0.0005360765161840095,94.86167040729137,N
2023,10.01.00019,RECOMPE,118403.9,0.0005359293667766512,94.86220633665815,N
2024,10.01.00016,Serviços de Prótese Dentária.,118400.66,0.0005359147016250106,94.86274225135978,N
2023,10.01.00002,ALUGUEIS DE IMOVEIS,118392,0.0005358755040283411,94.8632781268638,N
2024,11.01.00020,Outras Despesas,118390,0.0005358664514655999,94.86381399331528,N
2024,10.01.00015,Insumos médicos para uso ambulatorial,118366.66,0.00053576080805841,94.86434975412334,S
2024,10.01.00028,Locação de Maquinas e Equipamentos,118361.81,0.0005357388555937626,94.86488549297893,N
2023,10.01.00013,Material de uso e consumo na atividade,118360.29,0.0005357319756460792,94.86542122495457,S
2023,10.01.00024,Remuneração paga a terceiros sem vínculo empregatício,118350.35,0.0005356869844092556,94.86595691193898,S
2023,10.01.00016,Aquisições de Selos,118341.37,0.0005356463384025475,94.86649255827739,N
2023,10.01.00015,Salários e Ordenados ,118338.01,0.0005356311300971423,94.86702818940748,N
2023,10.01.00015,Fadep,118334.31,0.000535614382856071,94.86756380379033,N
2024,10.01.00015,"Medicamentos, produtos de uso veterinario",118320.8,0.0005355532327947542,94.86809935702313,S
2024,10.01.00015,Rateio de Perdas - Unimed - Rio (CNPJ: 42.163.881/0001-01,118318.14,0.0005355411928863084,94.86863489821602,N
2023,10.01.00013,Salário dos Funcionários,118298.23,0.0005354510746242197,94.86917034929064,N
2024,10.01.00030,4031 - Despesas com Estagiários,118296.95,0.0005354452809840654,94.86970579457163,N
2023,10.01.00015,Laboratório de Prótese Odontológica SIRO Ltda CNPJ 50379270000123,118274.69,0.0005353445259607557,94.87024113909759,N
2024,10.01.00015,Mateial aplicado nos serviços,118274.59,0.0005353440733326187,94.87077648317091,N
2023,10.01.00016,Serviços prestados por terceiro,118258.29,0.0005352702949462778,94.87131175346586,S
2023,10.02.00003,DESPESAS DIVERSAS,118254.31,0.0005352522803464229,94.8718470057462,N
2024,10.01.00015,MATERIAL DE USO ODONTOLOGICO,118250.22,0.0005352337678556172,94.87238223951405,S
2024,10.06.00004,Diligência paga ao juiz de paz (cerimônia de casamento civil),118247.84,0.0005352229953059551,94.87291746250936,N
2024,10.01.00015,Materiais de Consumo na atividade,118246.06,0.0005352149385251154,94.87345267744789,S
2024,10.02.00003,Material de Expediente,118204.82,0.0005350282746813918,94.87398770572257,S
2024,10.01.00015,Material de consumo utilizadas no tratamento,118179.74,0.0005349147555446172,94.87452262047812,S
2024,10.01.00016,Despesa Administrativa,118148.23,0.0005347721324186293,94.87505739261054,N
2024,10.01.00044,Serviços de Terceiros,118134.45,0.0005347097602613426,94.8755921023708,S
2023,10.01.00015,Impostos Retidos,118093.84,0.0005345259479748823,94.87612662831877,N
2024,10.01.00039,"Anúncios, Editais e Publicações",118078.41,0.000534456107453334,94.87666108442623,N
2024,10.01.00015,Material de Uso e Consumo Odontológico,118073.09,0.0005344320276364423,94.87719551645387,S
2024,10.01.00020,Aluguel Poupatempo,118068.37,0.0005344106635883731,94.87772992711746,S
2023,10.01.00033,Despesas operacionais consultório,118054.43,0.0005343475672260669,94.87826427468468,N
2023,10.01.00018,Fumorpge,118010.74,0.0005341498139929853,94.87879842449867,N
2023,11.01.00021,"AQUISIÇÃO DE MOBILIÁRIO, COMPUTADORES, EQUIPAMENTOS",118010.16,0.0005341471887497903,94.87933257168741,S
2024,10.01.00037,Luz / Agua / Gas,117996.73,0.0005340864007909831,94.8798666580882,N
2023,10.01.00038,FGTS,117995.46,0.0005340806524136425,94.88040073874062,N
2023,10.01.00013,Material de uso e consumo utilizado nos pacientes,117972.46,0.0005339765479421186,94.88093471528856,S
2024,10.01.00012,Material de uso diário,117969.6,0.0005339636027773988,94.88146867889134,S
2023,10.01.00016,Materiais para Consultorio,117954.82,0.0005338967043387413,94.88200257559568,S
2023,10.01.00015,Manutenção de Equipamentos,117950.99,0.0005338793686810917,94.88253645496435,S
2023,10.01.00015,DESPESAS DO CONSULTORIO ,117941.14,0.0005338347848095914,94.88307028974916,N
2023,10.01.00018,"Marketing médico, software e outros",117932,0.000533793414597864,94.88360408316376,N
2023,10.01.00016,Serviços de Prótese Odontológica ,117919,0.0005337345729400462,94.8841378177367,N
2023,10.02.00003,Materiais para Prestação de Serviços,117917.38,0.0005337272403642259,94.88467154497707,S
2024,10.01.00015,Materiais aplicados na prestação de serviços,117912.73,0.0005337061931558525,94.88520525117022,S
2023,10.01.00017,Serviços de Divulgação de Imagem,117911.14,0.0005336989963684733,94.88573895016658,N
2023,10.01.00015,Materiais de uso/consumo consultório,117877.73,0.0005335477733078815,94.88627249793988,S
2024,10.01.00018,Material utilizado na prestação de serviços,117876.66,0.000533542930186815,94.88680604087007,S
2024,10.01.00021,"Serviços de programação, digitação, internet e manutenção de informática",117852.44,0.000533433303652019,94.88733947417373,S
2024,10.01.00015,Material para cirurgias,117839.2,0.0005333733756866722,94.88787284754942,S
2023,10.02.00001,Salários e Ordenados,117839.16,0.0005333731946354174,94.88840622074406,N
2024,10.01.00022,Desp. com publicidade,117829.94,0.0005333314623211804,94.88893955220638,N
2024,10.01.00015,"Remuneração paga a terceiros, sem vínculo empregatício-autônomos",117823.22,0.00053330104571037,94.88947285325209,S
2023,10.01.00018,Serviço de prótese,117819.2,0.0005332828500592601,94.89000613610214,N
2024,10.01.00024,Remuneração paga a terceiros sem vínculo empregatício,117811.8,0.0005332493555771176,94.89053938545773,S
2023,10.01.00015,Material/Insumo aplicado em tratamento odontológico,117809.73,0.0005332399861746806,94.8910726254439,S
2024,10.01.00016,Tribunal de Justiça do Pará- FRJ/FCR,117806.75,0.0005332264978561961,94.89160585194175,N
2023,10.01.00024,Salário empregados ,117797.52,0.0005331847202791455,94.89213903666203,N
2024,10.01.00033,Serviços de terceiros - PROTÉTICOS,117794.25,0.0005331699193390635,94.89267220658137,S
2024,10.01.00003, 13º Salário,117791.38,0.00053315692891153,94.89320536351028,N
2023,10.01.00019,"Reparos, limpeza e conservação",117788.34,0.0005331431690161633,94.8937385066793,S
2023,10.01.00042,Honorários Contábeis,117750,0.0005329696313884144,94.89427147631069,N
2023,10.01.00018,Vale Alimentação dos Funcionários,117731.57,0.0005328862120227543,94.89480436252272,S
2023,10.01.00018,Sistemas de Informática - Aquisição e Manutenção,117728.73,0.0005328733573836617,94.8953372358801,S
2023,10.01.00015,USO E CONSUMO CONSULTÓRIO ,117728.59,0.0005328727237042698,94.89587010860382,N
2024,10.01.00022,SERVIÇOS PRESTADOS,117714.81,0.0005328103515469829,94.89640291895536,N
2024,10.01.00019,Folha Mensal de Salários,117674.17,0.0005326264034720816,94.89693554535883,N
2023,10.01.00017,"Remuneração paga a terceiros, sem vínculo empregatício, INSS e FGTS",117661.15,0.0005325674712886364,94.89746811283011,S
2023,10.01.00024,Material para uso e consumo,117659.6,0.000532560455552512,94.89800067328567,S
2024,10.01.00015,15 Insumos p/ prestação de serviços,117657.32,0.000532550135630987,94.8985332234213,S
2024,10.02.00001,Laboratório,117630.35,0.0005324280618224219,94.89906565148311,N
2024,10.01.00020,Serviço de Prótese ,117628.7,0.0005324205934581604,94.89959807207657,N
2024,10.01.00018,Serviços pago a pessoa jurídica ,117610.5,0.0005323382151372154,94.90013041029171,N
2024,10.01.00002,Aluguel - Visao Real - 07.870.639/0001-77,117602.7,0.0005323029101425247,94.90066271320185,S
2023,10.01.00021,Prestação de serviços diversos,117600,0.0005322906891828241,94.90119500389103,N
2024,10.01.00012,Material Aplicado na Prestação de Serviços ,117597.8,0.0005322807313638088,94.9017272846224,S
2023,10.01.00035,Encargos Funcionários - Férias,117567.89,0.0005321453502880141,94.90225942997269,N
2023,10.01.00026,"Assessoria Jurídica, Boletins INR",117565.48,0.0005321344419499109,94.90279156441464,N
2023,10.02.00002,Vale -alimentação ,117550.02,0.0005320644656399214,94.90332362888029,S
2024,10.02.00011,Aluguel,117540,0.000532019112300588,94.90385564799259,S
2023,10.01.00015,Compra de material dentário para tratamento odontológico,117536.21,0.0005320019576941934,94.90438764995028,S
2024,10.01.00006,Despesas diversas,117510.88,0.000531887306987076,94.90491953725727,N
2024,10.01.00015,Material de Uso e Consumo/consultório,117503.46,0.0005318537219793062,94.90545139097925,S
2024,10.01.00016,Confecção de Prótese Dentária,117500,0.0005318380610457639,94.9059832290403,N
2024,10.01.00024,Aluguel de equipamento,117495.34,0.0005318169685745768,94.90651504600888,S
2024,10.01.00022,Despesas Com Convênio Médico/ Exames Admissionais,117492.84,0.0005318056528711504,94.90704685166175,N
2023,10.01.00019,Marketing do consultório,117487.64,0.0005317821162080232,94.90757863377796,N
2024,10.01.00034,Recolhimento de ISSQN,117454.93,0.0005316340615443908,94.9081102678395,N
2023,10.01.00016,Material Médico Cirúrgico,117417.76,0.0005314658196658455,94.90864173365917,S
2023,10.01.00015,Material destinado a profissão,117416.69,0.000531460976544779,94.90917319463571,S
2024,10.02.00014,Servicos De Contabilidade,117399,0.000531380906627333,94.90970457554234,N
2024,10.02.00014,Serviços De Contabilidade,117399,0.000531380906627333,94.91023595644896,N
2023,10.01.00025,Despesa com Insumos ,117392.02,0.0005313493131833664,94.91076730576214,S
2023,10.01.00015,Material de Uso e consumo,117389.78,0.0005313391743130961,94.91129864493645,S
2023,10.01.00017,MANUTENÇÃO DE MAQUINAS E EQUIPAMENTOS,117388.59,0.0005313337880382651,94.91182997872448,S
2023,10.01.00016,MATERIAL DE CONSUMO ODONTOLÓGICO,117351.39,0.0005311654103712787,94.91236114413485,S
2024,10.01.00015,Material de consultório odontológico,117342.77,0.0005311263938258641,94.91289227052867,S
2023,10.01.00015,Serviços de prótese odontológica,117330.2,0.0005310694984690356,94.91342334002714,N
2023,10.01.00016,Material de uso e consumo do consultório,117311.6,0.0005309853096355425,94.91395432533677,S
2023,10.02.00001,"DESPESAS COM BACKUP DOS ARQUIVOS - RESOLUCAO CNJ NO 09, DE 07.03.2013",117301.96,0.0005309416762831298,94.91448526701306,N
2023,10.01.00015,INSUMOS - UTILIZADOS NA PREST. SERVIÇOS,117301.27,0.0005309385531489841,94.91501620556622,S
2023,10.01.00015,Aluguel de Software,117271.49,0.0005308037604897676,94.9155470093267,S
2023,10.01.00015,LIVRO CAIXA EM COMUM,117244.79,0.0005306829087771725,94.91607769223548,N
2024,10.01.00018,Recolhimento de INSS,117232.91,0.0005306291365544897,94.91660832137202,N
2023,10.01.00023,Despesas Diversas ,117229.6,0.0005306141545631531,94.9171389355266,N
2024,10.01.00021,Manutenção de Sites e Provedores ,117205.52,0.000530505161707749,94.9176694406883,S
2024,10.01.00017,Condomínio Clinica Oftalmológica,117201.63,0.0005304875544732173,94.91819992824277,N
2024,10.01.00015,Material Aplicado nas Consultas e Serviços,117198.84,0.0005304749261481933,94.91873040316892,S
2024,10.01.00012,Material de escritório e Odontologico,117198.77,0.0005304746093084974,94.91926087777823,S
2024,10.01.00022,Serviço de Terceiros ,117180.37,0.0005303913257312783,94.91979126910395,S
2023,10.01.00015,Material Consumo Odontologico,117134.99,0.0005301859230826804,94.92032145502704,S
2023,10.01.00016,SERVIÇO DE TERCEIROS,117132.79,0.000530175965263665,94.9208516309923,S
2023,10.01.00032,Outros benefícios pagos aos colaboradores,117129.13,0.0005301593990738486,94.92138179039138,N
2024,10.01.00008,Despesas Consultório,117113.24,0.0005300874764628699,94.92191187786784,N
2024,10.01.00034,Software,117111.8,0.0005300809586176961,94.92244195882645,N
2024,10.01.00016,Proteses Odontologicas,117102.2,0.0005300375063165383,94.92297199633278,N
2024,10.01.00020,Aluguel e condomínio do escritório/consultório,117098.23,0.0005300195369794971,94.92350201586976,S
2024,10.01.00026,Material de consumo,117082.5,0.0005299483385735374,94.92403196420833,S
2024,11.01.00022,Móveis e Utensílios - ND,117077.82,0.0005299271555767231,94.92456189136391,N
2024,10.01.00028,Férias c/ terço constitucional empregados,117073.28,0.0005299066062593005,94.92509179797017,N
2023,10.01.00022,Serviços Prestados,117060.45,0.0005298485340693157,94.92562164650424,N
2023,10.01.00020,Serviços de Prótese Dentária,117054.63,0.0005298221911117387,94.92615146869535,N
2023,10.01.00054,Pagamento de 13 Salário,117047.94,0.0005297919102893694,94.92668126060565,N
2024,10.01.00020,Previdência Social (INSS) dos empregados,117047.45,0.0005297896924114978,94.92721105029806,N
2024,10.01.00004,REPASSE TAXA FISCALIZACAO TJMG,117033.04,0.0005297244686969474,94.92774077476675,N
2024,10.01.00032,Locação de Moveis  e Equipamentos ,117000,0.0005295749203604629,94.92827034968711,N
2024,10.01.00013,"Remuneração Mão de Obra, com vínculo empregatício, INSS e FGTS",116992.33,0.0005295402037823503,94.9287998898909,N
2024,10.01.00017,FUNDPERJ,116991.27,0.0005295354059240974,94.92932942529681,N
2024,10.01.00016,FUNPERJ,116991.07,0.0005295345006678233,94.92985895979749,N
2023,10.01.00015,Materiais/produtos odontológicos ,116981.62,0.0005294917273088711,94.93038845152479,S
2024,10.01.00015,Compra produtos Harmonização,116962.55,0.0005294054111231337,94.93091785693592,S
2023,10.01.00015,Material de Uso Clinico,116955.98,0.0005293756734545288,94.93144723260937,S
2024,10.01.00015,Despesas de Custeio - COOPANEST,116942.05,0.0005293126223550364,94.93197654523173,N
2024,10.01.00008,Fopag - Vale Alimentação,116941.36,0.0005293094992208906,94.93250585473095,S
2023,10.01.00006,SERVIÇOS TERCEIRIZADOS PROTÉTICOS E OUTROS,116939.84,0.0005293026192732073,94.93303515735022,N
2024,10.01.00027,Locação de equipamentos,116939.04,0.0005292989982481108,94.93356445634846,N
2023,10.01.00004,Contribuições obrigatórias a entidades de classe - SINDICATO/FEDERAÇÃO,116926.65,0.000529242917621929,94.93409369926609,N
2023,10.01.00015,MATERIAL DE USO -ODONTOLOGICO E MEDICAMENTOS,116912.15,0.0005291772865420553,94.93462287655262,S
2023,10.01.00015,Material aplicado ,116911.43,0.0005291740276194685,94.93515205058024,S
2023,10.01.00017,Material Uso Consumo Consultorio,116907.1,0.0005291544288211339,94.93568120500906,S
2023,10.01.00017,Comissões pagas a terceiros,116900,0.0005291222922234025,94.93621032730128,S
2023,10.01.00012,Material de Consultório para execução do serviço,116857.13,0.0005289282505410448,94.93673925555183,S
2023,10.01.00015,MATERIAIS ODONTOLÓGICOS ,116849.67,0.0005288944844820202,94.9372681500363,S
2023,10.01.00024,Repasses Legais - Fundo do Registro Civil,116849.57,0.000528894031853883,94.93779704406816,N
2023,10.01.00017,DESPESAS JUDICIARIAS ,116848.44,0.0005288889171559344,94.93832593298532,N
2024,10.01.00016,Matérias odontológicos para consultório/pacientes,116846.4,0.0005288796835419382,94.93885481266886,N
2023,10.01.00015,Compra de produtos para prestação de serviço,116845,0.0005288733467480194,94.93938368601562,S
2023,10.02.00012,Salário,116844.01,0.0005288688657294624,94.93991255488135,N
2023,10.01.00015,Despesas com Material Odontológico ,116834.71,0.000528826771312716,94.94044138165266,S
2023,10.01.00043,Salários e Ordenados,116834.61,0.0005288263186845789,94.94097020797135,N
2023,10.01.00029,ISSQN DEPOSITADO EM JUIZO,116831.78,0.0005288135093083,94.94149902148065,N
2024,10.01.00010,ISSQN Municipal,116831.21,0.0005288109293279189,94.94202783240998,N
2023,10.01.00008,Material de Consumo - botox e preenchedores,116808.35,0.0005287074585357869,94.94255653986852,S
2023,10.01.00015,Material p/ Prestação de Serviço,116806.51,0.0005286991301780649,94.94308523899869,S
2023,10.01.00015,Materiais e insumos para procedimentos,116794.89,0.0005286465347885386,94.94361388553348,S
2023,10.01.00018,Adiantamento salarial,116791,0.0005286289275540069,94.94414251446103,N
2023,10.01.00020,Rateio despesas consultório,116790,0.0005286244012726363,94.9446711388623,N
2023,10.01.00016,Material Dental,116777.26,0.0005285667364479748,94.94519970559875,S
2024,10.01.00015,Servicos prestados PJ,116768.46,0.0005285269051719135,94.94572823250392,N
2024,10.01.00035,Locação de software,116764.44,0.0005285087095208037,94.94625674121345,N
2023,10.01.00017,Manutenção de Equipamentos,116763.68,0.000528505269546962,94.94678524648299,S
2024,10.01.00031,Anúncios / Publicidade e Propaganda,116754.49,0.0005284636730211662,94.94731371015601,N
2023,10.01.00015,Despesas gerais do consultorio,116753.71,0.0005284601425216972,94.94784217029853,N
2023,10.01.00015,Rateio de Despesa Consultório,116720,0.0005283075615766941,94.94837047786011,N
2024,10.01.00028,Despesas Alimentação Funcionários,116709.39,0.0005282595377313521,94.94889873739784,S
2024,10.01.00017,serviços prestados por terceiros ,116704.67,0.0005282381736832828,94.94942697557153,S
