0191_agricultura_inclusive_o_apoio_a_agricultura_e_a_pos_colheita,0192_pecuaria_inclusive_o_apoio_a_pecuaria,0280_producao_florestal_pesca_e_aquicultura,0580_extracao_de_carvao_mineral_e_de_minerais_nao_metalicos,0680_extracao_de_petroleo_e_gas_inclusive_as_atividades_de_apoio,0791_extracao_de_minerio_de_ferro_inclusive_beneficiamentos_e_a_aglomeracao,0792_extracao_de_minerais_metalicos_nao_ferrosos_inclusive_beneficiamentos,1091_abate_e_produtos_de_carne_inclusive_os_produtos_do_laticinio_e_da_pesca,1092_fabricacao_e_refino_de_acucar,1093_outros_produtos_alimentares,1100_fabricacao_de_bebidas,1200_fabricacao_de_produtos_do_fumo,1300_fabricacao_de_produtos_texteis,1400_confeccao_de_artefatos_do_vestuario_e_acessorios,1500_fabricacao_de_calcados_e_de_artefatos_de_couro,1600_fabricacao_de_produtos_da_madeira,1700_fabricacao_de_celulose_papel_e_produtos_de_papel,1800_impressao_e_reproducao_de_gravacoes,1991_refino_de_petroleo_e_coquerias,1992_fabricacao_de_biocombustiveis,2091_fabricacao_de_quimicos_organicos_e_inorganicos_resinas_e_elastomeros,2092_fabricacao_de_defensivos_desinfestantes_tintas_e_quimicos_diversos,2093_fabricacao_de_produtos_de_limpeza_cosmeticos_perfumaria_e_higiene_pessoal,2100_fabricacao_de_produtos_farmoquimicos_e_farmaceuticos,2200_fabricacao_de_produtos_de_borracha_e_de_material_plastico,2300_fabricacao_de_produtos_de_minerais_nao_metalicos,2491_producao_de_ferro_gusa_ferroligas_siderurgia_e_tubos_de_aco_sem_costura,2492_metalurgia_de_metais_nao_ferrosos_e_a_fundicao_de_metais,2500_fabricacao_de_produtos_de_metal_exceto_maquinas_e_equipamentos,2600_fabricacao_de_equipamentos_de_informatica_produtos_eletronicos_e_opticos,2700_fabricacao_de_maquinas_e_equipamentos_eletricos,2800_fabricacao_de_maquinas_e_equipamentos_mecanicos,2991_fabricacao_de_automoveis_caminhoes_e_onibus_exceto_pecas,2992_fabricacao_de_pecas_e_acessorios_para_veiculos_automotores,3000_fabricacao_de_outros_equipamentos_de_transporte_exceto_veiculos_automotores,3180_fabricacao_de_moveis_e_de_produtos_de_industrias_diversas,3300_manutencao_reparacao_e_instalacao_de_maquinas_e_equipamentos,3500_energia_eletrica_gas_natural_e_outras_utilidades,3680_agua_esgoto_e_gestao_de_residuos,4180_construcao,4500_comercio_e_reparacao_de_veiculos_automotores_e_motocicletas,4680_comercio_por_atacado_e_a_varejo_exceto_veiculos_automotores,4900_transporte_terrestre,5000_transporte_aquaviario,5100_transporte_aereo,5280_armazenamento_atividades_auxiliares_dos_transportes_e_correio,5500_alojamento,5600_alimentacao,5800_edicao_e_edicao_integrada_a_impressao,5980_atividades_de_televisao_radio_cinema_e_gravacao_edicao_de_som_e_imagem,6100_telecomunicacoes,6280_desenvolvimento_de_sistemas_e_outros_servicos_de_informacao,6480_intermediacao_financeira_seguros_e_previdencia_complementar,6800_atividades_imobiliarias,6980_atividades_juridicas_contabeis_consultoria_e_sedes_de_empresas,7180_servicos_de_arquitetura_engenharia_testes_analises_tecnicas_e_p_d,7380_outras_atividades_profissionais_cientificas_e_tecnicas,7700_alugueis_nao_imobiliarios_e_gestao_de_ativos_de_propriedade_intelectual,7880_outras_atividades_administrativas_e_servicos_complementares,8000_atividades_de_vigilancia_seguranca_e_investigacao,8400_administracao_publica_defesa_e_seguridade_social,8591_educacao_publica,8592_educacao_privada,8691_saude_publica,8692_saude_privada,9080_atividades_artisticas_criativas_e_de_espetaculos,9480_organizacoes_associativas_e_outros_servicos_pessoais,9700_servicos_domesticos,adm_publica,total_do_produto
573,951,58,322,37706,0,243,691,0,132,0,0,0,0,0,0,770,0,0,0,0,0,0,2,3018,2616,25835,467,67885,163,9565,32597,15756,25149,1980,4170,3380,483,338,35852,0,4743,78,0,0,17,0,0,0,0,0,119,0,0,0,37,0,746,0,0,263,56,0,14,0,0,0,0,333,276775
0,0,0,0,0,0,17,885,0,1528,0,0,0,0,0,0,790,746,0,0,84,544,0,25,285,373,5344,38774,7757,486,20464,3375,1753,7773,2015,7153,1103,29,267,6496,0,59,41,0,0,0,0,0,0,0,0,0,0,97,0,1,0,0,0,0,27,6,0,0,0,0,0,0,33,108297
0,0,0,0,0,0,192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,285,1139,0,0,2232,2428,0,3177,30,0,1841,0,0,379,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12598
1208,1625,145,151,4773,5457,761,8803,410,7331,11657,60,191,205,113,2130,471,38,1256,325,2001,2962,2642,429,478,589,6226,634,25665,2548,7129,17667,10827,6045,3563,3896,7969,4734,1461,48994,759,3873,209,2,0,17,328,4090,0,24,41,7,0,689,0,38,0,0,521,276,2182,149,0,293,0,0,169,0,2624,217236
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134,0,0,0,0,0,0,0,0,0,0,0,56279,2702,715,108,1582,27,198,2591,650,0,0,0,287,0,0,0,1547,0,0,0,0,0,3846,0,0,0,12,0,0,0,0,77,36,0,20,1,59,856,0,133,72727
1,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7217,0,57,0,1,51,0,431,59,44,0,11,484,0,0,0,153,1,0,0,788,18,12226,978,1,1225,1343,836,206,1391,121,709,1827,558,546,304,17,1712,0,3082,33656
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25232,26,0,302,0,54,62,7,0,0,19,0,64,2,0,16,97,0,0,0,229,532,0,557,0,294,273,11,0,4102,473,15,8,8,0,4,191,1067,0,23,33645
0,0,0,0,1009,0,0,105,0,0,0,0,0,0,0,0,0,610,0,0,0,0,0,0,0,0,0,0,0,5754,97,2049,321,1,69,151,882,15,8,1289,0,296,0,0,0,95,0,0,0,94,0,164,0,0,0,3415,30,0,0,0,232,243,0,1184,362,0,85,0,1659,18560
131,282,20,79,871,172,43,179,104,227,52,7,110,8,16,118,216,8,22,47,459,54,20,25,235,507,89,288,106,5249,29803,10539,2195,3577,750,832,7323,14145,802,26150,1068,2800,4074,66,0,260,71,45,7,175,2301,67,163,1204,1671,124,154,93,1961,2,232,122,0,31,9,148,1435,0,385,124143
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,1,0,2976,48,40,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1805,0,0,4903
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10042,0,0,0,0,2609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12651
0,0,0,202,1981,4574,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,4182,0,0,0,0,1869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,13528
29,75,14,129,16700,18182,1828,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,194,2,0,46,135,130,1163,52981,3051,66,902,0,22407,53,218,8758,757,1096,87,582,0,601,13,0,0,0,102,0,7,0,0,5,5,0,3835,0,181,20,0,481,0,6,0,0,682,135148
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2451,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,41,0,0,0,0,0,0,0,41,2795
0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,9801,69,0,0,0,0,0,0,364,0,1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11690
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109430,30769,50,0,0,0,0,0,47963,0,32805,0,0,0,0,0,0,0,0,0,0,0,0,60,0,568,0,0,2153,556,0,516,0,0,0,0,3225,224870
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23021,0,5238,0,0,0,319,0,2044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,2,0,1,0,0,213,0,385,31220
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015,6,4700,0,0,0,1,20,251,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,167,0,153,48,17,0,0,572,6733
15,5,25,0,147,171,12,30,20,42,15,0,19,3126,472,28,2,0,19,5,368,122,0,136,2,331,15,1,4,58,3,1235,568,58,10,2395,245,95,98,1321,43,920,269,316,1,415,10,13,2,97,2,281,394,340,632,916,996,1381,411,45,1588,2197,74,9888,33174,328,237,0,13673,66188
212,73,180,1499,4806,4167,1018,2093,1526,1108,708,24,243,375,218,1481,5608,1770,1931,1616,3362,1161,325,1042,970,4067,13940,3655,1163,87,629,2923,242,960,249,1218,1331,2310,2049,2691,1076,8026,861,1271,280,5321,10,480,623,210,598,2793,571,257,1465,326,427,1879,1957,390,1779,205,0,2022,1204,779,1057,0,4006,110897
12422,7799,735,1126,458,2824,510,2580,122,4806,1016,92,2080,270,316,1868,3773,163,65,708,9170,1089,282,429,3496,5811,4533,4521,1848,218,846,1041,713,1621,257,560,326,195238,5961,876,2465,33483,2527,98,50,2228,2525,2386,171,682,2980,1548,3332,1402,1997,477,539,300,11646,158,7596,2381,4232,2056,2573,1644,4565,0,12033,378610
9,1,1,47,117,729,90,270,101,583,786,1,113,40,39,542,780,8,737,226,1482,736,214,121,875,1634,7294,3336,282,29,88,152,153,490,117,123,33,167,1703,404,722,6836,548,16,9,1395,808,1397,38,106,71,301,874,609,1151,140,102,103,7842,47,13254,1779,442,2547,2912,183,3158,0,17580,72043
26,45,3,1,646,876,51,0,0,4,0,0,0,0,0,0,20,0,0,69,100,0,0,0,0,3,26,14,49,75,2,58,218,22,223,15,0,0,0,33155,561,829,24,5,1,425,255,0,5,215,2,1432,299,451,75,182,0,238,1946,0,4220,1404,475,2455,0,9,268,0,8079,51477
0,0,0,0,928,4344,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,55,0,0,0,0,0,0,0,0,0,0,6033,6757,0,0,341,0,0,507,0,0,0,0,731,0,0,0,0,0,0,0,0,0,12631,131,0,0,0,0,89,0,12762,32848
85,170,10,3,452,1240,190,0,3,1,0,0,30,0,0,0,22,19,43,0,0,2,0,0,0,34,27,2971,33,0,7,34,0,12,0,3,0,0,0,26134,16,49,18,0,0,1216,45,482,0,0,3398,0,758,1266,265,787,7,2,994,10,2373,349,0,2783,0,112,14,0,5505,46469
317,63,22,89,115,2811,127,13,3,22,39,0,4,0,3,0,0,0,0,10,0,14,0,62,316,510,5,82,1,546,33,4257,407,2,0,62,80,274,1157,515,1625,5049,8653,0,0,606,0,112,4,61,24,4,92,27,0,132,41,1252,82,225,1914,398,0,1535,728,55,50,0,3847,34630
5,2,0,50,93,218,64,10172,643,5876,228,274,760,875,923,686,2978,68,760,1032,1662,1538,104,1657,2122,1584,1974,617,1838,914,1306,4201,144,34,150,931,16,0,14,1,0,7332,0,0,0,0,0,0,358,547,2875,649,73,0,438,52,339,0,564,62,0,0,15,0,0,21,18,0,0,59857
10210,1433,1095,1290,5652,5675,837,18519,4967,19515,4261,224,1287,789,997,1260,6203,357,5052,2819,9976,3243,1932,4276,4159,3811,6832,1071,3549,1437,1803,2910,4146,2220,688,1990,114,4851,555,2028,1511,65271,64046,343,86,9202,28,1122,370,170,221,410,600,15,779,485,118,595,271,106,876,126,4,459,0,97,178,0,1461,301522
7,4,26,23,624,1313,183,129,66,191,17,0,2,174,7,1650,1,0,0,141,339,199,22,158,320,547,166,15,442,3,67,610,0,359,0,11,81,0,8,74,0,70,215,0,0,52,22,73,0,114,14,366,406,51,9,1079,78,36,263,45,2022,1542,1659,1288,0,14,2594,0,4852,19991
0,0,0,0,11079,0,27,3684,356,1102,2,1,16,24,10,612,4219,30,159,36,2283,28,78,3,96,293,802,28,75,62,84,703,277,161,185,1,19,0,0,6,2,2401,1572,3214,0,129,0,25,0,4,0,40,0,0,1,4,0,0,419,1,0,0,0,0,0,1,0,0,0,34354
2,0,4,2,2584,24,31,360,6,277,51,28,28,27,30,72,123,11,58,15,410,317,12,143,49,123,96,15,53,174,162,204,152,81,21,38,58,412,52,907,170,3496,200,129,9,683,51,46,12,112,134,883,1681,51,746,287,598,102,317,24,1071,209,1838,529,0,83,5573,0,1809,26246
4578,97,460,41,5478,7119,695,5312,4806,5412,3280,47,157,7,78,539,2563,170,1397,2702,2167,722,553,848,302,430,4898,245,1433,652,1276,446,3679,789,261,371,268,97,11,347,388,20458,13288,5377,6917,6587,2,40,17,52,112,37,119,1,89,116,318,50,193,59,1958,154,0,233,0,2,1378,0,2345,122678
1,0,1,26,54,0,31,162,170,258,35,10,113,156,122,60,318,60,71,72,103,633,22,166,118,167,39,16,144,259,114,105,184,185,77,231,24,487,24,463,611,6769,233,18,11,2391,77,295,49,51,520,299,4235,223,815,227,170,309,1023,61,2427,259,684,422,384,82,641,0,3108,28567
6,1,5,19,469,262,28,601,78,535,93,62,46,35,38,22,172,12,56,49,282,259,62,359,194,158,333,76,292,196,202,548,197,135,57,201,97,287,26,1600,565,5304,332,9,76,385,0,46,85,202,133,1199,1308,98,538,490,357,285,308,74,2590,255,575,594,0,208,8642,0,3439,32808
1,0,2,1,333,0,13,2,0,225,1,0,14,2,0,0,4,22,0,4,202,184,1,402,17,0,43,93,48,1,0,170,432,17,0,0,108,347,1,0,225,956,16,0,785,49,380,0,0,915,57,37,3482,94,2081,1,405,0,1971,5,12139,2191,374,7350,5144,56,13521,0,21680,54924
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,25,110,8,0,0,417,0,0,0,0,82,0,20,3,147,1,1712,67,451,214,5098,38,5,0,1959,4440,2567,97,186,0,219,0,6496,18235
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,9,6890,5106,1,2,0,0,0,33259,0,42,3,0,0,0,0,0,116,0,0,0,45432
8,4,9,36,924,263,37,986,342,1690,456,25,257,632,156,193,588,339,297,297,467,338,37,298,437,592,246,91,502,863,514,623,1278,1347,150,587,122,300,218,1164,1234,8575,1134,55,57,1168,255,752,102,322,20430,3056,7801,654,3226,484,4058,167,2425,353,5471,1234,1690,634,1222,277,1971,0,7339,86520
35,13,1,1,155,913,59,870,51,1654,121,76,67,67,17,34,465,2,83,4,907,467,36,729,287,174,354,53,227,296,577,383,1207,231,87,259,183,1635,746,675,740,16524,1699,1,1012,2863,101,160,653,1742,4138,26468,24696,548,4911,57,19295,732,1980,376,21486,2128,696,3315,0,266,2707,0,26929,153495
9350,3010,761,1091,5543,1742,639,6858,2461,7189,1915,348,1020,1073,789,776,2970,380,4418,1570,5452,1966,1018,1420,2371,2926,4573,1629,2101,2505,1773,3271,3462,1366,761,1267,788,9708,1644,9888,3291,36887,10667,860,1132,4074,738,2970,443,1041,9802,3958,126913,31812,5417,1691,1124,1935,6133,1031,71980,913,1776,650,6315,795,2738,0,73543,450878
11,9,10,39,624,127,40,1300,369,781,108,40,462,553,116,83,323,74,346,524,399,171,251,408,712,346,509,20,417,254,188,429,147,312,64,374,79,969,523,1482,5358,62430,1907,158,127,5367,1520,6744,237,644,2819,3931,6639,2842,7720,1339,2312,1652,5162,428,3242,783,7504,665,3953,5412,5129,0,4690,160017
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,13,44,634,9649,2898,257,7733,1425,11794,3931,854,495,426,269,514,3465,233,7973,1534,6931,5042,2362,4464,2884,3331,2206,922,1121,3557,1795,2917,3706,1526,601,740,1062,1026,2609,5512,9394,43272,3688,296,600,3794,311,1432,472,3331,3762,7241,20068,3484,25035,7256,966,1431,6417,2268,6031,169,3525,426,5050,1561,4842,0,6626,274615
0,0,0,2,0,314,0,117,18,45,93,25,0,17,23,20,43,1,0,0,115,30,66,244,39,39,34,137,12,41,153,168,232,140,27,25,1,61,10,21,0,210,0,0,0,0,0,0,2,0,58,163,6,0,0,880,0,37,7,0,0,0,1,0,9,0,0,0,0,3686
1453,47,0,92,2883,1615,253,2115,956,1885,342,214,109,242,138,151,1089,55,370,800,1873,1090,607,1487,1541,985,730,501,778,826,561,3393,2136,1072,164,424,314,2914,848,4132,125,2549,641,32,0,8873,6,0,0,0,3,747,689,22,0,4340,0,125,32,0,7142,2064,172,3220,0,0,0,0,12426,71967
28,689,161,79,1211,46,1,5061,669,6799,9378,528,177,692,1167,118,1236,96,483,424,316,1042,2241,3697,1138,624,505,37,1031,2285,1145,1079,5716,280,391,833,260,3844,421,2641,4673,37813,1536,125,256,3108,531,1306,1074,3096,4389,5710,16026,1492,7987,956,5544,2175,3297,391,5426,984,5001,1967,59,2579,3064,0,8377,179134
1066,150,183,367,17965,5930,414,661,1045,2131,648,113,77,169,101,331,1659,187,992,206,1229,959,146,337,1400,694,849,407,1180,872,376,1278,3043,1055,892,410,492,722,2751,3874,1121,15617,6272,2309,3058,3880,179,2038,956,1863,4896,7206,1594,454,1080,1453,625,2739,1719,549,5486,2196,3167,3183,1052,646,381,0,10865,133080
45,23,13,23,858,743,63,754,764,791,285,72,99,62,69,84,1049,35,406,1130,514,943,219,622,948,327,362,178,349,216,295,778,1165,282,118,252,79,890,512,1395,1070,13540,1612,5,415,3060,308,1581,88,855,1426,3232,4418,1203,2817,321,518,308,4704,124,8301,5959,2844,4045,2582,800,2921,0,18305,86869
3,1,23,1033,384,1683,346,681,465,1245,1469,276,164,286,313,30,114,5,50,74,361,259,261,716,97,1333,536,944,1015,1044,750,2859,469,229,26,181,420,2107,148,1239,1625,39834,1794,179,754,2018,849,1093,183,300,25186,11461,22111,671,3820,593,961,778,4327,606,20390,8393,3787,11908,2294,670,4924,0,40691,195148
1,0,2,10,149,196,25,540,248,415,152,183,38,36,38,104,751,16,180,4,473,232,40,293,273,573,103,93,250,142,113,356,496,334,80,62,206,269,670,616,766,6420,1970,43,176,4028,97,639,29,275,531,919,4253,201,923,17,330,155,899,58,8601,4068,1656,1935,0,165,2,0,14604,47918
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,1,79,582,50,3,0,38,0,0,1,0,0,0,89,0,20,0,28,57,0,0,2,0,381,147,119,1,0,42,179,2,0,0,12,127,1,2,38,1548,2034,187,11,521,1,0,0,0,67,0,3110,0,4068,292,1458,114,3626,257,402,559,0,840,0,0,717,0,1801,21819
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,6,0,27,48573,0,0,0,87,48660
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,0,0,2021,285,0,0,0,0,0,119,0,15,0,897,108,0,95,0,767,1516,0,1100,5839
174,43,23,56,804,796,75,373,194,317,193,28,66,133,57,160,262,43,241,156,225,80,65,158,262,254,181,88,337,108,132,327,280,211,57,155,0,0,0,0,22,183,75,4,6,1188,9,46,4,15,58,99,151,21,89,38,38,31,110,31,0,0,0,0,0,0,11,0,0,9343
0,0,8,0,109,0,3,0,0,2,0,0,18,0,0,0,0,16,0,0,0,0,0,0,0,2,30,3,47,255,68,38,1,0,0,4,4,614,0,187,87,4960,662,3,0,266,55,167,40,218,3869,2899,1716,137,593,66,210,212,2342,25,1009,127,815,504,900,23,228,0,1640,23542
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,24,0,0,0,0,629,2,0,0,820,0,11,0,3,46,0,1708,1911,0,495,0,1757,5770
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348051,141796,15212,18520,174814,111869,16523,435454,75667,435519,83915,15547,63466,51836,34396,41952,127062,14213,588162,84734,290927,118525,56532,53734,160394,100211,209604,91739,138051,126429,108153,183858,216145,113059,41613,68465,70840,298398,43404,429230,103913,598587,322829,20090,32676,85194,15307,166632,9631,29129,103332,107503,270799,58848,89956,34915,92519,25361,105540,10513,273272,64020,49718,120477,160147,19915,99032,0,457769,8867874
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05162105370464217,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"O consumo intermediário compreende as despesas correntes com a compra de bens e serviços, exclusive máquinas, equipamentos, construção e outros destinados à formação bruta de capital.",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"O SCN considera todas as construções da administração pública, inclusive as militares, como formação bruta de capital.",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"As despesas com a compra de serviços hospitalares pelo SUS não são tratadas como consumo intermediário, mas como consumo final mercantil das administrações públicas.",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fonte: nota 11,,,,,,,,,
