ncm,tipo_emitente,tipo_destinatario,cfop_receitabruta,cfop_compra,numero_indicador_mei,numero_indicador_simples,valor_produtos_servicos,tributos_nfe
01039200,PF,PF,True,False,-,-,388997731.72,17479657.18000001
01039200,PF,PJ,True,False,1,1,1993369.55,25156.74
01039200,PF,PJ,True,False,2,1,90532106.02,902585.16
01039200,PF,PJ,True,False,2,2,7266273115.69,99892475.08
01039200,PJ,PF,False,True,2,1,837164.9400000001,38.8
01039200,PJ,PF,False,True,2,2,158599322.19,2375964.56
01039200,PJ,PF,True,False,-,-,1803569.94,1925.28
01039200,PJ,PJ,True,False,1,1,53272.27,0
01039200,PJ,PJ,True,False,2,1,1939507.86,0
01039200,PJ,PJ,True,False,2,2,1057421511.46,58789.2
01041011,PF,PF,True,False,-,-,422465.05,0
01041011,PF,PJ,True,False,2,1,3498,0
01041011,PF,PJ,True,False,2,2,100,0
01041011,PJ,PJ,True,False,2,2,2000,0
01041019,PF,PF,True,False,-,-,3110700.75,3237.28
01041019,PF,PJ,True,False,2,1,742567,346.75
01041019,PF,PJ,True,False,2,2,9670197.92,12087.78
01041019,PJ,PF,False,True,2,2,422562.13,0
01041019,PJ,PJ,True,False,2,2,883107.34,0
01041090,PF,PF,True,False,-,-,14480272.93,20227.93
01041090,PF,PJ,True,False,2,1,203123.64,0
01041090,PF,PJ,True,False,2,2,7657896.46,157625.19
01041090,PJ,PF,False,True,2,2,440848.02,0
01041090,PJ,PF,True,False,-,-,17776,1418.12
01041090,PJ,PJ,True,False,2,1,20124.5,0
01041090,PJ,PJ,True,False,2,2,105217.8,0
01042010,PF,PF,True,False,-,-,66812,0
01042010,PF,PJ,True,False,2,2,83080,0
01042090,PF,PF,True,False,-,-,1023919.18,4026.07
01042090,PF,PJ,True,False,2,1,1373.35,0
01042090,PF,PJ,True,False,2,2,188425.96,20168.4
01042090,PJ,PJ,True,False,2,2,1000,0
01051000,PF,PJ,True,False,2,2,0,0
01051100,PF,PJ,True,False,2,1,0,0
01051100,PF,PJ,True,False,2,2,0,0
01051110,PF,PF,True,False,-,-,4768244.03,62553.6
01051110,PF,PJ,True,False,2,1,1218282.03,0
01051110,PF,PJ,True,False,2,2,25019292,90868.27000000002
01051110,PJ,PF,False,True,2,2,169501.22,0
01051110,PJ,PJ,True,False,2,1,13800,0
01051110,PJ,PJ,True,False,2,2,7249813.62,0
01051190,PF,PF,True,False,-,-,293511877.7500001,198654.94
01051190,PF,PJ,True,False,1,1,603278.25,0
01051190,PF,PJ,True,False,2,1,23477112.4,59903.30000000001
01051190,PF,PJ,True,False,2,2,514162925.56,942997.69
01051190,PJ,PF,False,True,2,2,13409413.59000001,0
01051190,PJ,PF,True,False,-,-,34504067.6,1361563.91
01051190,PJ,PJ,True,False,1,1,160668.5,4829.490000000001
01051190,PJ,PJ,True,False,2,1,3273958.2,100282.68
01051190,PJ,PJ,True,False,2,2,411394485.13,7314467.249999998
01051400,PF,PJ,True,False,2,2,37901.63,0
01051500,PF,PJ,True,False,1,1,15000,0
01051500,PF,PJ,True,False,2,1,960586.0799999998,0
01051500,PF,PJ,True,False,2,2,54743545.09999999,0
01059010,PF,PJ,True,False,2,2,0,0
01059400,PF,PF,True,False,-,-,381732481.04,22266377.71
01059400,PF,PJ,True,False,1,1,478282.6,23054.42
01059400,PF,PJ,True,False,2,1,53234378.39,806281.8999999999
01059400,PF,PJ,True,False,2,2,660802935.58,7747939.470000001
01059400,PJ,PF,False,True,2,2,1288511.63,2225.06
01059400,PJ,PF,True,False,-,-,4347.5,0
01059400,PJ,PJ,True,False,2,1,4202681.6,326120.5799999999
01059400,PJ,PJ,True,False,2,2,890377697.22,341585.26
01059900,PF,PF,True,False,-,-,483565322.39,23223719.6
01059900,PF,PJ,True,False,1,1,3348322.52,460602.98
01059900,PF,PJ,True,False,2,1,46111137.08,3688571.82
01059900,PF,PJ,True,False,2,2,400726813.47,7568449.869999998
01059900,PJ,PJ,True,False,2,1,706658.8300000001,0
01059900,PJ,PJ,True,False,2,2,441902986.0299999,448696.1200000001
01061100,PF,PF,True,False,-,-,500850,0
01061100,PF,PJ,True,False,2,2,845600,101472
01061200,PF,PJ,True,False,2,2,3997.6,0
01061300,PF,PF,True,False,-,-,13500,0
01061900,PF,PF,True,False,-,-,3367699.85,169.2
01061900,PF,PJ,True,False,2,1,5384320.810000001,0
01061900,PF,PJ,True,False,2,2,2744776.54,0
01061900,PJ,PF,False,True,2,2,6000,0
01063100,PF,PF,True,False,-,-,25717086.69000001,0
01063100,PF,PJ,True,False,1,1,40357.5,0
01063100,PF,PJ,True,False,2,1,1678388,2268
01063100,PF,PJ,True,False,2,2,5327148.26,0
01063200,PF,PJ,True,False,2,1,400,80
01063390,PF,PF,True,False,-,-,3639955.2,0
01063390,PF,PJ,True,False,2,2,12952837.85,343687.97
01063900,PF,PF,True,False,-,-,48062053.79,159415.2
01063900,PF,PJ,True,False,1,1,19646,0
01063900,PF,PJ,True,False,2,1,1558637.41,0
01063900,PF,PJ,True,False,2,2,15202201.96,158642.05
01063900,PJ,PJ,True,False,2,1,17392,0
01063900,PJ,PJ,True,False,2,2,32142.4,0
01064100,PF,PF,True,False,-,-,150500,0
01064900,PF,PF,True,False,-,-,33180,0
01069000,PF,PF,True,False,-,-,4719054.11,84091.6
01069000,PF,PJ,True,False,2,1,21390,0
01069000,PF,PJ,True,False,2,2,6731381.2,0
01209000,PF,PJ,True,False,2,1,0,0
01290000,PF,PJ,True,False,2,2,0,0
02011000,PF,PF,True,False,-,-,1860700.76,0
02011000,PF,PJ,True,False,2,1,206755,0
02011000,PF,PJ,True,False,2,2,12710225.65,0
02011000,PJ,PF,False,True,2,1,163498,0
02011000,PJ,PF,False,True,2,2,142040754.36,27459.7
02011000,PJ,PJ,True,False,2,2,210951,0
02012010,PF,PF,True,False,-,-,1188884.94,0
02012010,PF,PJ,True,False,2,1,121233,0
02012010,PF,PJ,True,False,2,2,17368429.56,577084.71
02012010,PJ,PF,False,True,2,1,4000,0
02012010,PJ,PF,False,True,2,2,9573516.55,28445.97
02012020,PF,PF,True,False,-,-,361833.45,0
02012020,PF,PJ,True,False,2,2,10671704.71,713.8700000000001
02012020,PJ,PF,False,True,2,2,7834897.89,0
02012090,PF,PF,True,False,-,-,41870580.36,116086.05
02012090,PF,PJ,True,False,2,1,271083.32,0
02012090,PF,PJ,True,False,2,2,37872549.33,30777.26
02012090,PJ,PF,False,True,2,2,36183200.4,5170.77
02012090,PJ,PF,True,False,-,-,25500,0
02012090,PJ,PJ,True,False,2,2,6350693.71,0
02013000,PF,PF,True,False,-,-,389175.5,0
02013000,PF,PJ,True,False,2,1,27878.64999999999,0
02013000,PF,PJ,True,False,2,2,1678889.5,0
02013000,PJ,PF,False,True,2,1,162818.11,0
02013000,PJ,PF,False,True,2,2,8247228.89,1511.61
02021000,PF,PF,True,False,-,-,667889.44,0
02021000,PF,PJ,True,False,1,1,148000,0
02021000,PF,PJ,True,False,2,1,591349.64,0
02021000,PF,PJ,True,False,2,2,1609903.62,33683.52
02021000,PJ,PF,False,True,2,2,2600693.42,92497.78
02022010,PF,PJ,True,False,2,2,2188685.1,21838.74000000001
02022010,PJ,PF,False,True,2,2,50000,0
02022020,PF,PF,True,False,-,-,106160,3140.96
02022020,PF,PJ,True,False,2,2,2603957.879999999,26032.07
02022090,PF,PF,True,False,-,-,2916836.93,0
02022090,PF,PJ,True,False,2,2,6797318.140000001,0
02022090,PJ,PF,False,True,2,2,1280293.41,0
02023000,PF,PF,True,False,-,-,1777333.23,0
02023000,PF,PJ,True,False,2,2,3784873.61,75295.37
02023000,PJ,PF,False,True,2,2,1884265.27,0
02031100,PF,PF,True,False,-,-,585475,0
02031100,PF,PJ,True,False,2,1,29344.46,144
02031100,PF,PJ,True,False,2,2,1027383.09,128959.39
02031100,PJ,PF,False,True,2,1,59242.5,0
02031100,PJ,PF,False,True,2,2,4489180.47,0
02031900,PF,PF,True,False,-,-,38522.4,0
02031900,PF,PJ,True,False,2,1,199499.62,0
02031900,PF,PJ,True,False,2,2,2673166.65,7713.43
02031900,PJ,PF,False,True,2,2,1184745.99,0
02032100,PJ,PF,False,True,2,1,16899.6,0
02032200,PJ,PF,False,True,2,1,601.89,0
02032900,PF,PJ,True,False,2,2,211639.09,0
02032900,PJ,PF,False,True,2,2,450,41.63
02041000,PJ,PF,False,True,2,2,135979.53,0
02042200,PF,PJ,True,False,2,2,2700,0
02042200,PJ,PF,False,True,2,2,5000,462.5
02043000,PF,PF,True,False,-,-,4800,576
02044200,PF,PF,True,False,-,-,4000,0
02044300,PJ,PF,False,True,2,2,7956,1670.76
02045000,PF,PF,True,False,-,-,9800,0
02045000,PF,PJ,True,False,2,2,1069923.39,196804.98
02050000,PF,PF,True,False,-,-,983250,0
02050000,PF,PJ,True,False,2,2,65000,0
02061000,PF,PJ,True,False,2,2,113564.66,1135.19
02061000,PJ,PF,False,True,2,1,108720,0
02061000,PJ,PF,False,True,2,2,196917.99,3305.46
02062100,PF,PJ,True,False,2,2,162070.54,0
02062200,PF,PF,True,False,-,-,485040,0
02062200,PF,PJ,True,False,2,2,146817.3,0
02062200,PJ,PF,False,True,2,2,637.5,0
02062990,PF,PJ,True,False,2,2,1093915.7,0
02062990,PJ,PF,False,True,2,2,60326.37,0
02063000,PF,PF,True,False,-,-,136391.35,0
02063000,PF,PJ,True,False,2,1,1000,0
02063000,PF,PJ,True,False,2,2,30854951.38,11861.36
02063000,PJ,PF,False,True,2,2,96290.55,0
02071100,PF,PF,True,False,-,-,11821685.44,809.7099999999999
02071100,PF,PJ,True,False,1,1,7085,0
02071100,PF,PJ,True,False,2,1,227774.1,746.17
02071100,PF,PJ,True,False,2,2,11387242.66,84987.56000000001
02071220,PF,PF,True,False,-,-,1284902.04,112815.06
02071220,PF,PJ,True,False,2,1,503602.0899999999,46583.14000000001
02071220,PF,PJ,True,False,2,2,388586.6500000001,35944.26
02071300,PF,PF,True,False,-,-,87181.75000000001,0
02071300,PF,PJ,True,False,2,1,172831.5,0
02071300,PF,PJ,True,False,2,2,1705257.04,0
02071400,PF,PJ,True,False,2,2,196570.75,0
02071400,PJ,PF,False,True,2,2,158388.5,0
02071411,PF,PJ,True,False,2,2,7448.7,0
02071412,PF,PJ,True,False,2,2,456,0
02071421,PJ,PF,False,True,2,2,87100.5,0
02071423,PF,PJ,True,False,2,1,7600,0
02089000,PJ,PF,False,True,2,2,9097.6,0
02091011,PF,PJ,True,False,2,2,816,0
02091019,PF,PF,True,False,-,-,9093,0
02101900,PF,PJ,True,False,2,2,155756.4,0
02101900,PJ,PF,False,True,2,2,220053.34,0
02102000,PF,PF,True,False,-,-,14037696.17,71574.43
02102000,PF,PJ,True,False,2,1,79200,0
02102000,PF,PJ,True,False,2,2,14349230.31,110765.93
02102000,PJ,PF,False,True,1,1,17495,0
02102000,PJ,PF,False,True,2,1,262846.88,0
02102000,PJ,PF,False,True,2,2,7022809.3,0
02102000,PJ,PJ,True,False,2,2,1328241,0
02109911,PF,PJ,True,False,2,2,26417.09,0
02109990,PF,PF,True,False,-,-,147842,0
02109990,PF,PJ,True,False,2,2,631680.21,0
03011000,PF,PF,True,False,-,-,5250,0
03011000,PF,PJ,True,False,2,1,47723.16,0
03011110,PF,PJ,True,False,2,1,16993.2,0
03011110,PF,PJ,True,False,2,2,1208925.8,0
03011190,PF,PF,True,False,-,-,401538.1,0
03011190,PF,PJ,True,False,2,1,47000,0
03011190,PF,PJ,True,False,2,2,15000,720
03011190,PJ,PJ,True,False,2,1,14488.5,0
03019290,PF,PJ,True,False,2,2,107534,0
03019310,PF,PF,True,False,-,-,670099.95,0
03019310,PF,PJ,True,False,2,2,27600,0
03019911,PF,PF,True,False,-,-,2781488.67,3600
03019911,PF,PJ,True,False,1,1,1500,105
03019911,PF,PJ,True,False,2,1,1092055,31289
03019911,PF,PJ,True,False,2,2,42894144.11,296726.88
03019911,PJ,PF,False,True,2,1,25296.3,0
03019911,PJ,PF,False,True,2,2,2143672.73,113177.87
03019911,PJ,PF,True,False,-,-,1090634.5,1491
03019911,PJ,PJ,True,False,1,1,164000,0
03019911,PJ,PJ,True,False,2,1,1254125.9,0
03019911,PJ,PJ,True,False,2,2,12724349.37,28863.6
03019919,PF,PF,True,False,-,-,7520,0
03019919,PF,PJ,True,False,2,1,58641,0
03019990,PF,PF,True,False,-,-,2012432.94,9451.149999999998
03019990,PF,PJ,True,False,2,1,18050,0
03019990,PF,PJ,True,False,2,2,1866870.9,17546.45
03019991,PF,PF,True,False,-,-,10868879.4,703146.74
03019991,PF,PJ,True,False,1,1,52530,10710
03019991,PF,PJ,True,False,2,1,5052815.55,383258.7000000001
03019991,PF,PJ,True,False,2,2,25980560.47,1730487.38
03019991,PJ,PF,False,True,2,2,4167866.11,71500
03019991,PJ,PJ,True,False,2,2,1258057.39,0
03019999,PF,PF,True,False,-,-,1899574.61,229.8
03019999,PF,PJ,True,False,1,1,80912,0
03019999,PF,PJ,True,False,2,1,306253.4,0
03019999,PF,PJ,True,False,2,2,15946862.37,6462.389999999999
03019999,PJ,PF,False,True,2,2,117654.61,8235.83
03021100,PF,PJ,True,False,2,2,336734.24,0
03021900,PF,PJ,True,False,2,2,188960,0
03022300,PF,PJ,True,False,2,1,46874,832.08
03022300,PF,PJ,True,False,2,2,501785,36515.88
03022900,PF,PJ,True,False,2,1,3514,24
03022900,PF,PJ,True,False,2,2,2697515.55,448.8
03023100,PF,PJ,True,False,2,2,31175,52.92
03023200,PF,PJ,True,False,2,1,415720,0
03023200,PF,PJ,True,False,2,2,2844630.33,49054.44
03023300,PF,PJ,True,False,2,2,41393149.64000001,47666.15
03023300,PJ,PF,False,True,2,2,400,48
03023400,PF,PJ,True,False,2,2,189285.45,25.2
03023900,PF,PJ,True,False,2,1,3156,0
03023900,PF,PJ,True,False,2,2,7419962.3,0
03024210,PF,PJ,True,False,2,1,106220,0
03024210,PF,PJ,True,False,2,2,1026854,0
03024290,PF,PJ,True,False,2,1,15019,0
03024290,PF,PJ,True,False,2,2,3431823.36,1217.28
03024300,PF,PJ,True,False,2,1,603577.5,0
03024300,PF,PJ,True,False,2,2,58771355.94,64197.24
03024300,PJ,PF,False,True,2,1,5900,0
03024300,PJ,PF,False,True,2,2,5188821.100000001,517121.9899999999
03024400,PF,PJ,True,False,2,1,170414,0
03024400,PF,PJ,True,False,2,2,3275134.8,13192.8
03024400,PJ,PF,False,True,2,1,120,0
03024400,PJ,PF,False,True,2,2,172320,2520
03024500,PF,PJ,True,False,2,1,6400,0
03024500,PF,PJ,True,False,2,2,456858,0
03024500,PJ,PF,False,True,2,2,1400,168
03024600,PJ,PF,False,True,2,2,5619,0
03024700,PF,PF,True,False,-,-,28000,3360
03024700,PF,PJ,True,False,2,1,74102.3,6174.34
03024700,PF,PJ,True,False,2,2,5852306.75,17889.63
03024910,PF,PF,True,False,-,-,90090,0
03024990,PF,PJ,True,False,2,1,104662,0
03024990,PF,PJ,True,False,2,2,455068.2,249.6
03024990,PJ,PF,False,True,2,2,120,0
03025400,PF,PJ,True,False,2,1,224580,0
03025400,PF,PJ,True,False,2,2,2218528.8,28090.08
03025900,PF,PF,True,False,-,-,655.36,0
03025900,PF,PJ,True,False,1,1,972,116.64
03025900,PF,PJ,True,False,2,1,88339.2,5364
03025900,PF,PJ,True,False,2,2,4441611.72,71403.74
03025900,PJ,PF,False,True,2,2,26652,0
03026942,PF,PF,True,False,-,-,8940,0
03026942,PF,PJ,True,False,2,1,120870,412.8
03026942,PF,PJ,True,False,2,2,1880733.17,0
03026943,PF,PF,True,False,-,-,12320,0
03026943,PF,PJ,True,False,2,2,1250,0
03026953,PF,PF,True,False,-,-,4244,0
03026953,PF,PJ,True,False,2,2,1250,0
03026954,PF,PF,True,False,-,-,27298,0
03026954,PF,PJ,True,False,1,1,3540,0
03026954,PF,PJ,True,False,2,1,42100.5,0
03026954,PF,PJ,True,False,2,2,460950,0
03026955,PF,PF,True,False,-,-,86.5,0
03026990,PF,PF,True,False,-,-,360,0
03027100,PF,PF,True,False,-,-,10629677.46,4625.389999999999
03027100,PF,PJ,True,False,2,1,5364946.73,9345
03027100,PF,PJ,True,False,2,2,86358262.39999999,2556930.29
03027100,PJ,PF,False,True,2,2,6707066.959999999,438336.89
03027100,PJ,PJ,True,False,2,2,43808845.81,0
03027210,PF,PF,True,False,-,-,13750,0
03027210,PF,PJ,True,False,2,2,259938.2,0
03027210,PJ,PF,False,True,2,2,600,72
03027300,PF,PF,True,False,-,-,68.75,8.25
03027400,PF,PJ,True,False,2,1,1064,0
03027400,PF,PJ,True,False,2,2,3930,366.24
03027900,PF,PJ,True,False,2,1,550,0
03027900,PF,PJ,True,False,2,2,169093.5,374.4
03027900,PJ,PF,False,True,2,2,246606,0
03028100,PF,PJ,True,False,2,1,508023.5,423.15
03028100,PF,PJ,True,False,2,2,3345700.8,9221.33
03028200,PJ,PF,False,True,2,2,35000,0
03028400,PF,PJ,True,False,2,1,1350,42
03028400,PF,PJ,True,False,2,2,5119.5,69.12
03028400,PJ,PF,False,True,2,2,459,0
03028500,PF,PJ,True,False,2,1,4100,0
03028500,PF,PJ,True,False,2,2,2402,0
03028910,PF,PJ,True,False,2,2,149772,0
03028910,PJ,PF,False,True,2,2,4742703.3,3500.16
03028921,PJ,PF,False,True,2,2,70520,0
03028922,PF,PJ,True,False,2,2,37420,0
03028922,PJ,PF,False,True,2,1,90677.6,0
03028922,PJ,PF,False,True,2,2,370882.5,0
03028931,PF,PF,True,False,-,-,252000,0
03028931,PF,PJ,True,False,2,1,1100,0
03028931,PF,PJ,True,False,2,2,1448303,0
03028932,PF,PF,True,False,-,-,7517149.85,72671.91
03028932,PF,PJ,True,False,1,1,3000.16,0
03028932,PF,PJ,True,False,2,1,2858171.48,339200.21
03028932,PF,PJ,True,False,2,2,30282800.8,746506.6199999999
03028933,PF,PF,True,False,-,-,91390.5,0
03028933,PF,PJ,True,False,1,1,8964,0
03028933,PF,PJ,True,False,2,1,380895,0
03028933,PF,PJ,True,False,2,2,17160051.38,0
03028934,PF,PJ,True,False,2,2,457300.5,0
03028935,PF,PJ,True,False,2,2,111328.2,0
03028936,PF,PJ,True,False,2,1,11760,0
03028936,PF,PJ,True,False,2,2,878781.4,0
03028937,PF,PF,True,False,-,-,9332,0
03028937,PF,PJ,True,False,2,2,390661.69,0
03028938,PF,PF,True,False,-,-,144060,0
03028938,PF,PJ,True,False,1,1,19586,0
03028938,PF,PJ,True,False,2,1,326158.5,4202.64
03028938,PF,PJ,True,False,2,2,7305581.7,75231.48
03028938,PJ,PF,False,True,2,1,717910.45,0
03028938,PJ,PF,False,True,2,2,115987.18,36
03028942,PF,PJ,True,False,2,2,400593,0
03028943,PF,PF,True,False,-,-,3855,269.85
03028943,PF,PJ,True,False,2,1,266300,2939.96
03028943,PF,PJ,True,False,2,2,2445570.3,0
03028943,PJ,PJ,True,False,2,1,5012,0
03028944,PF,PF,True,False,-,-,21633464.81,4590
03028944,PF,PJ,True,False,1,1,30230,0
03028944,PF,PJ,True,False,2,1,5585181.109999999,0
03028944,PF,PJ,True,False,2,2,137443562.67,37261.5
03028944,PJ,PF,False,True,2,2,218142.6,0
03028945,PF,PF,True,False,-,-,24000,0
03028945,PF,PJ,True,False,2,2,4026897.58,10722.7
03028990,PF,PF,True,False,-,-,1773187.5,115.65
03028990,PF,PJ,True,False,1,1,11800,0
03028990,PF,PJ,True,False,2,1,1356977.3,6854.16
03028990,PF,PJ,True,False,2,2,53290428.32,126939.13
03028990,PJ,PF,False,True,2,2,2987597.6,576
03029190,PF,PF,True,False,-,-,7100,0
03029200,PF,PJ,True,False,2,1,2808,336.96
03029200,PF,PJ,True,False,2,2,14915,1044.05
03029900,PF,PF,True,False,-,-,31348.5,0
03029900,PF,PJ,True,False,2,1,53098,0
03029900,PF,PJ,True,False,2,2,2856190.06,75862.5
03029900,PJ,PF,False,True,2,2,132933,0
03031100,PF,PJ,True,False,2,1,2000,0
03031900,PF,PJ,True,False,2,2,529344.71,0
03032300,PF,PJ,True,False,2,2,37200,0
03033200,PJ,PF,True,False,-,-,387299.4,0
03033200,PJ,PJ,True,False,2,1,26300,0
03033200,PJ,PJ,True,False,2,2,108477.68,0
03033900,PF,PJ,True,False,2,1,4180,0
03033900,PF,PJ,True,False,2,2,208895.99,0
03034200,PF,PF,True,False,-,-,560,67.2
03034200,PF,PJ,True,False,2,2,579630.4,0
03035300,PF,PJ,True,False,2,2,179080,0
