ncm,valor_produtos_servicos,tributos_nfe
02109911,34762.95000000001,1335.76
02109919,307203.75,284.5700000000001
02109920,10579.3,0
02109930,398.98,1.95
02109940,1572.26,0
02109990,284824.08,904.35
02120700,0,0
02122000,0,0
02145962,0,0
02165444,0,0
02169010,0,0
02201100,0,0
02203000,0,0
02259265,0,0
02309909,0,0
02348987,0,0
02365986,0,0
02369875,0,0
02410213,0,0
02587744,0,0
02636859,0,0
02710193,0,0
02804400,0,0
02844852,0,0
02896402,0,0
02985023,0,0
02985309,0,0
03011000,37880.68,266.75
03011110,2172.08,274.33
03011190,2652832.47,40695.34
03011900,94254.87000000001,11154.46
03019110,2002796.76,0
03019190,106660.78,5119.01
03019210,90,0
03019290,32493.25,2.49
03019310,123300,0
03019390,41139.5,0
03019410,211.94,0.41
03019490,2025.2,0
03019510,725.25,0
03019590,732.6,0
03019911,18122479.63,1477966.47
03019912,358500,0
03019919,5138598.840000001,2868.14
03019990,874698.75,1766.4
03019991,9706294.43,351195.4
03019992,4994,0
03019999,6109791.24,79719.98000000001
03021100,207503.92,4207.48
03021300,122399.5,7992.209999999999
03021400,63387.25999999999,5716.200000000002
03021900,757595.9100000001,6150.170000000001
03022200,41.08,0
03022300,2188.48,53.78
03022400,34917.5,341.67
03022900,406764.49,5222.446
03023100,7807.63,912
03023200,10072.34,837.52
03023300,20975.9,552.11
03023400,898.97,96.47999999999999
03023500,78.4,12.9
03023600,284.67,0
03023900,101791.87,14500.8
03024000,27206.88,228.75
03024100,18,0
03024210,83.45,0
03024290,69272.74,239.38
03024300,63199.42,17.04
03024400,5610,0
03024500,2062.75,0
03024600,14,0
03024700,349202.69,41904.3
03024910,22451.41,117.02
03024990,1422685.98,36648.43
03025100,3850.49,87.19999999999999
03025200,614.79,104.52
03025300,56117.23999999998,0
03025400,1043.24,88.71
03025500,114.22,0
03025600,426.21,3.88
03025900,14447.21,10.34
03026942,2133379.18,10140
03026943,10000,0
03026945,8250,0
03026953,5087.99,0
03026954,13125.8,7.9
03026990,62257.96,0
03027100,3466289.43,9329.04
03027290,15488.17,130.63
03027300,3575.28,0
03027400,1280,217.6
03027900,4264.79,41.06
03028100,20018.46,27.88
03028200,143,0
03028400,435.87,0
03028910,478,17.44
03028922,1148.45,0
03028923,2120,0
03028924,335.18,0
03028931,57.65,0
03028932,214129.64,4871.66
03028933,865107.32,1469.49
03028934,5768.9,0
03028935,550.63,25.83
03028937,1486271.64,0
03028938,3845.81,133.1
03028941,4527.36,20.13
03028942,15626.76,1071.04
03028943,217711.12,296.71
03028944,5839563.310000001,10080.48
03028945,38707.96,110.23
03028990,1360940.46,9351.66
03029100,4376.8,0
03029110,402527.13,4401
03029190,62702.63,0
03029200,528.88,3.65
03029900,2060666.08,519.62
03031035,0,0
03031100,25953.94,173.45
03031200,592.5999999999999,51.98
03031300,14112.19,604.84
03031900,90172.21999999999,233.46
03032300,48568.66,6687.589999999998
03032410,205.42,0
03032490,1255.95,51.27
03032500,35,0
03032600,75,0
03032900,62534.75999999998,589.13
03033100,149,13.78
03033200,25859.14,0
03033300,571.3,108.94
03033400,199.74,8.44
03033900,43541.14,799.46
03034100,45.8,0
03034200,12909.3,0
03034300,56649.58,156113.27
03034400,915.59,0
03034500,150,0
03034600,2661.34,243.29
03034900,35135.83,146.53
03035100,39852.10000000001,0
03035200,750,0
03035300,209453.68,14249.77
03035400,324038.44,440116.76
03035500,4580,17190
03035700,199,0
03035910,8.99,0
03035990,179506.83,1592.54
03036219,1730,0
03036300,130407.55,19215.45
03036400,9200,0
03036500,6677.659999999998,1119.01
03036700,155.97,0
03036800,97.31,0
03036990,11081,14.54
03037500,54.5,7.690000000000001
03037952,4080.73,489.69
03037953,22400,0
03037990,13100,0
03038111,446.89,75.97
03038114,5219.57,386.05
03038119,189147.5,5928.889999999999
03038190,1754.92,283.52
03038200,239.78,0
03038311,345,0
03038312,206,0
03038319,4177.6,736.25
03038329,36258.11,25.71
03038400,570,0
03038910,89271.76000000001,1601.38
03038920,291244.92,0
03038933,13601.78,2800.14
03038943,560.78,28.2
03038945,55467.7,151.38
03038946,18.9,0
03038951,49379.73,69.93
03038952,1028669.08,3522.479999999999
03038953,152955.24,10854.28
03038954,57.86,0
03038955,1062.19,15.16
03038956,18301.43,160.71
03038961,22111.85,1124.73
03038962,1185.1,148.68
03038963,566614.88,6.48
03038964,759436.92,34501.88
03038965,17152.59,61.02
03038990,1010600.63,44008.90000000001
03039110,157.8,0
03039190,219275.4100000001,0
03039200,32.5,0
03039920,524.49,60.42
03039990,87684.62,816.55
03042090,1561.93,85.61
03042930,130.62,0
03043100,551491.97,74751.61
03043210,111.28,0
03043290,158730.71,7653.260000000001
03043300,83.6,16.76
03043900,120131.08,1149.9
03044100,35010.05000000001,3096.330000000001
03044200,1350,230.42
03044300,511.02,0
03044400,39360,6966
03044600,7806.650000000001,742.63
03044700,207.8,16.84
03044800,250,0
03044920,75.84,0
03044990,15700.7,706.3300000000002
03045100,62226.23,1725.89
03045200,831.3499999999999,8.76
03045300,41867.79,400.82
03045400,1271.61,0
03045600,80.4,0
03045900,5327.15,543.48
03046100,1119797.37,103290.59
03046210,398,0
03046290,162235.94,25336.28000000001
03046900,6625.59,56.76
03047100,2553.3,461.4200000000001
03047200,1954.400000000001,0
03047300,2704.77,172.37
03047400,72924.73000000001,9002.48
03047500,4660.61,612
03047900,698.49,92
03048100,146460.84,18177.79
03048200,611.28,45.77
03048300,124075.47,523.75
03048600,394.8,0
03048700,858.98,10.62
03048890,22757.91999999999,92.95999999999998
03048990,211507.4300000001,12680.44
03049100,874.5,0
03049211,209,0
03049212,227.3,0
03049219,1177.1,0
03049222,6682,1247.62
03049229,1167.62,116.8
03049300,27570.97,2309.35
03049400,6203.039999999998,468.0700000000001
03049500,9805.930000000002,1473.35
03049600,3760.2,809.9
03049700,3855.5,0
03049900,722691.5599999999,22088.5
03052000,1115.72,135.75
03052010,216.84,0
03052090,335828.64,2170.16
03053100,5985,0
03053210,3084.07,402.82
03053220,1587.66,421.12
03053230,29.9,0
03053290,503409.69,101.56
03053900,113778.1,645.67
03053990,18,0
03054100,9086.64,333.22
03054200,612,0
03054400,3747.89,435.9999999999999
03054910,1225.81,31.33
03054920,37.99,0
03054990,258.25,48.68
03055100,84895.16,9497.04
03055200,1148.96,0
03055310,2837.74,676.8199999999999
03055390,4331.040000000001,88.84
03055400,125.54,25.04
03055900,19463.13,103.12
03055905,0,0
03056200,63193.92999999999,5915.499999999999
03056300,197,0
03056400,160,0
03056910,3438.82,547.6
03056990,38581.18000000001,2138.78
03057100,705,0
03057200,6121.160000000002,0
03057900,10477.54,1777.52
03061110,92468.84,3.14
03061190,9908.3,368.43
03061200,486961.15,58170.78999999999
03061300,11671.8,1139.74
03061400,3116.71,628.63
03061610,4554.799999999999,872.35
03061690,23320.37999999999,4475.669999999999
03061710,137004.3,12815.56
03061790,287814.1,45011.7
03061910,2522.5,68.96
03061990,1735215.36,72659.61
03062100,4,0.68
03063100,938.16,0
03063300,12,0
03063600,293436.11,19308.14
03063910,4.99,0
03063990,26922.46,104.3
03069300,1180,0
03069500,210611.72,3584.56
03069910,3850,0
03069990,14563.64,710.7699999999999
03071100,1452.5,115.29
03071200,29.85,0
03071900,3755.2,0
03072100,48882.86,346.55
03072200,86699.7,2761.47
03072900,21452.78,320.03
03073100,113.8,18.87
03073200,4626.01,57.25
03073900,2751.19,594.9499999999999
03074200,6143,16.54
03074310,533854.5800000001,320779.28
03074320,1845.47,479.16
03074900,101273.28,344.66
03074919,45400,0
03075100,4916.23,32.46
03075200,89288.45999999999,36894.08
03075900,27942.88,218.43
03076000,39.28,0
03077100,126,20.74
03077200,109.95,0
03077900,862,0
03078100,1456.52,19.99
03078200,128.9,0
03078300,115.6,0
03079100,1558,0
03079200,554.4100000000001,0
03079900,3789.99,270.06
03081100,1335.11,0
03081900,81930.71,1533.73
03082100,31.8,0
03082900,21710,3.75
03089000,9037.68,0
03091000,50109.20999999996,11.67
03099000,121276.82,317.67
03105600,0,0
03201402,0,0
03214900,0,0
03216548,0,0
03230015,0,0
03232323,0,0
03303330,0,0
03380000,0,0
03402500,0,0
03402903,0,0
03409203,0,0
03433100,0,0
03506190,0,0
03654123,0,0
03808419,0,0
03917490,0,0
03923211,0,0
03923219,0,0
03923900,0,0
03926906,0,0
04006200,0,0
04009390,0,0
04011010,880476.6700000002,18272.93
04011090,374491.28,41492.5
04011210,0,0
04011400,0,0
04012010,10290925.11,344537.24
04012090,1036296.78,8090.080000000001
04013010,8019.46,0
04013020,0,0
04013021,592.4599999999999,10.22
04013029,367.9499999999999,0
04014010,316722.44,291.0500000000001
04014021,105823.96,9696.79
04014029,58330.73000000001,4787.02
04015010,5335003.279999997,4.18
04015021,2231047.589999998,282204.1800000001
04015029,795201.09,107514.99
04016699,0,0
04017000,0,0
04021010,29471.24999999999,1516.92
04021090,277330.05,10483.09
04022110,5482794.299999999,417449.46
04022120,99876.89000000001,5165.080000000001
04022130,121703.88,10586.56
04022910,109933.63,6899.799999999998
04022920,13764.38,1194.82
04022930,102469.79,7787.370000000001
04029100,19539.69999999999,973.12
04029900,3890186.479999996,459345.73
04029990,0,0
04031000,9766.08,413.0399999999999
04032000,1243289.149999999,47079.54
04039000,722974.7699999996,33920.22
04040013,0,0
04041000,18597504.01,2430037
04049000,5993850.6,1203435.19
04051000,1353999.129999998,36968.65
04051900,0,0
04052000,4009.119999999996,650.1500000000002
04059010,45298,725.88
04059090,14756.25999999999,970.8000000000001
04061000,0,0
04061010,9077569.830000004,395691.04
04061090,2203956.809999996,85778.18000000002
04062000,552705.13,29944.85999999999
04063000,223584.11,7786.979999999999
04064000,83388.04000000001,8211.699999999999
04069000,0,0
04069010,493070.1200000001,27041.94
04069011,0,0
04069020,673800.7300000001,38562.08
04069021,0,0
04069030,148287.76,5564.719999999999
04069090,497251.6300000001,26978.98
04070011,9243.080000000002,0
04070090,9288.35,5.04
04071100,209111084.1,8085506.08
04071900,642712.5499999999,3872.76
04072100,74842637.39,166498.99
04072900,7352102.63,87891.76000000001
04079000,8477158.34,101872.08
04081100,7210.809999999999,1070.98
04081900,27884.73,475.51
04089100,584116.38,5310.299999999999
04089900,1598625.31,41206.12999999998
04090000,484224.38,17797.97
04091010,0,0
04096010,0,0
04100000,9908.37,7.16
04101000,15241.31,1110.92
04109000,57694.43999999999,3293.74
04240618,0,0
04248121,0,0
04414000,0,0
04421230,0,0
04479990,0,0
04602000,0,0
04779099,0,0
05010000,15870.85,0
05021011,2333.68,30.5
05021019,7334.289999999999,210.52
05021090,4611.56,0
05029010,407.38,0
05029020,51.94,0
05032015,0,0
05032900,0,0
05040010,0,0
05040011,2603260921.119999,1308491.54
05040012,1171533.75,2247.48
05040013,73316.76999999999,5916.049999999999
05040019,4734.04,209.28
05040090,90369.48999999998,11379.46
05051000,209.62,0
05059000,583736.2,53319.34
05061000,29281.55,1611.39
05069000,3352683.23,18591.06
05070000,0,0
05079000,196031.31,7127.73
05080000,240261.37,2507.88
05100010,5586.98,0
05100090,2612254.79,243074.4599999998
05111000,231303661.07,723047.2200000002
05119110,2212.75,0
05119190,3032742.03,191149.29
05119910,71900233.28,234335.19
05119920,56774614.44,31861
05119930,2613.09,0
05119990,6,0.8300000000000001
05119991,4584.9,16.39
05119999,15402076.6,136818.05
05154145,0,0
05187481,0,0
05405060,0,0
05471230,0,0
05607509,0,0
06010001,0,0
06011000,1577789.95,2970.36
06012000,33496862.53,261292.79
06020989,0,0
06021000,5865135.160000004,23869.07
06022000,19385347.1,110337.16
06022200,0,0
06022902,0,0
06023000,2476053.79,361.14
06024000,20071.23,625.1999999999998
06028990,0,0
06029010,119394.92,52.48999999999999
06029020,0,0
06029021,55427244.96000001,46233.07
06029029,47516178.11,437912.09
06029069,0,0
06029081,138753807.56,1463878.69
06029082,3582920.92,46573.62
06029083,30548104.65000001,169527.17
06029089,94671887.18,888187.0700000001
06029090,89663689.93,852039
06031000,4141.96,0
06031100,491495.6799999999,9072.859999999999
06031200,24815.96,407.2599999999999
06031300,126536.29,3687.63
06031400,56997.99,649.1099999999999
06031500,26061.22,806.65
06031900,2042837.25,11239.23
06039000,1881228.14,12319.2
06040000,0,0
06041000,10,0
06042000,162176.58,2455.21
06049000,1560411.73,7468.139999999999
06049100,1368,0
06109100,0,0
06170000,0,0
06205900,0,0
06377024,0,0
06505901,0,0
06805000,0,0
06914900,0,0
06934090,0,0
07000000,0,0
07010000,0,0
07011000,78385198.89000002,1452200.42
07019000,132269017.85,677022.3500000002
07020000,24182307.66,117087.93
07021400,0,0
07024000,0,0
07031001,0,0
07031010,0,0
07031011,27982323.11,8341.27
07031019,16238288.98,591501.74
07031021,1905.82,0
07031029,78214.53,100.54
07032000,0,0
07032010,31390669.28,2837234.09
07032090,187675243,2999704.78
07033070,0,0
07039010,225279.23,9406.129999999997
07039090,5298112,51838.32
07040000,0,0
07041000,11231651.71,6153.759999999998
07041001,0,0
07042000,52559.82,0.28
07042100,0,0
07049000,9996150.31,19743
07049002,0,0
07049003,0,0
07050190,0,0
07051000,0,0
07051100,755880.9799999995,5763.15
07051900,4907198.599999996,10308.01
07052100,1362434.04,49327.01000000001
07052900,266829.35,251.33
07060000,0,0
07061000,57659878.28000002,39025.92
07069000,7510698.739999999,7684.25
07070000,4499726.239999999,4389.969999999999
07081000,131557.51,313.84
07082000,62922.75,1785.69
07082999,0,0
07089000,1686567.07,7380.85
07089001,0,0
07089493,0,0
07089990,0,0
07091000,503.03,0
07092000,19787.05,702.08
07093000,203046.87,1365.44
07094000,24947.92,27.07
07095100,10075.52,124.92
07095200,6478.370000000001,1.03
07095300,158.91,0
07095400,275.56,19.98
07095500,2317.78,0
07095600,8216,1294.38
07095900,2557371.67,689.17
07096000,3167862.689999999,12234.55
07096004,0,0
07096007,0,0
07097000,35673.47,54.04000000000001
07099000,6447.219999999999,0
07099011,95.64,0
07099090,10891.9,0
07099100,17180.85,51.89
07099200,30112.76,216.95
07099300,12704712.74,13421.44
07099600,0,0
07099909,0,0
07099911,16800863.32,346799.28
07099919,2471865.95,13589.95
07099990,4341855.989999998,24195.08
07101000,30322713.63000001,318592.33
07101220,0,0
07102100,45724.53,953.8900000000001
07102200,3395.829999999999,3.21
07102900,73945.81999999996,19.49
07103000,2565.4,32.62
07104000,3469067.78,84.22999999999999
07108000,626712.38,6543.369999999999
07109000,737585.2,1245.89
07112010,2216.1,153.36
07112020,1021.26,0
07112090,1696.52,122.62
07114000,149995.27,707.33
07115100,1702.690000000001,260.3899999999999
07115900,14877.63,1480.79
07119000,88481.50000000003,4359.450000000001
07121000,0,0
07122000,8360636.12,38307.72999999999
07123100,17391.28,267.8100000000001
07123200,408.32,19.03
07123300,207.99,0
07123400,3725.78,151.07
07123900,229251,1938.19
07129010,263477.4,16122.28
07129090,10655999.13,48068.05
07131010,2280332.14,33274.58
07131090,125479.31,1512.89
07132010,15581.94,2802.72
07132090,56842.01000000001,6360.970000000001
07133000,0,0
07133110,1528716.6,1998.86
07133119,0,0
07133190,2158182.45,85356.36
07133210,1112746.63,952.76
07133290,1882768.68,9606.35
07133300,0,0
07133311,26266525.22,548953.21
07133313,0,0
07133319,14733456.39,301064.52
07133320,0,0
07133321,35775624.23999999,634408.9400000001
07133329,3511873.64,53879.96000000001
07133390,0,0
07133391,130275527.27,2481677.94
07133392,0,0
07133399,83804109.31,3583854.39
07133410,1463.16,0
07133490,780.75,0
07133510,563764.05,5466.49
07133590,13917647.5,587547.68
07133910,5024523.310000001,14383.06
07133990,9882631.949999997,31456.83
07134010,17,2.04
07134090,152642.99,21165.3
07135010,378.75,0.42
07135090,137267.01,16252.94
07136010,470049.82,5577.790000000001
07136090,194689.11,5.08
07139010,71599.22,3073.71
07139090,3928692.57,151481.67
07141000,4806542.739999999,63889.10999999997
07141004,0,0
07142000,9793208.549999999,85360.69999999998
07142001,0,0
07143000,3101358.51,225.75
07144000,2436.16,0.29
07145000,18702.46,0
07149000,2252440.13,3607.93
07161000,0,0
07200000,0,0
07308900,0,0
07318000,0,0
07320000,0,0
07378199,0,0
07833399,0,0
07891103,0,0
07907000,0,0
08000000,0,0
08010900,0,0
08011100,1043797.12,152717.58
08011110,2664.37,117.62
08011190,905.26,57.75
08011200,20403.33,542.63
08011900,608468.5,10885.47
08012100,20979.94,2243.72
08012200,88753.20999999999,12442.46
08013100,9339.149999999996,615.9400000000002
08013200,194047.11,22397.6
08021100,2635.900000000001,221.33
08021200,32479.99000000001,4118.32
08021201,0,0
08022100,893.0899999999999,119.22
08022200,1399.81,109.84
08023100,55036.94,9648.53
08023200,76884.9,12479.85
08024100,7393.969999999999,701
08024200,1470.57,113.92
08025100,6284.269999999999,533.15
08025200,13096.42,552.92
08026100,1846.15,30.35999999999999
08026200,5721.3,250.03
08027000,224.03,0
08029000,3004.99,14.83
08029100,25563.38,2260.679999999999
08029200,2374.58,222.95
08029900,9167.57,644.4499999999998
08030000,40055.02999999998,8.98
08031000,5294470.049999999,79991.89000000004
08039000,6868854.8,79312.88000000002
08041010,45639.22000000001,466.9
08041020,46329.89,2616.569999999999
08042010,13670.46,1023.42
08042020,2644.96,188.21
08043000,5278834.47,2721.57
08043001,0,0
08044000,10439799.88,11728.92
08045010,126703.14,348.9700000000001
08045020,5247014.480000001,1381.42
08045030,17168.2,26.87
08051000,52991452.27999999,224723.21
08052000,4245.599999999999,0.73
08052019,0,0
08052100,3751840.04,1907.67
08052200,3678.63,83.49
08052900,1299262.31,28.16
08053000,1304.08,0
08053020,0,0
08054000,1818.17,0
08055000,6985755.779999999,3736.87
08059000,3497514.629999999,762.9499999999999
08060000,0,0
08061000,1389644.759999998,103255.72
08061010,0,0
08062000,281810.05,40039.52
08071000,0,0
08071100,11928037.33,9523.99
08071900,1533417.709999999,72890.69000000005
08072000,9801730.530000001,13643.77
08081000,3596956.349999999,238244.12
08082010,2344.34,0
08082020,2169.38,200.67
08083000,2669333.67,32797.97999999999
08083019,0,0
08084000,229925.6,23.78
08091000,24849.82,286.88
08092100,2688.88,71.58000000000001
08092900,18385.28,517.7900000000001
08093010,513674.24,26183.55
08093020,74484.33999999998,6174.360000000002
08094000,681661.2000000001,32725.09000000001
08099999,0,0
08101000,22511678.81,41315.17
08102000,9505.449999999995,296.1300000000001
08103000,13.21,0
08104000,64920.96,899.9600000000002
08105000,245441.9,7820.48
08107000,1050640.12,1320.51
08109000,7542.24,26.3
08109001,0,0
08109011,51586.08,7
08109012,7002.95,18.71
08109013,1202.93,49.97
08109014,139744.16,369.6899999999999
08109015,676318.71,1018.85
08109016,586878.4199999999,199.64
08109017,180349.65,22221.17
08109090,618277.86,1562.19
08111000,256188.31,924.9000000000002
08112000,8975.14,113.6
08119000,708579.2800000001,24823.37
08121000,7781.029999999999,205.6800000000001
08129000,52550.23000000001,616.1399999999999
08131000,63932.54000000001,9452.810000000005
08132010,50679.62,6947.809999999998
08132020,74358.16000000002,10936.81
08133000,53450.13,1173.839999999999
08134010,3929.140000000002,152.33
08134090,26611.45999999999,2495.159999999999
08135000,114878.66,10428.7
08140000,404906.65,401.5
08194686,0,0
08201400,0,0
08205590,0,0
08213000,0,0
08232010,0,0
08253285,0,0
08317280,0,0
08409912,0,0
08413302,0,0
08414801,0,0
08424812,0,0
08424821,0,0
08432900,0,0
08467119,0,0
08481801,0,0
08482090,0,0
08503090,0,0
08507109,0,0
08511900,0,0
08515010,0,0
08517624,0,0
08544900,0,0
08708000,0,0
08708800,0,0
08708990,0,0
08749200,0,0
08789200,0,0
08859630,0,0
08925613,0,0
08990000,0,0
08990021,0,0
08990040,0,0
08990055,0,0
08990099,0,0
08999000,0,0
08999200,0,0
08999900,0,0
08999990,0,0
08999999,0,0
09011110,43101755.25,53644.24
09011190,1254269.64,68198
09011200,124495.28,7603.2
09012000,0,0
09012100,31446522.25000001,976946.1599999998
09012200,314655.55,29908.51
09019000,1740681.76,102776.4
09021000,171655.83,15340.77
09022000,13926.64,1417.520000000001
09023000,30295.84,2057.63
09024000,2670.47,87.86000000000001
09030000,0,0
09030010,122633.87,9486.179999999998
09030090,1941328.059999998,158221.65
09041000,0,0
09041100,609473.22,23092.00000000001
09041200,384061.33,75019.85
09042000,518.0400000000001,0
09042100,224482.18,46200.26000000001
09042200,102805.96,21341.29
09051000,55247.60000000001,1938.29
09052000,3379.2,560.28
09061000,33.75,0
09061100,81821.63,17038.83
09061900,164660.24,3067.61
09062000,133750.99,24344.33
09070000,459.39,73.25
09071000,91682.29000000001,19647.89999999999
09072000,9841.349999999999,1699.26
09081000,12,1.71
09081100,12054.19,2651.64
