ncm,valor_produtos_servicos,tributos_nfe
22099000,0,0
22101000,0,0
22110000,0,0
22145444,0,0
22150502,0,0
22158100,0,0
22220130,0,0
22222222,0,0
22235020,0,0
22251000,0,0
22351214,0,0
22358211,0,0
22368455,0,0
22456566,0,0
22541882,0,0
22553304,0,0
22588577,0,0
22654411,0,0
22700061,0,0
23002589,0,0
23009010,0,0
23011000,0,0
23011010,242219209.3,18016123.17
23011090,140249318.2,13117654.78
23012010,2987640.25,267870.1900000001
23012090,59470.2,4300.53
23013000,0,0
23019010,0,0
23021000,527267290.6800001,37709909.34
23021021,0,0
23022001,0,0
23022010,1475,85.34
23022090,91836.4,13593.58
23023010,161596855.21,13922815.24
23023090,9396248.770000001,374427.05
23024000,121346144.2,9549542.83
23025000,121796015.55,5807056.74
23029010,0,0
23030000,0,0
23031000,6874157.050000001,389008.4399999999
23032000,73461774.86,6950222.899999999
23033000,95787418.61,4633536.210000001
23033030,0,0
23039010,0,0
23040010,1945456953.84,58850658.49000001
23040090,3893475825.490001,125890569.32
23040091,0,0
23050000,42579618.03,4148735.379999999
23061000,898100486.5400002,28342348.16
23062000,7808.900000000001,524.13
23063010,11521973.16,313301.1
23063090,29740215.72,797058.6199999999
23064100,6110535.549999999,5764.82
23064900,93633.94,6.380000000000001
23065000,104574.03,308.8699999999999
23066000,3949181.39,283711.22
23069010,38187679.71,1325837.55
23069090,1111863314.21,14097768.07
23070000,2724.1,4.27
23080000,277429364.54,26253937.44000001
23081020,0,0
23090185,0,0
23090909,0,0
23091000,14823518.48,896135.0900000001
23091010,0,0
23093030,0,0
23099002,0,0
23099003,0,0
23099005,0,0
23099006,0,0
23099010,4272155873.590001,215244327.44
23099020,282252906.78,19407857.233
23099030,6237826.62,45275.34
23099040,5735561.109999999,493029.85
23099050,10710706.55,141930.13
23099060,733613.5699999998,29362.37
23099090,4919419376.52,319083795.891
23099100,0,0
23099290,0,0
23100000,0,0
23114455,0,0
23182900,0,0
23232323,0,0
23232333,0,0
23300000,0,0
23399030,0,0
23569810,0,0
23569846,0,0
23569874,0,0
23609901,0,0
23620120,0,0
23652145,0,0
23655456,0,0
23656556,0,0
23851935,0,0
23900910,0,0
23909010,0,0
24011000,0,0
24011010,728.3700000000001,7.48
24011020,18972.08000000001,1731.96
24011030,266.84,0
24011040,216,0
24011090,10324.93,28.37
24012010,103.22,0
24012020,24.76,0
24012030,180.5,100
24012090,111.38,20.9
24013000,496,0
24021000,222584.04,661.05
24022000,4419319.78,159062.22
24029000,8671.02,44.58
24031000,244,0
24031100,22201.68,1288.34
24031900,281527.48,12158.37
24039100,39983.56,2042.88
24039910,3651.260000000001,247
24039990,9851.470000000001,94.09
24041100,17101.5,239.84
24041200,93467.49,158.55
24048682,0,0
24049100,5760.649999999996,210.5300000000001
24049200,1629.42,207.91
24049900,1345.69,150.97
24089476,0,0
24101932,0,0
24102424,0,0
24150000,0,0
24212990,0,0
24252990,0,0
24420000,0,0
24452564,0,0
24897143,0,0
25000400,0,0
25005100,0,0
25010000,0,0
25010011,42286464.47000001,2928771.88
25010019,12528285.01,1532262.33
25010020,8052136.810000001,827230.97
25010079,0,0
25010090,37051853.3,3119865.92
25011000,0,0
25012000,0,0
25020000,68938.04,141.56
25021000,0,0
25030010,6677467.310000001,348450.48
25030080,0,0
25030090,393262177.27,9125079.899999997
25039090,0,0
25041000,50990478.34,9123431.619999997
25049000,250869.26,30859.06
25050000,0,0
25051000,69197821.8,2065729.249999999
25051390,0,0
25054000,0,0
25059000,108376881.32,5235940.349999999
25059001,0,0
25059002,0,0
25059003,0,0
25059099,0,0
25059900,0,0
25061000,1381998.2,16990.11
25061200,0,0
25062000,4415853.4,133982.07
25069190,0,0
25070000,0,0
25070010,21384713.59,3196800.91
25070090,4156332.13,375701.4699999999
25081000,8680012.459999999,745019.68
25083000,406995.48,51590.7
25084010,28414.72,746.6600000000001
25084090,430112.6099999999,28944.54
25086000,4021,37.27
25087000,176278.32,10004.493
25089000,0,0
25090000,133152.12,7578.780000000001
25090090,0,0
25099000,0,0
25101010,45865701.54,1151907.45
25101090,35694762.98,817194.2000000002
25101249,0,0
25102010,108473837.19,2876343.66
25102090,58636108.04,2098352.6
25106137,0,0
25111000,5474.639999999999,169.89
25120000,79367056.38000001,3230757.779999999
25123648,0,0
25130000,0,0
25131000,241212.83,18705.80999999999
25131100,750,0
25132000,34032.62,2599.71
25132500,0,0
25140000,2178579.78,45983.98000000001
25141000,0,0
25144444,0,0
25146985,0,0
25151100,513289.1,4829.550000000001
25151210,3111403.6,78013.58
25151220,4724247.83,335025.86
25152000,2399501.78,78093.97
25161100,2395359.41,90027.25000000003
25161200,7340065.759999999,190718.89
25162000,799532.0400000002,18398.05
25169000,6784480.609999999,401092.1699999999
25171000,340723265.59,22729588.3613
25171002,0,0
25171004,0,0
25171090,0,0
25171099,0,0
25172000,500030.21,19813.42
25173000,460.57,0
25174100,368014.02,1224.93
25174900,276435931.54,4243935.989999999
25181000,2647524041.6,17627287.17000001
25182000,486543649.15,4910354.220000001
25183000,3707,454.2900000000001
25191000,82258627.58,43054.67000000001
25199010,2570.16,33.99
25199090,21568513.37,689658.49
25201011,5350905.840000002,191482.77
25201019,69058435.24999999,1947060.48
25201020,58,7.16
25202000,0,0
25202010,419315.75,77525.69
25202090,692365151.8199998,9476512.919999998
25210000,1141797350.11,9641682.3
25221000,58390338.77,2625779.29
25222000,15627328.42,1236912.29
25223000,17311412.36,1124696.88
25231000,484736.3400000001,4229.209999999999
25232100,1658560.62,55151.62
25232901,0,0
25232910,542535842.2199999,37637528.52990001
25232911,0,0
25232990,31921617.46,1445283.1
25233000,142890.49,1764.08
25233910,0,0
25236788,0,0
25239000,45862.12,1612.4
25239010,0,0
25239100,0,0
25241000,2522.8,0
25249000,739.1999999999999,13.6
25251000,159.99,0
25252000,283884.1299999999,44043.67999999998
25253000,329557.1,95.36000000000001
25261000,16959.89,470.84
25262000,2099794.34,246119.51
25280000,108805425.21,4107167.77
25291000,55363.55,4800.97
25292100,358.61,60.69
25292200,1608.54,0
25301010,657.57,0
25301090,3096416.120000001,100509.28
25302000,885963.62,15049.01
25309010,21627.6,0
25309020,1302387.17,74807.81000000003
25309030,6433.7,153.64
25309040,61202.66,647.5899999999999
25309090,186116783.28,1418874.59
25320101,0,0
25325200,0,0
25410200,0,0
25412005,0,0
25412010,0,0
25416631,0,0
25544125,0,0
25548985,0,0
25595959,0,0
25600045,0,0
25619842,0,0
25632010,0,0
25632563,0,0
25698741,0,0
25698744,0,0
25700210,0,0
25808025,0,0
25845669,0,0
25865410,0,0
25870000,0,0
25912090,0,0
25934000,0,0
25990314,0,0
26011100,153965.88,1888.43
26011210,446927.5,150.6
26011290,1086395.02,38241.51
26012000,589.7,0
26020010,164058.7,62.91
26020090,3098,170.86
26030010,593339.8,54874.01999999999
26030090,2402.61,0
26040000,376.63,0
26050000,43662,0
26060011,39477.5,0
26060012,27551.4,4458.150000000001
26060090,8636.05,88.86000000000001
26070000,970.5799999999999,111.23
26080010,22.5,0.39
26080090,5515271.81,687242.4900000001
26082000,0,0
26090000,190,0
26100090,876.37,9.82
26121000,460.45,0
26131090,21.48,0
26140090,782.75,0
26151020,67103.53,0
26161000,178.9,0
26169000,2035,0
26171000,56879.9,335.05
26179000,116409.86,7194.43
26180000,133248.26,6501.359999999999
26190000,62193.54,4382.23
26201100,1117437.29,86256.13999999998
26201900,8424.69,45.01
26202100,970.02,4.1
26202900,1026,0
26203000,276.09,26.84
26204000,1107199.29,233.51
26209100,40,2.92
26209990,445611.7,90472.93000000001
26211000,18.5,0
26219010,224781.48,26121.58
26219090,1399171.96,102884.14
26289011,0,0
26323122,0,0
27000000,0,0
27001992,0,0
27010193,0,0
27011100,28373.96,4095.16
27011200,3606.13,541.8
27011249,0,0
27011900,576,20.23
27011932,0,0
27012000,67346.32,183.25
27021000,2235212.23,54154.21999999999
27030000,11390925.68,901145.8400000001
27032310,0,0
27040011,10,0
27040012,12743,1298.17
27040090,6232.440000000001,9.93
27050000,179979.19,6788.17
27052221,0,0
27060000,338051.26,39421.52
27071000,16008.37,1046.25
27072000,37347.55,6079
27073000,3102.36,579.57
27074000,224.34,42.51000000000001
27075000,147289,3424.51
27075010,56727.39,4345.63
27075090,1067426.11,142475.37
27079100,28234.34,0
27079900,319.76,67.97
27079910,178.91,0
27079990,713729.2200000002,121648.55
27081000,7879.940000000001,821.7400000000001
27082000,166.6,30.29
27090000,0,0
27090010,371018.36,15277.26
27090090,35884.87,2028.77
27100000,0,0
27100002,0,0
27100011,21.66,4.470000000000001
27100029,264.5,27.97
27100031,91.80000000000001,10.92
27100032,0,0
27100039,1209.98,0
27100041,1730,0
27100042,152,3.74
27100049,8134.67,1635.83
27100060,0,0
27100061,20389.48,1240.05
27100062,83523.06000000001,86.97
27100092,949.72,6.290000000000001
27100093,17222,2000.6
27100099,49006.36,72.7
27100132,0,0
27100193,0,0
27100932,0,0
27101093,0,0
27101110,82.25,7.09
27101129,351.8,37.79
27101130,3704.9,194.08
27101149,4846.05,0.56
27101151,17,0
27101159,483219.4199999999,2247.39
27101190,915.3999999999999,88.81
27101193,0,0
27101210,90637.82,892.4100000000001
27101221,13521.33,748.43
27101229,1743627.13,351466.7799999999
27101230,3063118.15,434361.5600000001
27101241,42889.19000000001,52.7
27101249,930374.7999999999,118457.69
27101260,49576.98,4865.12
27101280,0,0
27101290,389683.9,43577.54
27101492,0,0
27101900,0,0
27101910,0,0
27101912,0,0
27101918,0,0
27101919,2071447.49,129186.83
27101920,0,0
27101923,0,0
27101929,5285311.710000001,46349.52999999999
27101930,0,0
27101931,16374062.61,892618.73
27101932,1753306431.799999,142210214.4950001
27101934,0,0
27101982,0,0
27101989,0,0
27101990,0,0
27101991,1222052.24,115220.75
27101992,14349117.5,1377261.96
27101993,660151.8099999999,13742.42
27101994,6306.74,0
27101999,38496309.8,2244337.18
27102000,3755894.720000001,225925.22
27102090,0,0
27102359,0,0
27103219,0,0
27103932,0,0
27109100,98081.49,7070.589999999998
27109320,0,0
27109900,1245403.01,62521.27
27111210,12364.16,149.82
27111290,9590.41,154.83
27111300,302665.23,22590.24
27111400,3586.8,150.34
27111921,0,0
27111990,465803.94,2290.29
27112910,31621.9,882.4300000000001
27119320,0,0
27121000,282308.53,23609.03
27122000,17213.81,2759.35
27129000,572790.23,57562.12999999999
27131100,26119.99,0
27131200,382.32,0
27132000,4074846.9,810832.39
27139000,17455.27,181.47
27141000,380871.0499999999,54725.59
27149000,761685.69,108292.38
27150000,28713788.06000001,3584110.709999999
27155000,0,0
27160000,10428615.34,1566669.49
27171002,0,0
27182199,0,0
27193232,0,0
27951352,0,0
28011000,962861.1999999998,63988.9
28012010,29170.32,180
28012090,496751.32,42029.4
28012100,0,0
28013000,1023.01,1.24
28020000,561660.07,11182.69
28030011,81942.6,48.29
28030019,4518.52,273.21
28030090,32805.64,1593.97
28035394,0,0
28036000,0,0
28041000,1193235.92,28052.81
28042100,3828331.879999999,314957.27
28042900,0,0
28042910,11470.4,1099.15
28042990,3807306.12,298543.8300000001
28043000,12603520.27,282162.5100000001
28044000,6712361.48,514279.5
28045000,11538.92,154.33
28046100,3601.93,659.75
28046900,221366.62,32701.7
28047010,49.7,12.2
28047020,7.6,0.17
28047030,438.7,43.09
28048000,11015.15,742.52
28049000,4259.68,67.78
28051100,180679.45,477.36
28051200,32483.05,1631.79
28051920,1598,271.65
28051990,67786.66,1100.62
28053010,19868.73,117.99
28053090,32146.61,14.35
28054000,1700,297.5
28061000,0,0
28061010,42218.55999999999,3874.25
28061020,433766.4400000001,42919.32
28062000,9427.14,1295.07
28070010,294969.69,8832.449999999999
28080010,481761.08,48736.42
28080020,10150.19,140.88
28081000,0,0
28089000,0,0
28089011,0,0
28091000,1341.38,0
28092011,416713.9,24064.91
28092019,3428610.5,246051.24
28092020,95578.8,1630.07
28092030,18446.87,152.24
28092090,15965.9,96.86
28094384,0,0
28100010,16441426.52,925128.28
28100090,2219894.82,94624.3
28110110,0,0
28111100,177449.44,3205.780000000001
28111200,853.5,0
28111910,83624.66,4526.49
28111920,15977,152.96
28111930,1189,13
28111940,42509.46,5843.110000000001
28111990,396015.05,47328.38
28112100,576998.0499999999,58434.51999999999
28112140,0,0
28112210,733273.53,37729.37
28112220,9696.41,1742.59
28112230,45515.89,3833.3
28112290,364130.2499999999,2449.46
28112910,216,0
28112990,233461.1,31957.28
28121021,66,20
28121100,94,17.71
28121300,4.5,0
28121500,701.1,0
28121600,51,0
28121911,40,7.6
28121919,3584.06,34.58
28122010,0,0
28129000,7189,0
28131000,30,15
28139090,2100.7,79.08
28139190,0,0
28141000,368858.39,21424.6
28142000,19478.73,124.53
28151100,1964465.969999999,326747.3500000002
28151200,3323979.8,354108.1200000001
28152000,1073606.44,51567.85000000001
28153000,8946.460000000001,178.35
28161010,81686,6886.11
28161020,3300,0
28164090,16,3.62
28170010,12916768.8,1508866.39
28181010,4466.67,0
28181090,1214380.09,938.1800000000001
28182010,3275.25,25.02
28182090,9772.130000000001,424.91
28183000,1377.99,125.88
28190000,0,0
28191000,1706.98,0
28209010,2332854.28,154610.21
28210111,0,0
28211011,328875.52,21487.36
28211019,3365.360000000001,36.09
28211020,3240,0
28211030,54083.68999999999,2772.92
28211090,79,45
28212000,12.5,0
28219090,0,0
28220010,16152.6,1254.27
28220090,1002,14
28230010,150,0
28230090,11052.6,0
28241000,25270.25,270.04
28249010,37302.89999999999,2445.37
28249090,4908,352.89
28251010,425,14.2
28251020,182.3,0
28252020,30,0
28253090,2969.48,0
28254090,90,0
28255090,122889.5,126.5
28256010,1449,0
28257090,157615,26736.76
28259010,450,0
28259090,20497.72,3991.35
28261200,14422.51,0
28261920,300,0
28261990,1165.05,117.26
28263000,2140.48,85.56
28269010,149,0
28269020,1251.8,46.31
28269090,1599,0
28271000,229988.36,34470.71999999999
28272010,166391.11,17793.58
28272090,4200406.739999999,248415.28
28273110,82688.07,7649.45
28273190,14793862.15,1525766.36
28273200,1508008.4,266361.1
28273300,10,0
28273500,135140,16200
28273910,341968.7600000001,44541.01
28273950,107.5,3.82
28273970,6,0
28273995,1588943.49,42751.73
28273996,271928.52,10156.16
28273997,547.98,44.21
28273998,931976.24,81234.13
28273999,1715445.86,71255.95000000001
28274919,114936.06,8377.419999999998
28274921,1111816.25,152796.04
28274929,269.09,68.67
28275100,9953.25,1359.31
28275900,44065.94,233.1
28276011,595.8000000000001,0
28276012,113908.59,20868.91
28276019,35200,2104.88
28276021,3550,0
28276029,109850,0
28281000,538127.5,69649.27
28283011,0,0
28289001,0,0
28289011,12166983.23,1372582.71
28289019,638689.84,50829.88
28289020,1984981.06,210903.4500000001
28289090,39987.02,5880.209999999999
28289110,0,0
28291100,3634.48,474.1900000000001
28291910,155.78,25.42
28291990,2124.2,11.05
28299011,29.52,4.26
28299012,2.99,0
28299019,285.15,0
28299022,132,0
28299031,70576.84,7339.169999999999
28299032,483213.51,48487.04
28299039,511,0
28299050,12,0
28301010,23.97,0
28309011,178005.18,29819.98
28309013,14146.22,0
28309014,22.9,0
28309016,2338.8,0
28309019,7177.52,7.72
28309020,216995,23736.41
28311011,1455.78,7.5
28311019,191.99,39.38
28311029,4688.91,949.5400000000001
28321010,360373.74,22555.52
28321090,555867.71,4863.67
28322000,22693.75,1039.36
28323010,1111355.73,54469.70999999999
28323020,29320.05,5013.4
28323090,340382.89,4414.279999999999
28331110,190596,6457.05
28331190,1776.27,11.42
28331900,1528235.03,107404.27
28332100,20731932.95,1257015.86
28332200,1063613.04,126685.25
28332400,2111438.49,200668.58
28332510,372655.8199999999,27751.07
28332520,18680716.85,1680018.22
28332600,49321.43,5469.62
28332710,3600,172.8
28332790,157210.62,4569.55
28332940,295908.5,25716.53
28332950,413,44.88
28332960,12740,0
28332970,8625517,549441.74
28332990,33357713.47000001,2620938.910000001
28333000,8018.140000000001,588.3
28334010,3271.84,433.87
28334020,1304.94,204.9
28334090,50567.07,119.2
28341010,136659.81,4517.31
28341090,116122.74,3916.42
28342110,20,0
28342190,353387.09,9858.75
28342910,3647.89,112.28
28342930,7224.33,1064.48
28342990,9550158.36,800078.83
28351011,8861.8,907.7
28351019,10337.46,0
28351021,46.1,0
28351029,2189125.49,162139.42
28352200,24975.33,139.7
28352400,309062.92,21958
28352500,86303269.2,9250001.280000001
28352600,14302575.92,915548.85
28352910,61744.77,1.67
28352920,185,0
28352930,1255619.29,4110.83
28352960,1558,4.21
28352980,3213,112.18
28352990,1967435.9,76665.68
28353110,220640.07,13229.47
28353190,7272.22,719.53
28353910,61532.93,8015.329999999998
28353930,3613.57,681.1200000000001
28353943,0,0
28353990,60352.84,5149.04
28359485,0,0
28360010,0,0
28361000,14.95,0
28362010,801891.1599999999,68409.81
28362020,0,0
28362090,20657.74,1375.28
28363000,33648205.91,3506926.14
28364000,2284143.19,257673.5
28365000,25042877.79,1336189.39
28366090,3203.8,0
28369200,19622.8,605.2
28369911,216.5,0
28369912,430,430
28369913,9949.62,2053.34
28369919,337779.72,12717.2
28369920,14236.47,1437.69
28371912,3398,0
28371915,5580,0
28371919,64053,0
28372011,18873.18,70
28372012,37799.8,0
28372019,11223.35,0
28372021,16,8
28372022,3945.36,61.27000000000001
28372023,919,0
28372029,1860.9,25.2
28391000,0,0
28391100,35772.76,3343.97
28391900,184334.79,9549.2
28399010,45040.2,1856.14
28399020,186576.03,8318.109999999999
28399040,97.87,2.44
28399050,94944.63,9318.489999999998
28399090,740972.19,33195.12
28401100,121210,8556.95
28401900,9122805.629999999,741913.1
28402000,26687370.58,1997676.42
28403000,304710.21,25910.03
28409913,0,0
28411030,253.6,0
28413000,24214.21,1208.24
28415011,1570,0
28415014,840,103.62
28415015,199.8,0
28415019,5500,0
28415020,780,0
28416100,20758.63,2789.92
28416920,1811.3,12.91
28417010,160,0
28417020,9328090.6,459159.53
28417090,1172105.73,88548.34
28418010,18500,0
28418020,88,0
28418090,35,0
28419011,63,0
28419013,22413.08,5.9
28419015,35,5.95
28419021,32,6.92
28419022,67800,0
28419029,2932.29,0
28419030,288,0
28419041,65,11.05
28419050,171.46,2.95
28419060,128.4,0.12
28419070,7400.31,1346.07
28419080,0,0
28419081,45133.45,9232.64
28419082,280,0
28419089,17656.9,0
28419090,40538.56,215.99
28421000,753,0
28421010,48420.27,3745.01
28421090,14604.73,1198.06
28429000,1654766.43,78891.04
28431000,452776.94,25494.49
28432100,153028.19,16883.38
28432990,722936.92,42678.94
28433010,24050,0
28433090,168623.82,0
28439011,101725.33,1990.69
28439019,359.28,8.280000000000001
28439030,26823.67,0
28439090,8400.6,31.2
28441000,159.35,0
28442000,3351.04,0
28444030,830,0
28444090,121.06,0
28444100,2160,0
28444200,2930,0
28444310,696,0
28444330,708,0
28444390,6320,1569.68
28445000,7978.82,30
28451000,98051.76,353.85
28452000,199275.84,32847.04
28454000,20,0
28459000,17453.78,23.47
28461010,2380.08,36.72
28461090,5095.280000000001,3.1
28469020,51300,35
28469030,41500,0
28469090,21.04,3.4
28470000,1689692.64,205961.73
28491000,491632.6799999999,50118.50000000001
28492000,38654.39,341.42
28499010,4068548.94,174130.29
28499090,6966.02,1122.04
28500010,19671.65,196.8
28500020,388,0
28500090,1342.9,0
28500901,0,0
28510039,660.27,140.13
28521011,80001.27999999998,277.96
28521019,721,135.01
28521021,2414,378.36
28521022,337.9,0
28521029,1433551.57,40041.87
28528539,0,0
28529000,745491.6199999999,6523.15
28530000,0,0
28530090,9008.57,393.0500000000001
28539011,11982.01,50.34
28539013,400,0
28539019,108865.9,10971.18
28539020,169872.79,0
28539090,439188.76,55106.11
28769837,0,0
28972156,0,0
29011000,277488.82,41436.94000000001
29012100,82233.8,2591.12
29012200,291519.9,30846.6
29012300,14476.57,402.3200000000001
29012410,1099,0
29012420,1222.58,33.73
29012900,6746450.440000001,791281.7300000001
29012901,0,0
29019090,0,0
29020922,0,0
29021000,0,0
29021100,1801711.55,261658.75
29021910,2998268.64,44177.22
29021990,924.1800000000001,22.16
29022000,1378,0
29022990,0,0
29023000,17810.31,4099.789999999999
29024100,33,0
29024300,418.85,0
29024400,168737.79,11018.56
29025000,4261.84,65.05
29027000,198,0
29029020,79814.84000000001,15243.15
29029030,140,0
29029090,297376.9200000001,33744.93
29031110,88792.51,29.63
29031200,50814.01000000001,3510.65
29031300,11961.89,1539.11
29031400,19894,3916.03
29031500,52081.02,70.83000000000001
29031600,88.9,0
29031910,65827.23,1.85
29031920,22770.57,220.34
29031990,953527.29,53839.89999999998
29032100,620,0
29032200,23095.33,3568.76
29032300,56853.12,3624.699999999998
29032900,4715.219999999999,203.42
29032910,4133.020000000002,483.6200000000001
29032990,146610.41,9097.62
29033011,28483.17,0
29033100,38462.02000000002,3424.699999999999
29033911,723956.63,10814.39
29033912,2646,0
29033919,2684.98,240.06
29034100,104317.66,894.9299999999998
29034200,68298.42,8109.960000000001
29034300,184,0
29034400,840.7299999999999,0
29034510,8568333.73,448258.33
29034520,17582.16,122.67
29034600,2622.490000000001,1.08
29034610,0,0
29034700,593.41,18.64
29034800,1266.8,0
29034900,15255.47,694.46
29034911,300,0
29034915,2576,0
29034919,1051.5,110.11
29035100,424.04,0
29035910,96442.03000000001,920.51
29035990,91922.22000000002,74.61
29036200,6358.469999999999,0.31
29036920,529.61,14.36
29036990,77268.85,14320.12
29037100,1932842.53,203326.1
29037200,2464.64,4.38
29037300,1789806.05,110358.77
29037400,200,0
29037500,212.42,74.38
29037600,120,0
29037711,220,0
29037712,10131.86000000001,1720.86
29037713,125,0
29037721,3670.39,34.99
29037722,740,0
29037724,1630,0
29037733,640,0
29037734,253,0
29037735,34.8,0
29037790,396.5,8.75
29037800,153.24,4.55
29037911,1015.25,0
29037912,1502.4,0
29037919,8777.94000000001,1717.4
29037939,252.34,4.33
29037990,632.7800000000001,119.45
29038110,9849.9,1401.81
29038210,1780,0
29038220,117.72,22.43
29038300,10922.24,3.9
29038910,252.01,18
29038990,1585.21,23.17
29039110,3130,0
29039130,4810.94,721.1800000000002
29039220,26526.34,0
29039911,4468.6,0
29039915,23.6,4.51
29039919,2261.5,0
29039931,250,0
29039939,1130,0
29039990,125336.55,88.68
29041011,14679.36,9.25
29041012,544,45.40000000000001
29041019,747.1,0
29041020,12733179.1,497219.2699999999
29041040,68.34,0
29041051,18.46,4.81
29041053,120,0
29042010,45875.12,11198.27
29042020,14.7,0
29042041,7799.81,0.12
29042052,94290.11,85.25999999999999
29042070,190,0
29042090,136.8,0
29043100,2118.89,25.98
29049013,849,3
29049014,570,0
29049015,4695.9,0
29049100,655,0
29049911,15349.9,6.44
29049912,10487.44,24.02
29049913,10363.4,15.77
29049914,680,0
29049916,28073.08,35.38
29049919,2388,130.65
29049929,1899.62,2.58
29049990,6394.5,0
29051100,349174.53,19911.41
29051210,6171.210000000001,1006.85
29051220,533691.8899999999,81858.95
29051300,10830.75,2307.29
29051410,3087.96,218.33
29051420,99.43,0
29051430,99.83,15.3
29051600,141,0
29051710,3183,785.4900000000001
29051720,1388.65,13.11
29051730,240.13,1.31
29051911,3780.97,201.95
29051912,446.63,35.40000000000001
29051919,9883.019999999999,1249.93
29051923,35,0
29051929,22399.38,4549.5
29051991,2470,0
29051992,657.85,0
29051993,205,4.82
29051994,20.8,3.95
29051995,20544.84,209.37
29051996,262.95,35.44
29051999,4193.38,62.57000000000001
29052210,15,15
29052290,7663.25,0
29052910,9017.4,332.38
29052990,19101.4,326.52
29053100,425460.93,47099.80000000002
29053200,887734.32,130400.05
29053910,4229,0
29053930,24904.5,113.81
29053990,20036.4,3503.95
29054100,6913.73,0
29054300,164.9,2.49
29054400,1670.4,1.28
29054500,51967.52,5148.02
29054900,1732396.29,148605.31
29055100,7.96,0
29055990,56829.86999999999,3850.099999999999
29061100,5359.79,73.24999999999999
29061200,30,0
29061300,18499.5,4150
29061910,148,0
29061920,59.52,1.57
29061940,7.49,1.42
29061950,123626.44,6733.37
29062100,346.26,5.33
29062910,5339.32,5.23
29062990,28119.71000000001,5047.559999999998
29069029,0,0
29071100,59529.02,362.98
29071200,4863.190000000001,287.48
29071590,10,10
29071910,448751.48,45798.69
29071920,18.9,4.23
29071990,16,0
29072100,12322.99,2289.69
29072200,5474.17,12.58
29072300,24905.98,6573.3
29072900,20606.35,836.05
29081911,128.2,1.85
29081912,1560,0
29081913,93.73,33.06
29081914,278,0
29081915,30,0
29081916,22,0
29081921,13425.15,0.12
29085035,0,0
29085338,0,0
29085935,0,0
29089200,243.5,0
29089913,22912.78,0
29089919,565,309.41
29089921,173.62,6.390000000000001
29089930,212,0
29089990,1260,0
29090000,0,0
29091100,9739.98,1076.11
29091910,425.6,0
29091990,138654.83,901.38
29093011,1432,0
29093019,4925.15,19.83
29093023,258,0
29093029,462462.51,12957.44
29094100,34245.13,2.18
29094310,67030.22,460.71
29094411,8822.560000000001,1803.64
29094412,7340.620000000002,0
29094419,1158.64,147.07
29094429,2100,76.65
29094922,144,24.14
29094929,964.06,21.8
29094931,55,0
29094939,7817.92,800.8299999999999
29094941,2541.2,20.34
29094949,459.72,37.96
29094950,76804,16160.79
29094990,940,0
29095012,46026.63,7413.77
29095013,2429.5,0
29095019,179.51,0
29095090,389.88,6.29
29096011,431.4,0.15
29096013,15.06,0
29096019,11329.01,584.2200000000001
29096020,12128.45,917.5799999999999
29096090,155298.94,5894.19
29101000,1214.26,2.44
29101249,0,0
29101990,0,0
29103000,110340.74,12852.65
29109090,10269.04,1303.26
29110010,31,2.03
29110090,931.27,0.24
29121100,4290413.740000001,545600.13
29121200,59679.38,1290.41
29121912,1917.47,90.10999999999999
29121919,40.54,40.54
29121922,2939.27,46.74
29121999,52844.45,13452.62
29122920,77,0
29122990,442,68
29124100,53,0
29124910,206,0
29124920,885,0
29124930,298.62,7.5
29124941,115,0
29124949,2588.2,0
29124990,320,320
29125000,177.71,19.03
29126000,569131.31,77714.04000000001
29141100,14185.96,312.85
29141200,43092.49,1360.24
29141300,16390,1300.27
29141910,8730.7,0
29141921,3226.5,20.99
29141929,2124.66,69.30999999999997
29141990,20598.4,3328.66
29142210,157.5,14.57
29142920,27907.76,3.72
29142990,1513.79,213.58
29143100,212.34,26.22
29143990,792.5400000000001,16.01
29144010,1541.15,46.69
29144091,756,0
29144099,55039.63,260.63
29145020,1124032.12,300.22
29146100,336,12.18
29146200,4402.74,216.56
29146920,164,0
29146990,2366.92,152.61
29147029,2079.89,27.79
29147911,19853.23,501.59
29147919,568,0
29147921,291.98,66.24000000000001
29147929,481,0
29147990,5407.84,0
29151100,214687.52,9936.5
29151210,1139093.52,129694.1
29151290,77061.34,1518.21
29151310,123.22,11.39
29151390,568051.77,20296.48
29152100,163892.48,808.73
29152910,51192.56,12593.21
29152990,381755.3,36554.01
29153100,45146,0
29153200,34,0
29153300,3717.2,159.26
29153600,3433.32,119.22
29153910,164.6,0
29153921,411,0
29153929,171816.77,26730.11
29153932,8971.18,1915.149999999999
29153939,4168.12,269.87
29153942,28,2.59
29153955,30,0
29153994,106,0
29153999,360,0
29154020,32,0
29154090,3610,546.08
29155010,38684462.16,2331893.599999999
29155020,250552.77,28448.51000000001
29156011,268804.79,10688.9
29156019,668294.0899999999,62903.07999999999
29156029,220,0
29157019,194.5,7.79
29157031,26.8,4.17
29157039,2263.51,7.28
29157040,552,0
29159010,44,0
29159022,63,0
29159023,50,0
29159024,312.1,0
29159029,809871.6199999999,32316.82999999999
29159031,4374.02,744.55
29159033,48,11.67
29159041,5578.02,820.9199999999998
29159042,3323,463.9299999999999
29159049,10454.99,244.2
29159050,14506.94,286.87
29159060,2887585.22,283807.61
29159090,229336.5,10742.28
29161110,3058.05,214.95
29161120,319.75,0
29161210,18.95,1.75
29161240,595,0
29161410,102556.72,14876.24
