ncm,valor_produtos_servicos,tributos_nfe
29093019,19283.12,5.81
29093024,64372.7,763.22
29093025,19.99,0
29093029,565344.59,28022.99999999999
29094100,19881.93,0.16
29094310,202044.18,2094.349999999999
29094411,9676.019999999997,2275.29
29094412,8387.210000000001,593.5
29094419,12422.22,299.38
29094429,3144.16,933.5899999999998
29094910,1337,142.8
29094929,965.1700000000001,23.39
29094931,278.48,27.18
29094939,1395,0
29094941,94.4,19.49
29094949,280,25.9
29094950,25760,5963.44
29095011,370,34.23
29095012,53528.35,4913.48
29095013,2238.45,0
29095019,432,24.83
29095090,454.6300000000001,20.11
29096011,330.9,0
29096019,11651.71,818.4899999999999
29096020,3772.129999999999,254.76
29096090,115109.99,7075.75
29100433,0,0
29101000,144.8,0
29101249,0,0
29103000,113938.81,14230.62
29109090,2736.88,117.5
29110010,550,30.03
29110090,1131.97,2.74
29121100,4697481.45,607549.05
29121200,11729.94,633.74
29121912,3616.72,59.74999999999999
29121919,41213.6,4791.969999999999
29121921,600,0
29121922,520,23.1
29121999,28025.9,7684.95
29122990,58.32,0
29124910,6,0
29124920,2058.85,25.01
29124930,297.8,0
29124941,146.55,0
29124949,197.74,11.94
29124990,62243.64,194.67
29125000,419,0
29126000,679957.57,130513.73
29141100,6097.79,132.26
29141200,28895.08,471.98
29141300,280,0
29141910,92,0
29141921,1368,0
29141922,82.03,3.28
29141929,2062.43,168.58
29141940,452,0
29141990,8579.900000000001,1376.06
29142210,85.8,7.94
29142220,180,0
29142910,246,6.94
29142920,183280.52,19.18
29142990,3867.77,348.66
29143100,304,49
29143990,647.75,52.84
29144010,2507.36,44.92999999999999
29144099,72219.7,81
29145020,490267.83,28.03
29146100,188,0
29146200,7176.540000000001,364.03
29146910,151.84,0
29146920,1843,0
29146990,1827.7,180.61
29147029,168.96,0
29147911,26748.52,248.39
29147919,236,0
29147921,323.2,86.83000000000001
29147922,98,0
29147929,9.99,0
29147990,1052.04,0
29151100,237486.12,16085.11
29151210,1441978.86,149908.25
29151290,584069.35,15750.19
29151310,42,3.88
29151390,531933.99,18180.14000000001
29152100,185119.99,553.51
29152300,642,174.23
29152910,57812.97,12090.38
29152990,271034.16,29153.38
29153100,99.8,15.51
29153200,403.78,28.09
29153300,3657.6,280.91
29153500,87,0
29153600,2117.02,77.26
29153921,147,0
29153929,156886.07,32112.09999999999
29153932,2742.91,572.56
29153939,5276.530000000001,294.62
29153951,6,3
29153952,5600,851.88
29153955,80,2.92
29153994,8,1.99
29153999,3391.74,563.61
29155010,17344582.14,728850.7300000002
29155020,258708.02,25733.63
29156011,426800.86,22059.17
29156012,6,6
29156019,135406.38,15338.67
29156021,2930,0
29157011,1080050,124915.06
29157019,2560,0
29157039,99.53999999999999,28.53
29157040,4989.6,144.22
29159022,13315,0
29159023,138.4,0
29159029,978166.3299999997,45521.51000000001
29159031,2852.95,694.2800000000001
29159032,10.5,0
29159033,18,6
29159041,2740.41,359.83
29159043,46.8,0
29159049,32822.67000000001,3772.900000000001
29159050,34461.18,1799.6761
29159060,2709219.08,358581.83
29159090,185127.89,51.79000000000001
29161110,4747.1,0
29161210,63060,0
29161240,975,154.7
29161310,419.8,76.37
29161320,2500,0
29161410,142575.11,22839.7686
29161490,1394.4,0
29161511,2152.98,90.43
29161519,74594.2,14790
29161520,2564049.599999999,82289.67000000001
29161911,173566.87,45083.23
29161919,3997.85,12.67
29161990,94490.94,7530.449999999999
29162011,1227.63,51.14
29162014,22896.84,82.24000000000001
29162015,390445.8199999999,0
29162019,648.7,76.73
29162090,94.88999999999999,0
29163110,28663.79999999999,3757.450000000001
29163121,175784.78,38145.71000000001
29163129,26081.76,5495.929999999999
29163132,4409.99,796.0799999999999
29163139,30000,3600
29163210,2532.31,206.83
29163400,640,0
29163910,87325.66,7113.19
29163920,1710.62,0
29163930,21.99,0
29163990,281255,3183.46
29170000,0,0
29171110,117820.02,7875.320000000003
29171220,491987.5399999999,17583.89
29171310,714,0
29171323,15036.04,330.89
29171329,12954.28,517.8699999999999
29171400,68,12
29171910,12,1.91
29171921,112,28.66
29171930,2128377.64,153009.62
29171990,613,58.59
29173200,0.12,0.01
29173300,232,15
29173400,292,81.33
29173500,52,0
29173911,22644.42,218.37
29173919,5203.48,1177.14
29173939,785262.4400000001,10283.43
29173990,25610.23,2804.78
29174090,0,0
29181100,15068.02,2408.11
29181200,810,101.2
29181310,1658.7,178.45
29181400,2208560.4,286146.42
29181500,205970.73,20580.89
29181610,34263.3,1055.09
29181690,311.94,4.4
29181929,1037.7,131.53
29181930,75,0
29181943,89.7,0
29181990,187546.59,27579.59
29182110,28614,6395.62
29182211,52713.22,1315.31
29182212,22.44,5.069999999999999
29182219,1802.55,44.63
29182300,3138.73,19.1
29182910,1408.3,0.45
29182922,11109.83,1289.38
29182923,88370.82,8283.699999999997
29182929,209.5,0
29182950,6914.34,20.99
29182990,432,46.38
29183010,1250.81,0
29183032,275,190
29183090,5658,142.76
29189093,13635,0
29189100,13650.4,0
29189912,590,4.5
29189919,600,600
29189921,85.5,0
29189950,840,0
29189991,70212,0
29189993,173.04,0
29189994,6452,193.59
29189999,584.8,16.57
29191000,1702.12,0
29199010,165,5
29199040,35538.96,1870.64
29199050,24,0
29199060,53.07,32.94
29199090,1105.9,3.85
29200000,0,0
29201120,609.8,0
29201910,125.88,12.62
29201920,283.18,26.19
29201990,3210,0
29202990,9616.99,850.78
29209032,259.49,25
29209033,55.5,0
29209041,102,13.43
29209059,11289.58,924.3
29211111,1246.64,26.61
29211121,72,6
29211122,43984.35000000001,0
29211129,477,50.8
29211139,1624.3,87.58
29211200,1541,0
29211300,780,0
29211913,440174.13,37.72000000000001
29211919,68.83,0
29211923,20,0.58
29211941,190,0
29211992,77.4,0
29211999,15161.34,132.84
29212100,138842.86,10697.59
29212200,60.87,0
29212910,182.52,34.78
29212920,12135.45,2273.38
29212990,179500.76,4537.89
29213011,12008.75,2479.85
29213019,64296.82000000001,7133
29213090,63163.41,5676.7
29214100,1603.05,190.52
29214211,3102.44,65.5
29214221,1200,0
29214229,961.6,3.37
29214231,294.9,0
29214239,450.3,83.71
29214311,3784.28,535.9200000000001
29214319,35861.53999999999,0
29214321,1036.79,8.4
29214322,4668,707.76
29214323,117.2,7
29214329,5377.83,0
29214422,8942.58,849.0899999999999
29214429,56.97,0
29214500,8343.55,111.93
29214620,181290,0
29214650,94.7,0
29214660,1551.23,130.71
29214680,82000,0
29214690,155,155
29214921,2982.92,0
29214922,63000,0
29214929,220,8.03
29214990,16184.43,0
29215111,329,0
29215119,651,166.56
29215139,3256.5,351.8199999999999
29215190,6379,100.74
29215911,687.1800000000001,11.21
29215919,1913.02,286.25
29215929,1,0
29215931,651,98
29215932,379,100.28
29215939,13208.9,0
29215990,6324.910000000001,494.9300000000001
29221100,723481.0199999999,71340.26000000001
29221200,3941.8,0
29221320,55,55
29221500,10736.3,434.78
29221800,11501.6,57.11000000000001
29221911,10.5,0
29221912,12152.92,1474.39
29221913,15870.21,1208.28
29221919,1211.33,11.96
29221921,592.9,0
29221929,270,0
29221931,28,0
29221939,4653.05,0
29221949,53,0
29221952,550,0
29221959,118065.51,0
29221969,1948.5,0
29221979,399.85,0
29221981,34.9,0
29221989,143,0
29221991,64401.33,4819.179999999999
29221992,70,6.48
29221993,781.97,12.34
29221996,60,0
29221999,1120,190.4
29222911,4020,0
29222919,18360.98,0
29222990,6742.969999999999,90.17
29223112,1100,0
29223921,6.6,0
29223929,2981.1,0
29224110,33517047.88,2396231.06
29224190,104290154.79,10877410.49
29224210,308.39,4.529999999999999
29224220,134869.99,22457.7
29224410,320,0
29224910,201164.66,16183.73
29224920,11165698.65,801295.8400000001
29224940,1697.9,20
29224951,2.88,0
29224959,1134.68,0
29224961,277.88,0
29224962,527.9,0
29224964,149.94,0
29224990,30008437.56,1762917.31
29225029,224523.6,0
29225032,26,0
29225039,1565.6,208.09
29225099,54047015.02,1392917.85
29229000,0,0
29231000,1026410.83,29345.35
29232000,5210255.159999998,195273.35
29232190,0,0
29232990,0,0
29234000,65.9,6.09
29239010,5951007.69,73268.84
29239020,857.6199999999999,162.12
29239030,30133.28,7908.65
29239040,459.26,87.05
29239050,543765.78,80206.8
29239090,2155005.55,91174.23000000001
29241210,17.45,2.97
29241911,6995,170
29241919,272.96,69.47999999999999
29241922,3208.7,58.99
29241929,637.68,163.15
29241932,3536.04,0
29241939,38124.51,8534.490000000002
29241949,12,0
29241993,5300.32,0
29241994,15169.68,2079.13
29241999,13472.84,1166.02
29242120,51978.09,117
29242190,43241.99,0
29242914,1070.34,58.21
29242915,4452.28,0
29242919,159.43,0
29242920,157.9,0
29242931,333.5,37.84
29242932,6649.780000000001,213.76
29242939,1734.75,0
29242943,20,3.6
29242946,4216.08,77.95
29242949,259464.66,5.210000000000001
29242952,361.38,28.97
29242959,128.7,0
29242969,40,0
29242991,588,0
29242992,251837.15,0
29242993,1435.22,0
29242994,3523,0
29242995,1421.81,0
29242996,123536.17,14659.57
29242999,9187.41,804.6
29251100,1313.74,70.67999999999999
29251200,150,0
29251910,1675,215
29251990,16230.05,6.39
29252019,479.46,125.83
29252100,557504.4,4666.64
29252900,0,0
29252911,69.9,13.56
29252919,675132.26,33378.98
29252923,14290.21,1697.73
29252929,210875.07,7694.03
29252930,31222.55,1087.53
29252940,8,4
29252950,88028.94,15851.4
29252990,127370.39,13369.88
29261000,1076.26,0.5700000000000001
29262000,46111.5,103.87
29263012,63,0
29263020,223,216.52
29269006,0,0
29269011,102.4,0
29269012,58,0
29269021,2762.1,1.61
29269022,104950,0
29269023,534900.26,625.5999999999999
29269024,25074.73,3010.68
29269026,111458.98,7585.46
29269029,204.8,2
29269030,130,0
29269090,0,0
29269091,214.98,0
29269093,985.4,0
29269095,1790719.78,11753.92
29269096,171.82,23.03
29269099,44077.93,110.97
29270010,70,0
29270029,518508.3,31390.4
29280011,55.87,0
29280019,98,4
29280030,5752.84,24.57
29280041,25,0
29280042,4603.99,566.05
29280090,429,10.61
29291010,134800.42,20938.43
29291021,46363.02,1081.96
29291029,142359.16,13953.99
29291090,324510.26,42563.49
29299011,43,0
29299012,461.82,0
29299019,157.78,0
29299039,13.8,0
29299090,19886.86,838.23
29301000,120,0
29302012,352990.51,5643.24
29302019,129.99,0
29302021,2445.8,166.72
29302022,520119.3099999999,73983.81000000001
29302029,2643.6,0
29303019,117899.65,148.92
29303021,1337.98,0
29303029,2288.25,137.52
29304010,15202254.08,498064.5700000001
29304090,112878741.57,3801504.78
29306000,5485.42,0.34
29308010,575.6,0
29308020,60,0
29309011,14057.71,1318.79
29309012,1687.56,0
29309019,3997,294.79
29309022,287436.44,0
29309023,62.81,0
29309029,281.2,51.46000000000001
29309031,382644.4999999999,12452.84
29309032,350,0
29309033,7,0
29309034,26526577.63,2702552.53
29309035,1700555.53,1368
29309037,35,0
29309039,372080.11,18248.2
29309041,34976.6,1564.75
29309043,89331.09999999999,0
29309049,153.9,2.81
29309052,80,0
29309059,12.79,1.84
29309061,4163296.49,3442.47
29309069,22.4,0
29309079,243.9,16.02
29309081,6,2
29309084,71162.71,41.62
29309085,66221.24,0.06999999999999999
29309086,35654,0.85
29309087,12869.76,2.5
29309089,70,0
29309091,5677.7,0.7
29309093,19.2,0
29309096,739.8,70
29309098,50,0
29309099,70235.44,8714.18
29310029,79,0
29310039,435.75,0
29310051,32,8.94
29310090,365,0
29311000,67938.26,10628.74
29312000,950.06,161.87
29313100,200,18.5
29313999,30,0
29314100,11532,0
29314600,685,0
29314700,27198.57,113.88
29314800,80.85000000000002,0
29314911,22148,4149.6
29314913,372.97,0
29314914,207180.73,683.04
29314915,44450,0
29314920,58.17,5.37
29314990,6982.46,726.72
29315100,108370.24,1416.59
29315200,52550,756
29315300,36170.4,0
29315400,396.9,0
29315912,630,0
29315913,19118,0
29315991,2272.440000000001,0
29315996,194,14.71
29315999,31284.52,1597.21
29319021,12020,528.11
29319029,284889.66,1769.76
29319032,55338,63.65
29319045,700,20
29319049,597.19,15.52
29319052,55.5,0.16
29319059,2671.1,117.33
29319069,1144,118.95
29319090,17946.58,1213.31
29321100,25329,888.39
29321200,1191.84,0
29321310,773.38,39.11
29321400,152.8,0
29321930,40,0
29321950,350,54
29321990,263495.52,30838.07
29322000,676881.09,29271.21
29322110,30,0
29322931,1111,0
29322990,19.22,0
29329200,107540.09,2978.27
29329300,40,0
29329400,1500,0
29329600,596.8000000000001,0
29329911,3030312.95,112723.44
29329912,748,29.93
29329913,661.5,0
29329921,3590.7,0
29329991,5460.24,0
29329992,109949.55,0
29329994,55715.15,0
29329999,90734.62,15234.08
29331111,142923.18,6363.74
29331119,24767.39,251.23
29331120,739.1,24.33
29331190,100172,11.55
29331911,1191.05,0
29331919,1660.4,0
29331990,430,0
29332110,4135.6,0
29332121,589.74,100.24
29332129,1151.21,37.36
29332190,35,0
29332911,36,0
29332912,356.68,0
29332913,1050,0
29332919,90,16.25
29332923,270,7.880000000000001
29332925,264,0
29332929,1614.85,148.82
29332930,101.25,0
29332991,1867.66,60
29332994,102756.54,1.76
29332995,10441.23,4.319999999999999
29332999,14446.24,220.69
29333120,125218.21,11567.61
29333200,243499.44,53.44
29333319,254.16,0
29333321,300,150
29333322,388774.94,1629.16
29333329,27894,2295.04
29333331,812.2,0
29333342,15,15
29333349,522.89,0
29333359,1383.72,187.14
29333361,20,0.6
29333369,250,0
29333371,321.63,79.37
29333379,9,3
29333382,97078.2,155.03
29333383,84,0
29333389,706312.87,56830.13999999999
29333391,15,0
29333394,1069861.11,2867.16
29333400,1506.54,121.82
29333600,429.06,0
29333700,738.4200000000001,52.64
29333914,34617.8,1.85
29333915,1400,0
29333919,795086,0
29333921,104674.71,281.69
29333922,1539599.56,3953.34
29333924,10.42,0
29333925,34713.16,0
29333929,1632614.5,640.61
29333933,20,0
29333935,60150.59,959.29
29333937,11596.1,0
29333939,15905.9,4029.54
29333941,6992,0
29333946,34263.18,546.76
29333949,570.1700000000001,4.2
29333981,732,23.31
29333983,240,0
29333991,43.91,0
29333992,29000,4538.5
29333993,4880,0
29333994,2640.2,23.18
29333999,134988.78,10836.16
29334110,55,0
29334913,15,2.85
29334930,62.9,0
29334990,101777,6764.199999999999
29335200,2019.41,3.81
29335323,6220,575.37
29335350,251775.65,0
29335371,1647700,0
29335380,63.7,0
29335400,11783.98,41.12
29335520,1350,0
29335540,23.62,0
29335912,11154.63,1208.07
29335913,3784,0
29335914,396,0
29335915,81491.62999999999,3519.53
29335919,8033.440000000001,522.21
29335921,153.45,0
29335932,4816.76,98.79
29335935,3213.5,124.12
29335941,32413.44,745.4000000000001
29335942,2124.73,399.67
29335943,139.8,0
29335944,44.4,0
29335945,29.48,0
29335949,1777,0
29335991,4980.61,14.98
29335992,7009.31,0
29335999,17052.35,1522.17
29336100,627.49,32.35
29336900,0,0
29336911,84646.72,1135.47
29336912,176,0
29336913,252498.76,4237.309999999999
29336914,24002.86,0.71
29336916,117.64,28.38
29336919,2339195.32,155395.84
29336923,5844,0
29336929,44085.13,926.0000000000001
29336991,48428,0
29336992,5081.64,71.37
29336999,274201.94,7296.1
29337100,8487.2,0
29337210,147500.5,0
29337220,25200,0
29337910,186,19.56
29337990,822795.3300000001,33293.01
29339111,800,0
29339113,6962.86,488.74
29339115,1845455.5,0
29339119,4517,1185.73
29339129,795,0
29339132,36567.37,471.42
29339133,1600,0
29339134,517.6800000000001,15.5
29339139,235,5
29339151,2015,203.91
29339152,1180,0
29339161,1141.5,0
29339162,80.25,0
29339171,15,0
29339172,100,10
29339173,278,0
29339179,2004.61,192.36
29339181,120.82,0
29339189,10147.12,0
29339913,110,0
29339919,14358327.36,470487.8
29339920,3236.33,169.14
29339934,282.6,0
29339939,280,0
29339941,960341.3,1758.12
29339945,481.5,440
29339946,12022,0
29339949,71.5,3.5
29339951,55,55
29339953,1460705.45,18260.85
29339954,3426.74,11.77
29339955,7603.65,0
29339956,22123.48,157.11
29339959,59.96,0
29339969,112264.4,0
29339992,46,0
29339993,74.73,0
29339995,200,2
29339999,2032302.07,110135.82
29341090,1299.88,24.42
29342010,2710,0
29342020,3175.88,110.45
29342031,5226.84,0.12
29342032,6553,0
29342033,8606.26,41.1
29342034,10308.52,0.29
29342039,548.1600000000001,0
29342040,10547,5.779999999999999
29342090,270,0
29343090,1710,32.48
29349053,808.5,229.79
29349129,80,0
29349141,48,0
29349200,3965,0
29349911,11550.8,2490.67
29349912,531.16,72
29349915,28,0
29349919,435,111.3
29349922,581.54,51.15000000000001
29349923,6990,0
29349924,36,0
29349925,11440,0
29349929,60,30
29349931,37210.62,6521.8
29349934,6056.25,1178.76
29349935,35964,0
29349939,322036.21,4111.76
29349941,165,6.02
29349942,16,0
29349943,5.25,0
29349945,45,1.31
29349946,493.61,0
29349949,310.36,0
29349951,40.62,0
29349952,149.5,0
29349953,78847.25,1918.82
29349954,11.9,1.1
29349969,77.99,0
29349992,962,0
29349999,86866.79,1295.6
29350019,100,0
29350023,15.37,1.35
29350025,625,0
29350099,47.71,0
29352000,1575391.550000001,70035.47999999998
29355000,9082.9,0
29359011,55,0
29359015,45,0
29359019,133863.4,54.96
29359023,220,0
29359024,16.45,0
29359029,159.6,1.68
29359094,6339.68,0
29359099,2388.24,26.24000000000001
29362111,945.71,40.41
29362112,305351.2,5079.23
29362113,2404.95,31.05
29362119,712.9300000000001,0
29362190,104967.49,46.85
29362210,4024.41,215.91
29362220,87776.95999999999,3520.24
29362290,897.77,48.26000000000001
29362310,112707.2,2627.23
29362320,3348,0
29362390,839.7,230
29362410,55963.18,121.16
29362490,1256.67,25.24
29362510,4087.36,225.77
29362520,78881.78,3171.89
29362590,260,0
29362610,64084.32999999999,384.86
29362690,23960.45,377.73
29362710,144130.39,12493.21
29362720,35887.5,4306.5
29362790,1365070.82,94451.51999999999
29362811,2115.8,138.36
29362812,2773868.86,59971.06000000001
29362819,4725.68,0
29362890,31725.17999999999,2479.929999999999
29362911,50330.73,922.37
29362919,8329.289999999999,750.12
29362921,38994.27,1031.07
29362929,4131.29,79.87
29362931,15212.27,355.39
29362939,149.99,0
29362940,27663.47,585.61
29362951,130206.74,1915.83
29362952,35443.16999999999,9.15
29362953,15,0
29362959,8400,797.76
29362990,1366639.58,164633.51
29369000,1716991.33,54858.75999999999
29371100,250,0
29371200,140,0
29371920,986.8000000000001,0
29371950,3023.43,65.64
29371990,641586.6200000001,59352.71000000001
29372120,2263,0
29372130,248.44,9.08
29372140,2974.78,243.22
29372201,0,0
29372210,85073.36,1165.86
29372221,1300.71,24.36
29372229,167.8,27.72
29372231,2892,0
29372239,13670.3,906.86
29372290,6675.26,0
29372310,75145.13,8576.140000000001
29372331,764.38,17.2
29372339,50,50
29372341,347,0
29372342,262,1
29372349,19175.28,943.3700000000001
29372359,505.5,0
29372360,75,1.1
29372391,360.25,106.92
29372399,621647.3799999999,48324.88
29372910,700,24.1
29372920,12600.1,0
29372939,262.9,0
29372940,3895.59,395
29372960,363.54,11.67
29372990,29800.59,1730.99
29375000,2250,0
29379010,11917.8,434.9999999999999
29379090,14970.72,1181.04
29381000,77.07,0
29389020,55.9,0
29389090,18676.68,1327.18
29391110,19.9,5.45
29391121,2179.85,0
29391122,21.66,0
29391123,622.63,0
29391151,300,0
29391153,103.8,2.91
29391161,28.5,1.05
29391169,750303.82,3754.24
29391181,100,0
29391900,142.85,0.54
29392000,106.79,5.7
29393010,182090.35,2840.27
29394100,83,0
29394200,69.5,0
29394520,24085.2,0
29394900,28740.71999999999,1207.64
29394949,0,0
29395100,300,300
29395920,48,0
29396929,1576.2,57.51000000000001
29396931,3543,15.2
29396942,80,40
29396949,4672.19,0
29397111,120,0
29397290,843.2,2.73
29397911,1240.01,0
29397919,295,0
29397931,349.24,14.5
29397939,300,0
29397940,60,0
29397990,2481.71,114.58
29398090,49987.8,3.13
29399119,613,91.22999999999999
29400011,25.11,0
29400012,65.31,0
29400013,26941.08,0
29400019,6636.120000000001,141.36
29400021,1108.49,262.25
29400022,200,2.19
29400023,6087.5,93.54
29400029,590,0
29400092,861.35,1.46
29400093,83,0
29400099,1183156.79,45718.34
29410000,0,0
29411010,2080.1,80.35
29411020,28873.42,1775.35
29411031,1427,142.22
29411039,28606.5,1788.02
29411041,1016.1,0
29411042,1953.98,28.25
29411043,598.8,0
29411049,487.31,16.09
29411090,669551.7699999998,2821.97
29412010,85754.8,15130.56
29412090,7166,1280.86
29413010,56,0
29413020,601835.9199999999,6398.500000000001
29413090,9196.990000000002,0
29414011,6350.23,472.29
29414019,85,50
29415010,165.39,0
29419011,500,0
29419012,262.5,31.5
29419013,108.62,0
29419019,2067.45,304.71
29419021,1500,0
29419029,1174.5,0
29419031,1835,0
29419032,470.06,13.16
29419033,7822.04,0
29419039,15982.26,0
29419041,35518.12,400.39
29419043,16222.43,376.32
29419049,3615.15,98.57
29419059,7236.33,1004.5
29419061,1098.13,71.21000000000001
29419071,337442.71,27053.49
29419072,23783.82,868.1199999999999
29419073,562948.8300000001,29129.79
29419082,135,0
29419089,2158.62,0
29419092,304.53,0
29419099,178763.91,4470.190000000001
29420000,14336732.75,507503.8
29586201,0,0
29601260,0,0
29853100,0,0
30000000,0,0
30000632,0,0
30004405,0,0
30004909,0,0
30005467,0,0
30009099,0,0
30011190,0,0
30012001,0,0
30012010,28525.82,671.37
30012090,362388.34,6580.61
30019010,2172.69,14.29
30019020,5142.940000000001,0
30019031,210.27,0
30019039,12565.18,209.19
30019090,29644.67,1779.76
30021011,4665.7,0
30021012,8790.69,95.31
30021013,1488.4,0
30021015,309,0
30021016,4929.030000000001,0
30021019,261.11,25.9
30021021,266,0
30021029,5683.699999999999,0
30021032,74,10.96
30021033,180,180
30021037,40,0
30021038,71.12,0
30021100,195,0
30021211,1334470.1,12673.67
30021212,677714.12,6318.23
30021213,7784,0
30021215,4960,0
30021216,34125.57000000001,235.59
30021219,4111038.61,533084.51
30021221,3700.5,9.89
30021222,689965.82,0
30021224,578.2,0
30021229,31036881.44,3275554.38
30021231,2633,238.85
30021233,100,0
30021234,130,0
30021235,66626.64000000001,821.44
30021236,1855.38,52.84999999999999
30021239,276182.17,1795.28
30021300,10881,0
30021400,195434.94,364.01
30021490,1395,0
30021510,1400.17,0
30021520,64290.87,7007.920000000001
30021590,2425021.82,242586.3800000001
30022011,249,0
30022026,2560,93.43
30023004,0,0
30023010,494676.0299999999,1370.25
30023011,0,0
30023030,41369.36,0
30023040,42928.01,2008.179999999999
30023050,202986.84,451.67
30023060,165243.56,385.17
30023062,0,0
30023070,7328.809999999999,21.48
30023080,53584.68000000001,4622.849999999999
30023090,4414419.829999998,22303.72
30024111,333885.63,1951.27
30024112,48446.64,353.32
30024115,2790,0
30024116,4682.6,234.02
30024117,1925,133
30024119,320949.91,412.29
30024121,88305.08,3836.55
30024122,1391.52,0
30024123,747.8,6.09
30024124,1369.6,0
30024125,25728.92,792.7099999999999
30024126,165920.5,0
30024127,3364.9,154.7
30024128,56.94,0
30024129,198837.05,5792.37
30024210,17760111.62,94562.62000000001
30024220,2576729.88,152041.2399999999
30024230,1483707.7,6944.04
30024240,369439.9799999999,19073.35999999999
30024250,13572542.32,123222.89
30024260,6387524.970000001,35249.54
30024270,65887297.88999999,671558.8199999998
30024280,28489693.77,367214.78
30024290,498807030.5900001,7773536.93
30024900,0,0
30024909,0,0
30024910,1650318.07,67042.01999999999
30024920,444404.53,35711.35
30024991,35105436.96,1729778.67
30024992,2331073.9,277318.5200000001
30024994,1343.75,0
30024999,320432974.23,3614693.930000001
30025100,59838.56,188.8
30025900,1866989.01,13832.71
30029000,606054918.7700001,5868889.830000001
30029010,15360,0
30029019,0,0
30029020,420,111.3
30029090,0,0
30029091,1677080.33,50234.25999999999
30029099,12967028.9,167214.27
30031011,137659.52,813.3199999999999
30031012,68066.56999999999,30.72
30031013,5991.17,64.49
30031014,4330.82,38.08
30031015,4839.08,0.24
30031019,84471.39,3083.31
30031020,11153.45,0
30032011,1261.56,7.88
30032019,20124.46,8.84
30032021,682.4,0
30032029,291400.3,3028.61
30032031,1020.75,0
30032032,46530,0
30032039,7272.139999999999,32.09
30032041,898379.1900000001,10598.18
30032049,837.4200000000001,5.11
30032052,185829.16,1627.12
30032059,15401.55,548.61
30032061,3010175.330000001,14481.19
30032062,97,0
30032069,19570.05999999999,242.4
30032071,1232.32,0
30032072,894.27,0
30032079,10998.43,0
30032091,225.5,0
30032092,3508828.93,92354.17000000001
30032095,482,12.23
30032099,3727247.14,232563.31
30033090,0,0
30033100,449.37,6.23
30033911,3209,0
30033913,260.3,47.91
30033914,40.99,0
30033915,43,0
30033917,178,0
30033921,12824.79,0
30033922,447294.4800000001,2989.39
30033925,25982.93,1.45
30033926,737.5,6.08
30033927,1681.04,0
30033929,7798.100000000001,458.65
30033933,113,0
30033934,35,0
30033939,3376.48,137.75
30033991,188842.44,0
30033994,75.75,0
30033999,155598.32,1446.9
30034030,525,525
30034090,814.1600000000001,0
30034200,1113.8,0
30034300,4742.77,0
30034562,0,0
30034910,114,0
30034920,639.1,0
30034930,77.59999999999998,2.66
30034950,2131.23,0
30034990,2443156.14,72082.38
30036000,536.0600000000001,0
30039001,0,0
30039011,3072.07,0
30039012,99.1,0
30039013,4143.81,11.59
30039014,1968.39,80.04
30039015,818.85,22.1
30039016,13427.64,160.25
30039017,2622.5,0
30039019,906506.22,4481.839999999999
30039021,285.35,0
30039024,12020.33,0
30039029,374.08,10.02
30039031,10400.27,159.57
30039033,328441.6,2603.19
30039034,738863.9499999997,5018.430000000001
30039037,1072.5,0
30039039,10025.47,89.09000000000002
30039041,5266.57,104.44
30039042,1166.24,20
30039043,4579.860000000001,578.79
30039045,65.94,0
30039046,3544.23,0.75
30039047,4597.349999999999,43.28
30039049,846842.7699999999,2585.33
30039051,1513.46,59.78
30039052,467.27,19.2
30039053,24235.71,529.74
30039054,60,10.2
30039055,16587.50999999999,63.11999999999999
30039056,42637.63999999998,3689.040000000001
30039057,1871.85,57.48
30039059,32632.2,111.63
30039061,5877,1533.9
30039062,8573.13,8.96
30039064,338.96,0
30039065,45689.09,0
30039066,180,0
30039067,31937.73,321.16
30039069,1038702.2,21802.6
30039071,162,3.32
30039072,261.44,0
30039073,318733.2499999999,3171.540000000001
30039074,313.81,32.15
30039076,13046.31,217.42
30039077,1581428.53,94904.54
30039078,590.36,0
30039079,11162326.66,291584.46
30039081,26.99,0
30039082,1383820.25,1709.69
30039083,1991.4,10.11
30039084,8393.85,12.98
30039085,1099.85,0
30039086,2935.4,63.03
30039087,7135.47,489.13
30039088,960.6,0
30039089,8900.970000000001,84.65999999999998
30039091,18863.8,1597.63
30039094,4459.389999999999,76.72
30039095,3446.81,0
30039096,5926.259999999999,5.06
30039099,16411639.03,322725.2299999999
30041011,3979696.219999999,13386.96
30041012,64380199.98,4560056.72
30041013,9084313.6,126178.04
30041014,754191.66,3859.21
30041015,2864571.540000001,22928.68
30041019,19304529.17,135769.46
30041020,6867455.529999999,54488.13
30042009,0,0
30042011,49153.07999999999,324.01
30042019,36701788.99000001,2411281.92
30042021,2919.490000000001,543.21
30042029,79594388.88000001,4840330.260000001
30042031,28050.12,329.29
30042032,1795.7,38.56
30042039,44606.02,1683.34
30042041,11795375.78,957131.3
30042049,70502.26,1565.47
30042051,5183.799999999999,0
30042052,3698550.73,23321.32
30042059,36275674.51000001,377405.21
30042061,3230402.929999999,42750.61
30042063,60,0
30042069,3973551.18,210222.88
30042072,397.28,0
30042073,31363.2,2343.34
30042079,9254799.52,443554.72
30042090,0,0
30042091,6052.25,0
30042092,13009595.62,1215573.54
30042093,105,0
30042094,5743.87,95.75999999999999
30042095,4770.41,0
30042099,101640408.78,6190251.0711
30043100,44451.54999999999,93.75
30043200,595.85,5.46
