ref,fundam_legal,beneficio,item,codigo_ncm,descr_produto,proporcao
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,4,04022920,Leite e laticínios; ovos de aves; mel natural; produtos comestíveis de origem animal,0.5
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art 135,GERAL,Redução de 60%,2,04032000,"Leite fermentado, bebidas e compostos lácteos, em conformidade com os requisitos da legislação específica",0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,4,04032000,Leite e laticínios; ovos de aves; mel natural; produtos comestíveis de origem animal,0.5
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art 135,GERAL,Redução de 60%,2,04039000,"Leite fermentado, bebidas e compostos lácteos, em conformidade com os requisitos da legislação específica",0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,4,04039000,Leite e laticínios; ovos de aves; mel natural; produtos comestíveis de origem animal,0.5
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,5,04051000,Manteiga,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,4,04051000,Leite e laticínios; ovos de aves; mel natural; produtos comestíveis de origem animal,0.5
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,21,04061010,"Queijos tipo mozarela, minas, prato, queijo de coalho, ricota, requeijão, queijo provolone, queijo parmesão, queijo fresco não maturado e queijo do reino",0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,4,04061010,Leite e laticínios; ovos de aves; mel natural; produtos comestíveis de origem animal,0.5
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,21,04061090,"Queijos tipo mozarela, minas, prato, queijo de coalho, ricota, requeijão, queijo provolone, queijo parmesão, queijo fresco não maturado e queijo do reino",0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,4,04061090,Leite e laticínios; ovos de aves; mel natural; produtos comestíveis de origem animal,0.5
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,21,04062000,"Queijos tipo mozarela, minas, prato, queijo de coalho, ricota, requeijão, queijo provolone, queijo parmesão, queijo fresco não maturado e queijo do reino",0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,4,04062000,Leite e laticínios; ovos de aves; mel natural; produtos comestíveis de origem animal,0.5
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,21,04069010,"Queijos tipo mozarela, minas, prato, queijo de coalho, ricota, requeijão, queijo provolone, queijo parmesão, queijo fresco não maturado e queijo do reino",0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,4,04069010,Leite e laticínios; ovos de aves; mel natural; produtos comestíveis de origem animal,0.5
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,21,04069020,"Queijos tipo mozarela, minas, prato, queijo de coalho, ricota, requeijão, queijo provolone, queijo parmesão, queijo fresco não maturado e queijo do reino",0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,4,04069020,Leite e laticínios; ovos de aves; mel natural; produtos comestíveis de origem animal,0.5
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,21,04069030,"Queijos tipo mozarela, minas, prato, queijo de coalho, ricota, requeijão, queijo provolone, queijo parmesão, queijo fresco não maturado e queijo do reino",0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,4,04069030,Leite e laticínios; ovos de aves; mel natural; produtos comestíveis de origem animal,0.5
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,16,04071100,Ovos fertilizados,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,4,04071100,Leite e laticínios; ovos de aves; mel natural; produtos comestíveis de origem animal,0.5
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,16,04071900,Ovos fertilizados,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,4,04071900,Leite e laticínios; ovos de aves; mel natural; produtos comestíveis de origem animal,0.5
Alíquota 0% - Produtos Hortícolas - Anexo XV - Art 148,GERAL,Redução de 100%,1,04072100,Ovos,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,4,04072100,Leite e laticínios; ovos de aves; mel natural; produtos comestíveis de origem animal,0.5
Alíquota 0% - Produtos Hortícolas - Anexo XV - Art 148,GERAL,Redução de 100%,1,04072900,Ovos,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,4,04072900,Leite e laticínios; ovos de aves; mel natural; produtos comestíveis de origem animal,0.5
Alíquota reduzida 60%  -Alimentos - Anexo VII - Art 135,GERAL,Redução de 60%,3,04090000,Mel natural,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,4,04090000,Leite e laticínios; ovos de aves; mel natural; produtos comestíveis de origem animal,0.5
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,7,05061000,"Calcário, casca de coco triturada, turfa; tortas, bagaços e demais resíduos e desperdícios vegetais das indústrias alimentares; cascas, serragens e demais resíduos e desperdícios de madeira; resíduos da indústria de celulose (dregs e grits), ossos, borra de carnaúba, cinzas, resíduos agroindustriais orgânicos, DL-Metionina e seus análogos, vermiculita e argilas expandidas, palhas e cascas de produtos vegetais, fibra de coco e outras fibras vegetais, silicatos de potássio ou de magnésio, resinas e oleorresinas naturais, sucos e extratos vegetais, aminoácidos e microrganismos mortos, óleos essenciais, argilas e terras, carvão vegetal e pastas mecânicas de madeira; todos destinados diretamente à fabricação de biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário ou utilizados diretamente como biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário; em conformidade com as definições e demais requisitos da legislação específica",0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,5,05061000,"Outros produtos de origem animal, não compreendidos noutros Capítulos",0.5
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,7,05069000,"Calcário, casca de coco triturada, turfa; tortas, bagaços e demais resíduos e desperdícios vegetais das indústrias alimentares; cascas, serragens e demais resíduos e desperdícios de madeira; resíduos da indústria de celulose (dregs e grits), ossos, borra de carnaúba, cinzas, resíduos agroindustriais orgânicos, DL-Metionina e seus análogos, vermiculita e argilas expandidas, palhas e cascas de produtos vegetais, fibra de coco e outras fibras vegetais, silicatos de potássio ou de magnésio, resinas e oleorresinas naturais, sucos e extratos vegetais, aminoácidos e microrganismos mortos, óleos essenciais, argilas e terras, carvão vegetal e pastas mecânicas de madeira; todos destinados diretamente à fabricação de biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário ou utilizados diretamente como biofertilizantes, fertilizantes, corretivos de solo (inclusive condicionadores), remineralizadores, substratos para plantas, bioestimulantes ou biodefensivos para controle fitossanitário; em conformidade com as definições e demais requisitos da legislação específica",0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,5,05069000,"Outros produtos de origem animal, não compreendidos noutros Capítulos",0.5
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,14,05111000,"Embriões e sêmen, congelado ou resfriado",0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,5,05111000,"Outros produtos de origem animal, não compreendidos noutros Capítulos",0.5
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,14,05119110,"Embriões e sêmen, congelado ou resfriado",0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,5,05119110,"Outros produtos de origem animal, não compreendidos noutros Capítulos",0.5
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,14,05119190,"Embriões e sêmen, congelado ou resfriado",0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,5,05119190,"Outros produtos de origem animal, não compreendidos noutros Capítulos",0.5
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,14,05119910,"Embriões e sêmen, congelado ou resfriado",0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,5,05119910,"Outros produtos de origem animal, não compreendidos noutros Capítulos",0.5
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,14,05119920,"Embriões e sêmen, congelado ou resfriado",0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,5,05119920,"Outros produtos de origem animal, não compreendidos noutros Capítulos",0.5
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,14,05119930,"Embriões e sêmen, congelado ou resfriado",0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,5,05119930,"Outros produtos de origem animal, não compreendidos noutros Capítulos",0.5
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,14,05119990,"Embriões e sêmen, congelado ou resfriado",0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,5,05119990,"Outros produtos de origem animal, não compreendidos noutros Capítulos",0.5
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,14,05119991,"Embriões e sêmen, congelado ou resfriado",0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,5,05119991,"Outros produtos de origem animal, não compreendidos noutros Capítulos",0.5
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,14,05119999,"Embriões e sêmen, congelado ou resfriado",0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,5,05119999,"Outros produtos de origem animal, não compreendidos noutros Capítulos",0.5
Alíquota 0% - Produtos Hortícolas - Anexo XV - Art 148,GERAL,Redução de 100%,4,06011000,"Plantas e produtos de floricultura relativos à horticultura e cultivados para fins alimentares, ornamentais ou medicinais",0.3333333333333333
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,11,06011000,"Mudas de plantas e demais materiais propagativos de plantas e fungos, inclusive plantas e fungos nativos de espécies florestais; em conformidade com as definições e demais requisitos da legislação específica",0.3333333333333333
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,6,06011000,Plantas vivas e produtos de floricultura,0.3333333333333333
Alíquota 0% - Produtos Hortícolas - Anexo XV - Art 148,GERAL,Redução de 100%,4,06012000,"Plantas e produtos de floricultura relativos à horticultura e cultivados para fins alimentares, ornamentais ou medicinais",0.3333333333333333
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,11,06012000,"Mudas de plantas e demais materiais propagativos de plantas e fungos, inclusive plantas e fungos nativos de espécies florestais; em conformidade com as definições e demais requisitos da legislação específica",0.3333333333333333
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,6,06012000,Plantas vivas e produtos de floricultura,0.3333333333333333
Alíquota 0% - Produtos Hortícolas - Anexo XV - Art 148,GERAL,Redução de 100%,4,06021000,"Plantas e produtos de floricultura relativos à horticultura e cultivados para fins alimentares, ornamentais ou medicinais",0.3333333333333333
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,11,06021000,"Mudas de plantas e demais materiais propagativos de plantas e fungos, inclusive plantas e fungos nativos de espécies florestais; em conformidade com as definições e demais requisitos da legislação específica",0.3333333333333333
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,6,06021000,Plantas vivas e produtos de floricultura,0.3333333333333333
Alíquota 0% - Produtos Hortícolas - Anexo XV - Art 148,GERAL,Redução de 100%,4,06022000,"Plantas e produtos de floricultura relativos à horticultura e cultivados para fins alimentares, ornamentais ou medicinais",0.3333333333333333
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,11,06022000,"Mudas de plantas e demais materiais propagativos de plantas e fungos, inclusive plantas e fungos nativos de espécies florestais; em conformidade com as definições e demais requisitos da legislação específica",0.3333333333333333
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,6,06022000,Plantas vivas e produtos de floricultura,0.3333333333333333
Alíquota 0% - Produtos Hortícolas - Anexo XV - Art 148,GERAL,Redução de 100%,4,06023000,"Plantas e produtos de floricultura relativos à horticultura e cultivados para fins alimentares, ornamentais ou medicinais",0.3333333333333333
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,11,06023000,"Mudas de plantas e demais materiais propagativos de plantas e fungos, inclusive plantas e fungos nativos de espécies florestais; em conformidade com as definições e demais requisitos da legislação específica",0.3333333333333333
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,6,06023000,Plantas vivas e produtos de floricultura,0.3333333333333333
Alíquota 0% - Produtos Hortícolas - Anexo XV - Art 148,GERAL,Redução de 100%,4,06024000,"Plantas e produtos de floricultura relativos à horticultura e cultivados para fins alimentares, ornamentais ou medicinais",0.3333333333333333
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,11,06024000,"Mudas de plantas e demais materiais propagativos de plantas e fungos, inclusive plantas e fungos nativos de espécies florestais; em conformidade com as definições e demais requisitos da legislação específica",0.3333333333333333
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,6,06024000,Plantas vivas e produtos de floricultura,0.3333333333333333
Alíquota 0% - Produtos Hortícolas - Anexo XV - Art 148,GERAL,Redução de 100%,4,06029010,"Plantas e produtos de floricultura relativos à horticultura e cultivados para fins alimentares, ornamentais ou medicinais",0.3333333333333333
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,11,06029010,"Mudas de plantas e demais materiais propagativos de plantas e fungos, inclusive plantas e fungos nativos de espécies florestais; em conformidade com as definições e demais requisitos da legislação específica",0.3333333333333333
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,6,06029010,Plantas vivas e produtos de floricultura,0.3333333333333333
Alíquota 0% - Produtos Hortícolas - Anexo XV - Art 148,GERAL,Redução de 100%,4,06029021,"Plantas e produtos de floricultura relativos à horticultura e cultivados para fins alimentares, ornamentais ou medicinais",0.3333333333333333
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,11,06029021,"Mudas de plantas e demais materiais propagativos de plantas e fungos, inclusive plantas e fungos nativos de espécies florestais; em conformidade com as definições e demais requisitos da legislação específica",0.3333333333333333
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,6,06029021,Plantas vivas e produtos de floricultura,0.3333333333333333
Alíquota 0% - Produtos Hortícolas - Anexo XV - Art 148,GERAL,Redução de 100%,4,06029029,"Plantas e produtos de floricultura relativos à horticultura e cultivados para fins alimentares, ornamentais ou medicinais",0.3333333333333333
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,11,06029029,"Mudas de plantas e demais materiais propagativos de plantas e fungos, inclusive plantas e fungos nativos de espécies florestais; em conformidade com as definições e demais requisitos da legislação específica",0.3333333333333333
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,6,06029029,Plantas vivas e produtos de floricultura,0.3333333333333333
Alíquota 0% - Produtos Hortícolas - Anexo XV - Art 148,GERAL,Redução de 100%,4,06029081,"Plantas e produtos de floricultura relativos à horticultura e cultivados para fins alimentares, ornamentais ou medicinais",0.3333333333333333
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,11,06029081,"Mudas de plantas e demais materiais propagativos de plantas e fungos, inclusive plantas e fungos nativos de espécies florestais; em conformidade com as definições e demais requisitos da legislação específica",0.3333333333333333
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,6,06029081,Plantas vivas e produtos de floricultura,0.3333333333333333
Alíquota 0% - Produtos Hortícolas - Anexo XV - Art 148,GERAL,Redução de 100%,4,06029082,"Plantas e produtos de floricultura relativos à horticultura e cultivados para fins alimentares, ornamentais ou medicinais",0.3333333333333333
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,11,06029082,"Mudas de plantas e demais materiais propagativos de plantas e fungos, inclusive plantas e fungos nativos de espécies florestais; em conformidade com as definições e demais requisitos da legislação específica",0.3333333333333333
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,6,06029082,Plantas vivas e produtos de floricultura,0.3333333333333333
Alíquota 0% - Produtos Hortícolas - Anexo XV - Art 148,GERAL,Redução de 100%,4,06029083,"Plantas e produtos de floricultura relativos à horticultura e cultivados para fins alimentares, ornamentais ou medicinais",0.3333333333333333
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,11,06029083,"Mudas de plantas e demais materiais propagativos de plantas e fungos, inclusive plantas e fungos nativos de espécies florestais; em conformidade com as definições e demais requisitos da legislação específica",0.3333333333333333
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,6,06029083,Plantas vivas e produtos de floricultura,0.3333333333333333
Alíquota 0% - Produtos Hortícolas - Anexo XV - Art 148,GERAL,Redução de 100%,4,06029089,"Plantas e produtos de floricultura relativos à horticultura e cultivados para fins alimentares, ornamentais ou medicinais",0.3333333333333333
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,11,06029089,"Mudas de plantas e demais materiais propagativos de plantas e fungos, inclusive plantas e fungos nativos de espécies florestais; em conformidade com as definições e demais requisitos da legislação específica",0.3333333333333333
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,6,06029089,Plantas vivas e produtos de floricultura,0.3333333333333333
Alíquota 0% - Produtos Hortícolas - Anexo XV - Art 148,GERAL,Redução de 100%,4,06029090,"Plantas e produtos de floricultura relativos à horticultura e cultivados para fins alimentares, ornamentais ou medicinais",0.3333333333333333
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,11,06029090,"Mudas de plantas e demais materiais propagativos de plantas e fungos, inclusive plantas e fungos nativos de espécies florestais; em conformidade com as definições e demais requisitos da legislação específica",0.3333333333333333
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,6,06029090,Plantas vivas e produtos de floricultura,0.3333333333333333
Alíquota 0% - Produtos Hortícolas - Anexo XV - Art 148,GERAL,Redução de 100%,4,06031000,"Plantas e produtos de floricultura relativos à horticultura e cultivados para fins alimentares, ornamentais ou medicinais",0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,6,06031000,Plantas vivas e produtos de floricultura,0.5
Alíquota 0% - Produtos Hortícolas - Anexo XV - Art 148,GERAL,Redução de 100%,4,06031100,"Plantas e produtos de floricultura relativos à horticultura e cultivados para fins alimentares, ornamentais ou medicinais",0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,6,06031100,Plantas vivas e produtos de floricultura,0.5
Alíquota 0% - Produtos Hortícolas - Anexo XV - Art 148,GERAL,Redução de 100%,4,06031200,"Plantas e produtos de floricultura relativos à horticultura e cultivados para fins alimentares, ornamentais ou medicinais",0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,6,06031200,Plantas vivas e produtos de floricultura,0.5
Alíquota 0% - Produtos Hortícolas - Anexo XV - Art 148,GERAL,Redução de 100%,4,06031300,"Plantas e produtos de floricultura relativos à horticultura e cultivados para fins alimentares, ornamentais ou medicinais",0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,6,06031300,Plantas vivas e produtos de floricultura,0.5
Alíquota 0% - Produtos Hortícolas - Anexo XV - Art 148,GERAL,Redução de 100%,4,06031400,"Plantas e produtos de floricultura relativos à horticultura e cultivados para fins alimentares, ornamentais ou medicinais",0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,6,06031400,Plantas vivas e produtos de floricultura,0.5
Alíquota 0% - Produtos Hortícolas - Anexo XV - Art 148,GERAL,Redução de 100%,4,06031500,"Plantas e produtos de floricultura relativos à horticultura e cultivados para fins alimentares, ornamentais ou medicinais",0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,6,06031500,Plantas vivas e produtos de floricultura,0.5
Alíquota 0% - Produtos Hortícolas - Anexo XV - Art 148,GERAL,Redução de 100%,4,06031900,"Plantas e produtos de floricultura relativos à horticultura e cultivados para fins alimentares, ornamentais ou medicinais",0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,6,06031900,Plantas vivas e produtos de floricultura,0.5
Alíquota 0% - Produtos Hortícolas - Anexo XV - Art 148,GERAL,Redução de 100%,4,06039000,"Plantas e produtos de floricultura relativos à horticultura e cultivados para fins alimentares, ornamentais ou medicinais",0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,6,06039000,Plantas vivas e produtos de floricultura,0.5
Alíquota 0% - Produtos Hortícolas - Anexo XV - Art 148,GERAL,Redução de 100%,4,06041000,"Plantas e produtos de floricultura relativos à horticultura e cultivados para fins alimentares, ornamentais ou medicinais",0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,6,06041000,Plantas vivas e produtos de floricultura,0.5
Alíquota 0% - Produtos Hortícolas - Anexo XV - Art 148,GERAL,Redução de 100%,4,06042000,"Plantas e produtos de floricultura relativos à horticultura e cultivados para fins alimentares, ornamentais ou medicinais",0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,6,06042000,Plantas vivas e produtos de floricultura,0.5
Alíquota 0% - Produtos Hortícolas - Anexo XV - Art 148,GERAL,Redução de 100%,4,06049000,"Plantas e produtos de floricultura relativos à horticultura e cultivados para fins alimentares, ornamentais ou medicinais",0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,6,06049000,Plantas vivas e produtos de floricultura,0.5
Alíquota 0% - Produtos Hortícolas - Anexo XV - Art 148,GERAL,Redução de 100%,4,06049100,"Plantas e produtos de floricultura relativos à horticultura e cultivados para fins alimentares, ornamentais ou medicinais",0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,6,06049100,Plantas vivas e produtos de floricultura,0.5
Alíquota 0% - Produtos Hortícolas - Anexo XV - Art 148,GERAL,Redução de 100%,4,06049900,"Plantas e produtos de floricultura relativos à horticultura e cultivados para fins alimentares, ornamentais ou medicinais",0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,6,06049900,Plantas vivas e produtos de floricultura,0.5
Alíquota 0% - Produtos Hortícolas - Anexo XV - Art 148,GERAL,Redução de 100%,2,07011000,Produtos hortícolas,0.3333333333333333
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,10,07011000,"Semente genética, semente básica, semente nativa in natura, semente certificada de primeira geração (C1), semente certificada de segunda geração (C2), semente não certificada de primeira geração (S1), semente não certificada de segunda geração (S2) e sementes de cultivar local, tradicional ou crioula; em conformidade com as definições e demais requisitos da legislação específica",0.3333333333333333
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,7,07011000,"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis",0.3333333333333333
Alíquota 0% - Produtos Hortícolas - Anexo XV - Art 148,GERAL,Redução de 100%,2,07019000,Produtos hortícolas,0.3333333333333333
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,10,07019000,"Semente genética, semente básica, semente nativa in natura, semente certificada de primeira geração (C1), semente certificada de segunda geração (C2), semente não certificada de primeira geração (S1), semente não certificada de segunda geração (S2) e sementes de cultivar local, tradicional ou crioula; em conformidade com as definições e demais requisitos da legislação específica",0.3333333333333333
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,7,07019000,"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis",0.3333333333333333
Alíquota 0% - Produtos Hortícolas - Anexo XV - Art 148,GERAL,Redução de 100%,2,07020000,Produtos hortícolas,0.3333333333333333
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,10,07020000,"Semente genética, semente básica, semente nativa in natura, semente certificada de primeira geração (C1), semente certificada de segunda geração (C2), semente não certificada de primeira geração (S1), semente não certificada de segunda geração (S2) e sementes de cultivar local, tradicional ou crioula; em conformidade com as definições e demais requisitos da legislação específica",0.3333333333333333
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,7,07020000,"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis",0.3333333333333333
Alíquota 0% - Produtos Hortícolas - Anexo XV - Art 148,GERAL,Redução de 100%,2,07031011,Produtos hortícolas,0.3333333333333333
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,10,07031011,"Semente genética, semente básica, semente nativa in natura, semente certificada de primeira geração (C1), semente certificada de segunda geração (C2), semente não certificada de primeira geração (S1), semente não certificada de segunda geração (S2) e sementes de cultivar local, tradicional ou crioula; em conformidade com as definições e demais requisitos da legislação específica",0.3333333333333333
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,7,07031011,"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis",0.3333333333333333
Alíquota 0% - Produtos Hortícolas - Anexo XV - Art 148,GERAL,Redução de 100%,2,07031019,Produtos hortícolas,0.3333333333333333
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,10,07031019,"Semente genética, semente básica, semente nativa in natura, semente certificada de primeira geração (C1), semente certificada de segunda geração (C2), semente não certificada de primeira geração (S1), semente não certificada de segunda geração (S2) e sementes de cultivar local, tradicional ou crioula; em conformidade com as definições e demais requisitos da legislação específica",0.3333333333333333
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,7,07031019,"Produtos hortícolas, plantas, raízes e tubérculos, comestíveis",0.3333333333333333
Alíquota 0% - Produtos Hortícolas - Anexo XV - Art 148,GERAL,Redução de 100%,2,07031021,Produtos hortícolas,0.3333333333333333
