ncm,valor_antes_tratamento,valor_apos_tratamento,diferenca
07039090,39967814.05999999,39967814.06,7.450580596923828e-09
07041000,267799716.13,267799716.13,0
07042000,529928.82,529928.82,0
07049000,192852227.13,192852227.13,0
07051100,63196492.73,63196492.73,0
07051900,155908017.59,155908017.59,0
07052100,739908.31,739908.31,0
07052900,20897882.86,20897882.86,0
07061000,786492082.9,786492082.9,0
07062900,4299.2,0,-4299.2
07069000,110133453.05,110133453.05,0
07070000,21170820.96,21170820.96,0
07081000,1390253.38,1390253.38,0
07082000,8314856.81,8314856.81,0
07089000,15318469.25,15318469.25,1.862645149230957e-09
07092000,48796.3,48796.3,0
07093000,9128344.73,9128344.73,0
07094000,1794052.81,1794052.81,0
07095100,4158984.789999999,4158984.79,4.656612873077393e-10
07095200,180,180,0
07095400,14864.48,14864.48,0
07095900,29632282.41,29632282.41,0
07096000,104368942.7,104368942.7,0
07097000,6206861.15,6206861.15,0
07099000,43012.49999999999,43012.49999999999,0
07099090,73380.65,73380.65,0
07099100,53057.14000000001,53057.14000000001,0
07099200,1141785.4,1141785.4,0
07099300,110915066.5,110915066.5,1.490116119384766e-08
07099911,1774701.88,1774701.88,0
07099919,156544694.05,156544694.05,0
07099990,127413443.76,127413443.76,-1.490116119384766e-08
07101000,1133161664.22,1133161664.22,0
07102100,14419.95,14419.95,0
07102200,2836175.08,2836175.08,0
07102900,384633.28,384633.28,0
07103000,310977.16,310977.16,0
07104000,71043728.73999998,71043728.73999998,0
07108000,18942342.54,18942342.54,0
07109000,69865329.94,69865329.94,0
07114000,812583.41,812583.41,0
07115100,980.1000000000003,980.1000000000003,0
07122000,290869607.48,290869607.48,5.960464477539062e-08
07123100,54167.14999999999,54167.14999999999,0
07123900,74767,74767,0
07129090,3057293.32,3057293.32,0
07131010,6408048.7,6408048.7,0
07131090,7754018.58,7754018.58,0
07132090,870538.19,870538.19,0
07133110,929292,929292,0
07133190,123678709.41,123678709.41,0
07133210,308380.1,308380.1,0
07133290,15263021.22,15263021.22,0
07133311,57351029.39,57351029.39,0
07133319,669397334.33,669397334.33,0
07133321,44022129.89,44022129.89,0
07133329,69417755.35000001,69417755.35,-1.490116119384766e-08
07133391,63224050.46,63224050.46,0
07133399,2835440107.92,2835440107.920001,4.76837158203125e-07
07133490,1233512,1233512,0
07133510,1842767.92,1842767.92,0
07133590,231046049.14,231046049.14,-2.980232238769531e-08
07133910,12880654.05,12880654.05,0
07133990,38107951.05,38107951.05,0
07134010,14.44,14.44,0
07135010,2400,2400,0
07136090,1974401.2,1974401.2,0
07139010,18000,18000,0
07139090,17939149.69,17939149.69,0
07141000,110026842.14,110026842.14,0
07142000,65423289.13,65423289.13,0
07143000,6378418.72,6378418.72,0
07144000,444.1900000000002,444.1900000000002,0
07145000,462,462,0
07149000,19419970.49,19419970.49,0
08011100,4948759.17,4948759.17,0
08011200,2378574.89,2378574.89,0
08011900,69230202.59,69230202.59,0
08012100,851291.5,851291.5,0
08013100,12220094.31,12220094.31,0
08013200,180282.5,180282.5,0
08023100,91945,91945,0
08023200,73102,73102,0
08024200,435,435,0
08026100,15040,15040,0
08029100,152097,152097,0
08029900,1272,1272,0
08031000,203243259.16,203243259.16,0
08039000,685081848.09,685081848.09,0
08041010,4829946.199999999,4829946.199999999,0
08041020,2575946.05,2575946.05,0
08042010,6152683.189999999,6152683.189999999,0
08043000,95285807.16,95285807.16,0
08044000,112504858.27,112504858.27,0
08045010,28291740.03,28291740.03,0
08045020,134678683.3,134678683.3,0
08051000,2175987023.94,2175987023.94,0
08052000,5968379.180000002,5968379.180000002,0
08052100,219882183.89,219882183.89,0
08052200,393337.9,393337.9,0
08052900,185929,185929,0
08055000,146967590.02,146967590.02,0
08059000,3034234.45,3034234.45,0
08061000,293087967.93,293087967.9299999,-5.960464477539062e-08
08062000,22388.4,22388.4,0
08071100,159607540.03,159607540.03,0
08071900,12592063.62,12592063.62,-1.862645149230957e-09
08072000,457969285.5,457969285.5,0
08081000,299110311.15,299110311.15,-5.960464477539062e-08
08083000,388323.48,388323.48,0
08084000,5400,5400,0
08091000,417111.3,417111.3,0
08092900,1175912.11,1175912.11,0
08093010,23088034.84,23088034.84,0
08093020,1580570.74,1580570.74,0
08094000,16695977.73,16695977.73,0
08101000,204388869.49,204388869.49,0
08102000,867887.55,867887.55,0
08104000,67932.72,67932.72,0
08105000,234149.87,234149.87,0
08107000,28105770.5,28105770.5,0
08109011,3179210.62,3179210.62,0
08109012,11357605.48,11357605.48,0
08109013,72595,72595,0
08109014,1772143.8,1772143.8,0
08109015,21707674.34,21707674.34,0
08109016,6362257.500000001,6362257.500000001,0
08109017,491,491,0
08109090,9646708.09,9646708.09,0
08111000,6535646.5,6535646.5,0
08112000,254576.76,254576.76,2.91038304567337e-11
08119000,66917988.69000001,66917988.69000001,0
08121000,1151,1151,0
08132010,4732.940000000001,4732.940000000001,0
08132020,44418.8,44418.8,0
08133000,56919.41,56919.41,0
08134010,4839.939999999999,4839.939999999999,0
08140000,2912.4,2912.4,0
09000000,114.66,0,-114.66
09011110,9124843723.28,9124843723.279999,-1.9073486328125e-06
09011190,36566497.78,36566497.78,0
09011200,6357666.310000001,6357666.310000001,0
09012100,198724118.49,198724118.49,2.980232238769531e-08
09012200,1266608.39,1266608.39,0
09019000,2690940.54,2690940.54,0
09021000,3994.62,3994.62,0
09022000,160,160,0
09030010,7816.21,7816.21,0
09030090,2966787.45,2966787.45,0
09041100,29506391.92,29506391.92,0
09041200,2592981.5,2592981.5,0
09042100,929850,929850,0
09051000,775,775,0
09083100,6689869.73,6689869.73,0
09092100,1053344.02,1053344.02,0
09092200,189156.5,189156.5,0
09096110,682547.9299999998,682547.9299999998,0
09096210,2867.100000000001,2867.100000000001,0
09100000,142552.76,0,-142552.76
09101100,15536074.34,15536074.34,0
09101200,33495.25999999999,33495.25999999999,0
09102000,4205,4205,0
09103000,150,150,0
09104000,1058,1058,0
09109100,2669.600000000001,2669.600000000001,0
09109900,2118089.1,2118089.1,-4.656612873077393e-10
09999000,348116.94,0,-348116.94
09999990,400000,0,-400000
09999999,1852673.86,0,-1852673.86
10011090,754749.2,754749.2,0
10011100,239175022.63,239175022.63,-2.980232238769531e-08
10011900,572326943.6800001,572326943.6800001,0
10019090,2850989.8,2850989.8,0
10019100,52064687.67,52064687.67,0
10019900,1277302030.58,1277302030.58,0
10021000,1963107.81,1963107.81,0
10029000,5863527.16,5863527.16,0
10029090,3600,0,-3600
10031000,6778486.439999999,6778486.439999999,0
10039010,20465780.33,20465780.33,0
10039080,7784547.57,7784547.57,0
10039090,7925980.149999999,7925980.15,9.313225746154785e-10
10041000,35541042.38,35541042.38,-7.450580596923828e-09
10049000,128763965.28,128763965.28,-1.490116119384766e-08
10051000,535848470.18,535848470.18,0
10059010,41733353689.38,41737221545.39999,3867856.019996643
10059090,865304568.1999999,865304568.1999999,0
10061010,496629024.08,496629024.08,0
10061091,27799760.67,27799760.67,0
10061092,8390658837.47,8390658837.47,0
10062010,355230.23,355230.23,0
10062020,4506010.54,4506010.54,0
10063011,17632060.85,17632060.85,0
10063019,69349794.13,69349794.13,0
10063021,4686566.08,4686566.08,0
10063029,28422972.86,28422972.86,0
10064000,9303996.01,9303996.01,0
10070090,24685241.34,24685241.34,3.725290298461914e-09
10071000,157725059.36,157725059.36,-2.980232238769531e-08
10079000,1715693866.71,1715693866.71,0
10081010,5718446.08,5718446.08,0
10081090,38928368.92,38928368.92,0
10082010,4124341.5,4124341.5,0
10082110,108876714.86,108876714.86,0
10082190,4870062.98,4870062.98,0
10082910,254052773.42,254052773.42,0
10082990,6055577.5,6055577.5,0
10083010,133000,133000,0
10083090,14320,14320,0
10085090,1651940.83,1651940.83,0
10086010,2374602.46,2374602.46,0
10086090,5229315.560000001,5229315.560000001,0
10089010,14945079.22,14945079.22,0
10089090,99161954.14,99161954.14,0
10290900,9461673.150000002,0,-9461673.150000002
11010010,148095472.49,148095472.49,2.980232238769531e-08
11010020,180317.73,180317.73,0
11022000,8882598.629999999,8882598.629999999,0
11029000,100207.92,100207.92,0
11031100,25925705.66,25925705.66,3.725290298461914e-09
11031300,41192682.18,41192682.18,0
11031900,23940798.77,23940798.77,0
11041200,36259728.77,36259728.77,0
11041900,14322095.78,14322095.78,0
11042200,3185336.32,3185336.32,0
11042300,246439398.37,246439398.37,0
11042900,2193246.94,2193246.94,0
11043000,1712263.72,1712263.72,0
11061000,1440,1440,0
11062000,9902518.59,9902518.59,0
11081200,1175831.03,1175831.03,0
11081400,410205.66,410205.66,0
12010010,43090264.64,43090264.64,0
12010090,71543091.28000002,71543091.28000002,0
12011000,4113614149.19,4113614149.19,-4.76837158203125e-07
12019000,86981010402.31,86981010402.31,0
12023000,31783495.8,31783495.8,0
12024100,477703108.05,477703108.05,0
12024200,44454627.41,44454627.41,0
12030000,1146360,1146360,0
12040010,418649.07,418649.07,0
12040090,3658092.24,3658092.24,0
12050010,256268.49,256268.49,0
12050090,726508.11,726508.11,0
12051010,3304962.83,3304962.83,0
12051090,75104087.38,75104087.38,0
12059010,12277439.7,12277439.7,-1.862645149230957e-09
12059090,7844209.039999999,7844209.039999999,0
12060010,2384590.45,2384590.45,0
12060090,45877267.03,45877267.03,0
12071010,2496,2496,0
12071090,33171695.3,33171695.3,0
12072100,183917946.32,183917946.32,0
12072900,1278447202.48,1278447202.48,0
12073010,2053926.8,2053926.8,0
12073090,21093435.8,21093435.8,0
12074010,48431854.45,48431854.45,0
12074090,1070132894.7,1070132894.7,0
12075010,59950,59950,0
12075090,6877886.21,6877886.21,0
12076090,170812.4,170812.4,0
12077010,29000,29000,0
12077090,14000,14000,0
12079190,6500,6500,0
12079910,26561696.69,26561696.69,0
12079990,47196508.70999999,47196508.70999999,0
12081000,1229134047.52,1229134047.52,2.384185791015625e-07
12089000,2616288.79,2616288.79,0
12091000,365540,365540,0
12092100,213595.62,213595.62,0
12092200,68820,68820,0
12092400,66477201.09,66477201.09,0
12092500,18851800.33,18851800.33,0
12092900,985830380.17,985830380.17,0
12093000,10368394.34,10368394.34,0
12099100,9690773.1,9690773.1,0
12099900,22998665.68,22998665.68,0
12102010,6950,6950,0
12112000,45170.57999999999,45170.57999999999,0
12113000,12366.55,12366.55,0
12114000,1436579,1436579,0
12116000,39229,39229,0
12119000,40097.69999999999,0,-40097.69999999999
12119010,75607.19,75607.19,0
12119090,7765452.72,7765452.72,0
12122100,19000,19000,0
12129100,2696234.3,2696234.3,0
12129200,206097387.38,206097387.38,0
12129300,3253851035.45,3253851035.45,0
12129900,0,0,0
12129990,276769647.8,276769647.8,0
12130000,43905959.82,43905959.82,0
12141000,292203.3,292203.3,0
12149000,386418177.93,386418177.93,0
13019010,273965.7,273965.7,0
13019090,14468312.51,14468312.51,1.862645149230957e-09
13021190,18000,18000,0
13021910,1061284,1061284,0
13021999,875,875,0
13023220,256750,256750,0
14019000,73521.8,73521.8,0
14042090,56293383.08,56293383.08,0
14049010,47156794.64,47156794.64,0
14049090,24819620.63,24819620.63,0
15012000,8071251.05,8071251.05,0
15021011,1460760,1460760,0
15021019,36841,36841,0
15030000,1710600,1710600,0
15060000,1677824,1677824,0
15071000,16947227.93,16947227.93,3.725290298461914e-09
15079011,287322.5,287322.5,0
15079019,72000,72000,0
15079090,1574.44,1574.44,0
15099010,7150,7150,0
15121110,323641.93,323641.93,0
15122100,19339427,19339427,0
15122910,74338,74338,0
15141100,873623.89,873623.89,0
15141910,987204.66,987204.66,0
15152990,33140.14,33140.14,0
15162000,331046.9,331046.9,0
15180090,79400,79400,0
15211000,39082096.57,39082096.57,0
16010000,115607,115607,0
16023290,31651.5,31651.5,0
16025000,18356448.89,18356448.89,0
16041310,27700,27700,0
16051000,8600,8600,0
17011200,7598577.48,7598577.48,0
17011300,7700.83,7700.83,0
17011400,1385623.69,1385623.69,0
17021900,37200,37200,0
17031000,240,240,0
17041000,30.05,30.05,0
17049020,121.94,121.94,0
17049090,32.25,32.25,0
18010000,166443061.07,166443061.07,0
18020000,2300,2300,0
18050000,8745.5,8745.5,0
18063110,10,10,0
18069000,69.03999999999999,69.03999999999999,0
19019020,56981.24,56981.24000000001,7.275957614183426e-12
19021100,6856735,6856735,0
19023000,4250250.08,4250250.08,0
19041000,801860.24,801860.24,0
19043000,1491069.3,1491069.3,0
19049000,3704204.07,3704204.07,0
19053200,6,6,0
19059020,40000,40000,0
19059090,1421480.59,1421480.59,0
20011000,18299,18299,0
20019000,953716.52,953716.52,0
20021000,2105240.31,2105240.31,0
20031000,57141,57141,0
20041000,2914977.2,2914977.2,0
20052000,22737828.3,22737828.3,0
20054000,27790.3,27790.3,0
20055100,193237907.64,193237907.64,2.980232238769531e-08
20056000,261,261,0
20057000,49080,49080,0
20058000,1165019.21,1165019.21,0
20059100,16.9,16.9,0
20059900,37720.20000000001,37720.20000000001,0
20060000,7029877.64,7029877.64,0
20071000,46400,46400,0
20079910,3855,3855,0
20079921,434395.96,434395.96,0
20079922,22650.13,22650.13,0
20079923,8773126,8773126,0
20079925,617478.2999999999,617478.2999999999,0
20079926,1931.2,1931.2,0
20079927,740781.8200000001,740781.8200000001,0
20079990,4933934.4,4933934.4,0
20081100,16559498.45,16559498.45,0
20082090,18425,18425,0
20087020,43750.3,43750.3,0
20088000,5123.21,5123.21,0
20089100,825672.27,825672.27,0
20089900,60549.10000000001,60549.10000000001,0
20091100,63771.35,63771.35,0
20093900,211642.2,211642.2,0
20094900,23360,23360,0
20098912,5450,5450,0
20098913,32714797.95,32714797.95,0
20098921,9,9,0
21011110,3444283.76,3444283.76,0
21021090,5308.54,5308.54,0
21022000,29904.64,29904.64,0
21031010,426.6,426.6,0
21033021,2906.600000000001,2906.600000000001,0
21033029,778,778,0
21039021,809969.79,809969.79,0
21039029,16638,16638,0
21039099,3375,3375,0
21041011,59149.00000000001,59149.00000000001,0
21061000,3294891.12,3294891.12,0
21069029,274293.77,274293.77,0
21069030,23307.13,23307.13,0
21069090,1723757.7,1723757.7,0
22011000,1039594.68,1039594.68,0
22019000,2300,2300,0
22021000,92.5,92.5,0
22030000,22811,22811,0
22042100,9000,9000,0
22043000,3388.7,3388.7,0
22071090,0,0,0
22072019,210983.52,210983.52,0
22082000,11695.5,11695.5,0
22084000,150000,150000,0
22089000,10000,10000,0
23011010,201660.5,201660.5,0
23011090,3319640.6,3319640.6,0
23012010,12895311.38,12895311.38,0
23012090,42735,42735,0
23021000,102014684.02,102014684.02,0
23021010,46438.8,0,-46438.8
23021099,1029.96,0,-1029.96
23023010,5852096.28,5852096.28,0
23023090,7493125.04,7493125.04,0
23024000,4846367.74,4846367.739999999,-9.313225746154785e-10
23025000,17964973.75,17964973.75,0
23031000,264391,264391,0
23032000,6005898.169999999,6005898.17,9.313225746154785e-10
23033000,133500,133500,0
23040010,3693971.52,3693971.52,0
23040090,62127749.58,62127749.58,0
23050000,338615,338615,0
23061000,169657177.22,169657177.22,0
23062000,78875,78875,0
23063010,198389.6,198389.6,0
23063090,1061691.77,1061691.77,0
23065000,7.9,7.9,0
23069010,41814.19,41814.19,0
23069090,2239631.8,2239631.8,0
23080000,41046506.39,41046506.39,0
23091000,1223909.79,1223909.79,0
23099010,35077043.34,35077043.34,0
23099020,290994,290994,0
23099040,6899.28,6899.28,0
23099090,23979616.25,23979616.25,0
24011030,371203.85,371203.85,0
24011090,2113417.7,2113417.7,0
24012090,216840,216840,0
24031900,15450,15450,0
25010011,26515.83,26515.83,0
25010019,14000,14000,0
25010020,15154.89,15154.89,0
25010090,26923.2,26923.2,0
25030090,245648.21,245648.21,0
25041000,111953.5,111953.5,1.455191522836685e-11
25049000,13,13,0
25051000,101471.68,101471.68,1.455191522836685e-11
25059000,87805.25,87805.25,0
25070010,464777.2,464777.2,0
25081000,290684.5,290684.5,0
25084090,57489.16,57489.16,0
25101090,30612.11,30612.11,0
25120000,13757.5,13757.5,0
25171000,742075.99,742075.99,0
25172000,172215.88,172215.88,0
25174900,165300.34,165300.34,0
25181000,5315380.76,5315380.76,0
25182000,1250613,1250613,0
25191000,689602.49,689602.49,0
25199090,403.24,403.24,0
25201019,344834.9,344834.9,0
25202010,10000,10000,0
25202090,976636.76,976636.76,0
25210000,4306082.21,4306082.21,0
25221000,61589.96000000001,61589.96000000001,0
25222000,3568,3568,0
25223000,5700,5700,0
25232910,4939.75,4939.75,0
25241000,73400,73400,0
25252000,4686,4686,0
25280000,103075,103075,0
25301090,273709.44,273709.44,0
25309090,39173.33,39173.33,0
26011290,7,7,0
26012000,9081.6,9081.6,0
26020010,13825,13825,0
26080090,7884,7884,0
26090000,9470608.639999999,9470608.639999999,0
26159000,6943089.029999999,6943089.029999999,0
27012000,537089.1799999999,537089.1799999999,0
27079990,3075,3075,0
27101229,1360,1360,0
27101259,18002.06,18002.06,0
27101911,230832.46,230832.46,0
27101921,820774.2,820774.2,0
27101931,1291.67,1291.67,0
27101932,248360.34,248360.34,0
27101991,1140,1140,0
27101992,571.74,571.74,0
27101999,4455.5,4455.5,0
27102000,125.52,125.52,0
27109900,112802.01,112802.01,1.455191522836685e-11
27112990,169731.52,169731.52,0
27129000,117092,117092,0
27139000,41223.3,41223.3,0
27160000,725135.58,725135.58,0
28012090,325.09,325.09,0
28020000,6660,6660,0
28044000,1782,1782,0
28092011,1788,1788,0
28100010,1526.7,1526.7,0
28111990,109326.99,109326.99,0
28112210,436.8,436.8,0
28151100,47.99,47.99,0
28151200,900,900,0
28249010,682,682,0
28273190,40471.25,40471.25,0
28273995,311444.01,311444.01,0
28274911,627900,627900,0
28275900,163450,163450,0
28289011,68.82,68.82,0
28299019,18000,18000,0
28331900,492.65,492.65,0
28332100,55561.64,55561.64,0
28332200,18000,18000,0
28332400,6697.51,6697.51,0
