ocupacao,percentual_corrigido_2023,percentual_corrigido_2024,valor_corrigido_2023,valor_corrigido_2024,ano,valor
121,0.00034920509640715776,0.0003925260425355056,26331658.13308095,32329790.903111663,2024,24816822.5
130,0.009873560586612453,0.009356579410105198,744511533.7601136,770639965.5500537,2024,591554560.12
131,0.00024011571297243394,0.000160400307836056,18105820.70944118,13211119.39385618,2024,10141049.35
140,0.00045162587610832525,0.00038255160149100806,34054652.39794776,31508261.73459834,2024,24186204.64
211,0.00012751253117748346,0.00010892205050677285,9615026.85153967,8971193.592342619,2024,6886420.01
212,0.001904495321553083,0.0017163009566950353,143607639.8630703,141360432.28709316,2024,108510344.75
213,0.00018067530993966263,0.00016250906133004022,13623743.019124286,13384803.562902233,2024,10274371.87
214,0.011103968863507542,0.010499474984087128,837289933.7452594,864772764.2103752,2024,663812279.41
215,8.80927404513456e-05,8.981658032315915e-05,6642594.708487529,7397601.5520489,2024,5678507.64
221,0.0009600314191300928,0.001073952787885092,72390750.83851497,88454434.38061368,2024,67898923.44
222,0.0005804711871289778,0.0005662074796293657,43770176.93282041,46634789.64593656,2024,35797549.71
224,0.0034630024414575283,0.0035648239674463587,261126190.14060655,293611126.3586209,2024,225380214.45
225,0.06427127239517513,0.060120316267089066,4846347289.601543,4951715410.750405,2024,3801009501.96
226,0.1703623125370875,0.1627797992391229,12846095943.735287,13407102465.501535,2024,10291488835.26
227,0.0044648666473958605,0.004713201339602276,336671324.04031336,388195424.7145888,2024,297984511.54
228,0.0038474232328806614,0.003538906880085213,290113272.4115939,291476506.1693688,2024,223741648.63
229,0.03430965974467893,0,2587104943.067198,0,2024,
230,0,0.005313769650250914,0,437660290.2325225,2024,335954469.07
231,0,0.021654947104383628,0,1783575702.0869236,2024,1369098913.96
232,0,0.0016694835320780154,0,137504388.65056545,2024,105550389.0
241,0.03353385113929314,0.034824631723926934,2528605433.226418,2868276088.485484,2024,2201730867.43
250,3.569151711815974e-05,2.205866447453322e-05,2691303.2961884495,1816827.2491093352,2024,1394623.29
251,1.2016021990399784e-05,9.126131583685348e-06,906062.9023634853,751659.4923205446,2024,576984.87
252,0.007888002320289795,0.007511082336040407,594791377.8687992,618638498.0004905,2024,474876000.36
253,0.0010721203164100275,0.0011863257052339901,80842765.29665439,97709853.19969474,2024,75003518.91
254,0.0011888441308675,0.0011926118577674889,89644273.66496222,98227602.27866113,2024,75400950.71
255,0.04402736462406139,0.04738964587319707,3319864245.1356955,3903173741.432418,2024,2996133510.98
256,1.4573724737707565e-05,1.6731138505770414e-05,1098925.3635390948,1378033.9413113708,2024,1057799.1
257,1.3568615838481921e-05,1.0561043041528869e-05,1023135.5649558903,869843.7205488257,2024,667704.82
258,0.00013364541651878428,0.00014876270574667468,10077474.398376808,12252606.57841851,2024,9405280.83
259,1.1691597296528884e-05,1.2196582025625412e-05,881599.7996859183,1004552.3198258939,2024,771109.12
261,0.000384022916072691,0.0003811504648812616,28957080.653556205,31392859.318679143,2024,24097620.05
263,0.0015487701028030114,0.0014572912532118713,116784334.745779,120027504.91901872,2024,92134876.27
264,0.00029996167348610083,0.0003216316639547262,22618479.2848887,26490686.77407718,2024,20334640.38
265,2.5491907052161202e-05,3.061384997875775e-05,1922206.1435069751,2521461.6644523437,2024,1935511.02
266,7.976948449418665e-05,8.024526436726956e-05,6014983.219786626,6609275.14821918,2024,5073376.71
271,3.826066119318804e-05,3.118272609607146e-05,2885028.4856954175,2568316.252249184,2024,1971477.29
272,0.00010756547304855037,8.911827724048274e-05,8110927.624994149,7340086.915557273,2024,5634358.56
273,0.00025866217577428786,0.0002175560034699636,19504308.65563918,17918658.483059365,2024,13754625.52
274,0.0005295848605972569,0.0005135412981182623,39933115.65373956,42297022.33521021,2024,32467815.79
275,0.0006804260227961561,0.000709431276840441,51307227.76230675,58431192.723484956,2024,44852642.03
276,0.00013111105588819538,0.00010893366266700762,9886372.039341368,8972150.009679666,2024,6887154.17
277,0.00029605663340938305,0.00027969823601823424,22324021.43947335,23036905.852229536,2024,17683467.4
279,0.0004189660308114472,0.0003692315662135615,31591950.994432166,30411177.952436384,2024,23344067.01
290,0.0006877712685800472,0.0006791083390286632,51861092.82004738,55933691.58269337,2024,42935523.46
291,0.0010261953978589167,0.0009975873641147077,77379816.82448356,82164716.20860037,2024,63070843.36
292,0.0007556570398860869,0.0006900227126036514,56979989.82505259,56832636.81760959,2024,43625567.03
293,0.000298444483001486,0.000283195312665596,22504076.197492,23324937.07698868,2024,17904564.4
294,0.002194928943963547,0.002084387079057155,165507660.60832283,171677267.55599913,2024,131781992.93
295,0.0021851626296924445,0.0021093309964991284,164771235.93625253,173731734.13353977,2024,133359031.66
296,0.0008469823364625,0.0008454411107693738,63866334.01960727,69633429.04718468,2024,53451643.22
311,3.988363698650525e-05,4.648596526533005e-05,3007408.2682002718,3828743.507690933,2024,2938999.77
312,0.0005897882324675037,0.0005861989991108933,44472724.67679271,48281359.7448232,2024,37061481.11
313,0.0003055964839958467,0.00030437442702037885,23043369.71608196,25069321.562105443,2024,19243579.56
314,8.494658116271628e-05,0.0001071851681562338,6405359.938225722,8828138.005881362,2024,6776608.44
316,2.1339448888927528e-05,1.5019034489462287e-05,1609091.8450870477,1237019.1834265802,2024,949554.1
