ncm,valor_antes_tratamento,valor_apos_tratamento,diferenca
00221546,60,0,-60
00233990,1425,0,-1425
00259955,2464,0,-2464
00300230,9000,0,-9000
00300450,99.6,0,-99.6
00300700,342.65,0,-342.65
00320910,1860,0,-1860
00321490,6886.94,0,-6886.94
00324900,689.3,0,-689.3
00380891,91487,0,-91487
00382400,800,0,-800
00382440,280,0,-280
00390950,192,0,-192
00391733,230000,0,-230000
00392390,36,0,-36
00392410,6.3,0,-6.3
00420100,8,0,-8
00449798,38.9,0,-38.9
00541178,10,0,-10
00600411,10000,0,-10000
00602200,640,0,-640
00611490,5120.51,0,-5120.51
00620990,14.99,0,-14.99
00680223,1900,0,-1900
00680422,414.03,0,-414.03
00680520,4,0,-4
00703101,29.54,0,-29.54
00730840,3135.02,0,-3135.02
00731420,25738.4,0,-25738.4
00731815,148.81,0,-148.81
00732190,1840,0,-1840
00741521,220,0,-220
00802015,10484,0,-10484
00812015,15099.5,0,-15099.5
00814814,19.8,0,-19.8
00822004,8803.5,0,-8803.5
00848210,4537.400000000001,0,-4537.400000000001
00850172,1540000,0,-1540000
00851310,2820,0,-2820
00853990,30,0,-30
00854622,65,0,-65
00870830,1767.96,0,-1767.96
00870831,45,0,-45
00870894,120,0,-120
00870899,8526.76,0,-8526.76
00903190,2,0,-2
00909909,1250,0,-1250
00960390,283.5,0,-283.5
00986270,1513.44,0,-1513.44
01000000,3695,0,-3695
01000158,3000,0,-3000
01002000,1910,0,-1910
01002281,2130,0,-2130
01002900,155,0,-155
01004000,107.77,0,-107.77
01007875,38.7,0,-38.7
01010010,1753.74,0,-1753.74
01010101,2111.85,0,-2111.85
01011010,185397.04,185397.04,0
01011090,944143.9899999999,944143.9899999999,0
01011100,31575.76,31575.76,0
01011900,12220.3,12220.3,0
01012000,783,783,0
01012011,499,0,-499
01012020,1550,0,-1550
01012100,25528992.84,25528992.84,0
01012600,424,0,-424
01012900,329745646.6099999,329745646.6099999,0
01012990,30,0,-30
01013000,4585513.860000001,4585513.860000001,0
01017899,71991.5,0,-71991.5
01019000,41510314.52999999,41510314.52999999,0
01019010,863,863,0
01019090,13371.33,13371.33,0
01020304,698,0,-698
01021010,1930333.56,1930333.56,0
01021090,172523.95,172523.95,0
01022110,493114596.6400002,493114596.6400002,0
01022190,8994643322.869997,8994643322.869997,0
01022910,38796,0,-38796
01022911,1908292647.609999,1908292647.609999,0
01022919,5117135615.22,5118647615.22,1512000
01022990,24892344479.49,24892344479.49,0
01023000,4021.83,0,-4021.83
01023110,5629471.96,5629471.96,0
01023190,39800123.88,39800123.88,0
01023911,40680.63,40680.63,0
01023919,8666506.629999999,8666506.629999999,0
01023990,62424419.49999999,62424419.49999999,0
01029000,22069413139.04,22069413139.04,0
01029001,98000,0,-98000
01029011,12171.68,12171.68,0
01029019,410947.54,410947.54,0
01029090,135456743.38,135456743.38,0
01031000,133407173.54,133407173.54,0
01039100,167387889.47,167387889.47,0
01039200,203656340.51,203656340.51,0
01041011,726845.5900000001,726845.5900000001,0
01041019,3375971.62,3375971.62,0
01041090,20364300.77,20364300.77,0
01042010,8814342.610000001,8814342.610000001,0
01042090,1471391.61,1471391.61,0
01050099,28,0,-28
01051110,364878831.2099999,364878831.2099999,0
01051190,479377564.0100001,479377564.0100001,0
01051200,62761.19,62761.19,0
01051300,76058.29999999999,76058.29999999999,0
01051400,9747.96,9747.96,0
01051500,16120.29,16120.29,0
01051900,15958.23,15958.23,0
01059400,72987942.22,72987942.22,0
01059900,130756109.66,130756109.66,0
01060508,1310,0,-1310
01061100,973475.62,973475.62,0
01061200,48052.95,48052.95,0
01061300,57542.88,57542.88,0
01061400,16332,16332,0
01061900,11516515.39,11516515.39,0
01062000,35126.29,35126.29,0
01063100,614256.04,614256.04,0
01063200,68544.6,68544.6,0
01063310,3261.79,3261.79,0
01063390,5734329.310000001,5734329.310000001,0
01063900,13158499.55,13158499.55,0
01064100,153166.46,153166.46,0
01064900,2006709.91,2006709.91,0
01069000,21008659.87,21008659.87,0
01069010,10.06,0,-10.06
01071200,36.68,0,-36.68
01075000,120,0,-120
01111111,311.34,0,-311.34
01201100,5698.7,0,-5698.7
01209000,4100,0,-4100
01212100,122.25,0,-122.25
01215120,67.5,0,-67.5
01234567,6900,0,-6900
01292010,180,0,-180
01352962,1118.53,0,-1118.53
01394070,25.46,0,-25.46
01544524,140,0,-140
01600497,35,0,-35
01601000,182.1,0,-182.1
01707600,707.94,0,-707.94
02010000,2039.88,0,-2039.88
02010210,150,0,-150
02011000,19462383.62,19462383.62,0
02011300,1677.7,0,-1677.7
02011900,152.5,0,-152.5
02012000,5427.48,0,-5427.48
02012010,12675856.91,12675856.91,0
02012020,9255003.72,9255003.72,0
02012090,74378254.84,74378254.84,0
02012100,280,0,-280
02012900,8715.640000000001,0,-8715.640000000001
02012990,12272.5,0,-12272.5
02013000,68564927.66000001,68564927.66000001,0
02019000,1512000,0,-1512000
02020300,91.59,0,-91.59
02021000,930990.74,930990.74,0
02022010,419725.58,419725.58,0
02022020,633812.16,633812.16,0
02022090,5456014.42,5456014.42,0
02023000,19512575.35,19512575.35,0
02030000,9.719999999999999,0,-9.719999999999999
02031100,5219358.939999999,5219358.939999999,0
02031200,3387106.1,3387106.1,0
02031900,6576520.649999999,6576520.649999999,0
02031999,38023.38,0,-38023.38
02032100,1356365.42,1356365.42,0
02032200,1088000.01,1088000.01,0
02032900,11512326.14,11512326.14,0
02041000,48245.50999999999,48245.50999999999,0
02042071,499,0,-499
02042100,21444.86,21444.86,0
02042200,239128.68,239128.68,0
02042300,26781.19,26781.19,0
02043000,10105.59,10105.59,0
02044100,8509.75,8509.75,0
02044200,107667.4,107667.4,0
02044300,45040.03000000001,45040.03000000001,0
02045000,57199.14,57199.14,0
02050000,690024.5299999999,690024.5299999999,0
02059000,840,0,-840
02060000,9,0,-9
02061000,2040147.1,2040147.1,0
02062100,104277.92,104277.92,0
02062200,424001.51,424001.51,0
02062900,542.15,0,-542.15
02062910,772427.4,772427.4,0
02062980,414,0,-414
02062990,1069263.18,1069263.18,0
02063000,1263793.2,1263793.2,0
02064100,337089.05,337089.05,0
02064900,441242.59,441242.59,0
02068000,35468,35468,0
02069000,6859.370000000001,6859.370000000001,0
02069090,3038.5,0,-3038.5
02070000,553.6099999999999,0,-553.6099999999999
02071100,16114762.72,16114762.72,0
02071200,325102.8199999999,325102.8199999999,0
02071210,6066673.110000003,6066673.110000003,0
02071220,1247789.51,1247789.51,0
02071300,6377598.89,6377598.89,0
02071400,24140811.37000001,24140811.37000001,0
02071411,1069659.53,1069659.53,0
02071412,5925883.540000001,5925883.540000001,0
02071413,1179193.01,1179193.01,0
02071419,1057239.24,1057239.24,0
02071421,333668.98,333668.98,0
02071422,1302167.11,1302167.11,0
02071423,420096.0400000001,420096.0400000001,0
02071424,6857.73,6857.73,0
02071429,194213.56,194213.56,0
02071431,41863.47000000001,41863.47000000001,0
02071432,25580.09999999999,25580.09999999999,0
02071433,111017.16,111017.16,0
02071434,2424.85,2424.85,0
02071439,742422.84,742422.84,0
02072400,251711.94,251711.94,0
02072500,278009.46,278009.46,0
02072600,55851.09,55851.09,0
02072700,177988.59,177988.59,0
02074100,9735.42,9735.42,0
02074200,31537.91,31537.91,0
02074300,7020.179999999999,7020.179999999999,0
02074400,5842.91,5842.91,0
02074500,66163.41,66163.41,0
02075100,2967,2967,0
02075200,8145.370000000001,8145.370000000001,0
02075300,163.79,163.79,0
02075400,13216.98,13216.98,0
02075500,3754.95,3754.95,0
02076000,12070.01,12070.01,0
02081000,93302.73,93302.73,0
02081983,1960,0,-1960
02083000,874.91,874.91,0
02083200,16.9,0,-16.9
02084000,1438.13,1438.13,0
02085000,2548.280000000001,2548.280000000001,0
02086000,1262.24,1262.24,0
02089000,125800.94,125800.94,0
02090011,1948.59,1948.59,0
02090090,109285.74,109285.74,0
02091000,3398.54,0,-3398.54
02091011,129001.86,129001.86,0
02091019,891229.33,891229.33,0
02091021,125085.18,125085.18,0
02091029,1232514.6,1232514.6,0
02099000,563802.84,563802.84,0
02101000,359.85,0,-359.85
02101100,304944.14,304944.14,0
02101200,4384139.959999999,4384139.959999999,0
02101900,3471344.519999999,3471344.519999999,0
02102000,50075249.47000001,50075249.47000001,0
02102021,141,0,-141
02109000,996.11,996.11,0
02109100,7282.049999999999,7282.049999999999,0
02109200,7043.57,7043.57,0
02109300,469.64,469.64,0
02109900,4033.23,4033.23,0
02109911,42261.49000000001,42261.49000000001,0
02109919,474281.84,474281.84,0
02109920,1166.39,1166.39,0
02109930,8256.119999999999,8256.119999999999,0
02109940,5830.83,5830.83,0
02109990,219581.82,219581.82,0
02122000,396.11,0,-396.11
02154860,119.2,0,-119.2
02165444,1064.75,0,-1064.75
02201100,6,0,-6
02203000,1654.4,0,-1654.4
02309909,630.5,0,-630.5
02365986,7335.59,0,-7335.59
02369875,48,0,-48
02379526,1700,0,-1700
02540101,4.5,0,-4.5
02585268,870,0,-870
02710193,141.35,0,-141.35
02789000,40,0,-40
03000662,100,0,-100
03002121,90,0,-90
03004395,300,0,-300
03011000,19751.11,19751.11,0
03011090,182.04,182.04,0
03011110,6095.63,6095.63,0
03011190,2717901.45,2717901.45,0
03011900,54182.44,54182.44,0
03019110,1001162.66,1001162.66,0
03019190,73833.25,73833.25,0
03019210,27,27,0
03019290,4622.48,4622.48,0
03019310,363709.94,363709.94,0
03019390,25276.02,25276.02,0
03019410,63800,63800,0
03019490,8095.65,8095.65,0
03019510,925040.62,925040.62,0
03019590,3713,3713,0
03019910,1550,1550,0
03019911,17418130.24,17418130.24,0
03019912,454769,454769,0
03019919,121357.68,121357.68,0
03019990,939566.5300000001,939566.5300000001,0
03019991,11270728.02,11270728.02,0
03019992,25702.5,25702.5,0
03019999,8036634.87,8036634.87,0
03021100,278323.28,278323.28,0
03021300,33785.63,33785.63,0
03021400,60021.57,60021.57,0
03021900,498089.44,498089.44,0
03022100,330.3,330.3,0
03022200,60,60,0
03022300,822.1600000000001,822.1600000000001,0
03022400,85.68,85.68,0
03022900,678302.3999999999,678302.3999999999,0
03023200,211.68,211.68,0
03023300,4209.77,4209.77,0
03023400,1430.28,1430.28,0
03023500,115.76,115.76,0
03023600,515219.18,515219.18,0
03023900,80142.09000000001,80142.09000000001,0
03024000,1420.5,1420.5,0
03024100,49.8,49.8,0
03024210,7857.86,7857.86,0
03024290,28651.73,28651.73,0
03024300,18658.67,18658.67,0
03024400,116878.9,116878.9,0
03024500,5.95,5.95,0
03024700,28047,28047,0
03024910,454889.3199999999,454889.3199999999,0
03024990,1155976.6,1155976.6,0
03025100,3666.76,3666.76,0
03025200,635.81,635.81,0
03025300,3695.48,3695.48,0
03025400,405.65,405.65,0
03025500,853.07,853.07,0
03025600,2467.08,2467.08,0
03025900,33153.6,33153.6,0
03026935,2600,2600,0
03026942,860419.8299999998,860419.8299999998,0
03026954,942.1199999999999,942.1199999999999,0
03026955,86.5,86.5,0
03026990,232806.57,232806.57,0
03027100,7355216.850000001,7355216.850000001,0
03027210,623,623,0
03027290,5097.51,5097.51,0
03027300,4741.950000000001,4741.950000000001,0
03027400,432.6,432.6,0
03027900,163737.21,163737.21,0
03028100,16434.02,16434.02,0
03028320,45.47,45.47,0
03028400,785.44,785.44,0
03028910,110.96,110.96,0
03028921,130,130,0
03028922,3.15,3.15,0
03028924,12509.66,12509.66,0
03028931,710556.2,710556.2,0
03028932,3918298.709999999,3918298.709999999,0
03028933,330139.05,330139.05,0
03028934,198527.4,198527.4,0
03028935,112231,112231,0
03028936,228,228,0
03028937,1048429.65,1048429.65,0
03028938,9612.26,9612.26,0
03028941,718.31,718.31,0
03028942,38212.36,38212.36,0
03028943,59401.04,59401.04,0
03028944,7355551.42,7355551.42,0
03028945,1113046.54,1113046.54,0
03028990,2589043.68,2589043.68,0
03029110,928.4,928.4,0
03029190,12265.85,12265.85,0
03029200,22494.62,22494.62,0
03029900,2718812.64,2718812.64,0
03031100,17676.65,17676.65,0
03031200,1740,1740,0
03031300,1714.84,1714.84,0
03031900,90795.42,90795.42,0
03032300,33644.14,33644.14,0
03032490,686.66,686.66,0
03032900,11740.29,11740.29,0
03033100,577,577,0
03033200,185223.5,185223.5,0
03033300,1106.18,1106.18,0
03033900,171042,171042,0
03034100,209.55,209.55,0
03034200,10617.97,10617.97,0
03034300,39292.6,39292.6,0
03034400,98.59,98.59,0
03034500,141.4,141.4,0
03034600,1810.81,1810.81,0
03034900,48734.46000000001,48734.46000000001,0
03035100,731.0799999999999,731.0799999999999,0
03035200,300,300,0
03035300,58465.06,58465.06,0
03035400,363207.54,363207.54,0
03035500,1049730,1049730,0
03035910,13.98,13.98,0
03035920,3,3,0
03035990,61068.21,61068.21,0
03036000,184.56,184.56,0
03036219,1038,1038,0
03036300,138125.83,138125.83,0
03036500,7923.679999999999,7923.679999999999,0
03036600,30.99,30.99,0
03036800,206.39,206.39,0
03036990,81913.64,81913.64,0
03037500,5.82,5.82,0
03037512,180,180,0
03037952,2586,2586,0
03038111,986.1800000000001,986.1800000000001,0
03038112,1829.8,1829.8,0
03038114,4821.15,4821.15,0
03038119,347.69,347.69,0
03038190,2368.53,2368.53,0
03038200,830724.5,830724.5,0
03038312,5000,5000,0
03038319,3457.7,3457.7,0
03038329,71175.37000000001,71175.37000000001,0
03038400,152.8,152.8,0
03038910,58182.4,58182.4,0
03038920,139637.58,139637.58,0
03038932,108.33,108.33,0
03038933,1398.04,1398.04,0
03038943,13140.37,13140.37,0
03038945,10850.3,10850.3,0
03038946,75.6,75.6,0
03038951,67462.23,67462.23,0
03038952,286579.13,286579.13,0
03038953,122131.57,122131.57,0
03038954,358.18,358.18,0
03038955,3378.35,3378.35,0
03038956,34197.37,34197.37,0
03038961,17186.43,17186.43,0
03038962,5271.98,5271.98,0
03038963,725794.26,725794.26,0
03038964,879686.9700000001,879686.9700000001,0
03038965,35349.46,35349.46,0
03038990,1074441.37,1074441.37,0
03039110,437.6,437.6,0
03039190,15289.72,15289.72,0
03039910,25,25,0
03039920,431.16,431.16,0
03039990,97496.49,97496.49,0
03042090,3836.03,3836.03,0
03042290,108,108,0
03042930,168.35,168.35,0
03043100,2529184.81,2529184.81,0
03043210,1587,1587,0
03043290,106915.29,106915.29,0
03043300,78.99,78.99,0
03043900,30049.89,30049.89,0
03044100,20350.28000000001,20350.28000000001,0
03044200,57.98,57.98,0
03044300,24386.98,24386.98,0
03044400,1500,1500,0
03044500,2828.98,2828.98,0
03044600,14408.61,14408.61,0
03044800,93.3,93.3,0
03044920,1086,1086,0
03044990,19152.65,19152.65,0
03045100,148994.78,148994.78,0
03045200,2791.66,2791.66,0
03045300,59275.07,59275.07,0
03045400,7862.61,7862.61,0
03045600,1953.37,1953.37,0
03045900,37635.62,37635.62,0
03046100,1668557.46,1668557.46,0
03046210,345.96,345.96,0
03046290,141339.94,141339.94,0
03046900,566665.46,566665.46,0
03047100,3565.519999999999,3565.519999999999,0
03047200,774.9,774.9,0
03047300,852.43,852.43,0
03047400,155721.99,155721.99,0
03047500,14875.62,14875.62,0
03047900,481.08,481.08,0
03048100,198021.41,198021.41,0
03048200,753.09,753.09,0
03048300,7766.219999999999,7766.219999999999,0
03048510,378,378,0
03048600,293.7,293.7,0
03048700,145.27,145.27,0
03048810,269,269,0
03048890,40970.34,40970.34,0
03048990,298054.9799999999,298054.9799999999,0
03049000,75.6,75.6,0
03049100,839.51,839.51,0
03049212,279.55,279.55,0
03049219,1063.5,1063.5,0
03049222,3832.35,3832.35,0
03049229,45764.79999999999,45764.79999999999,0
03049300,112190.29,112190.29,0
03049400,3038.49,3038.49,0
03049500,42133.72,42133.72,0
03049600,299.91,299.91,0
03049700,54.58,54.58,0
03049900,13065896.14,13065896.14,0
03051000,30,30,0
03052090,121129.55,121129.55,0
03053000,68,68,0
03053100,225,225,0
03053210,8923.39,8923.39,0
03053220,799.9999999999999,799.9999999999999,0
03053290,1692.33,1692.33,0
03053900,6249.34,6249.34,0
03053990,21,21,0
03054100,1847.71,1847.71,0
03054200,290,290,0
03054910,7050.19,7050.19,0
03054920,38.9,38.9,0
03054990,2555.43,2555.43,0
03055100,82032.13,82032.13,0
03055200,173.71,173.71,0
03055310,1992030.75,1992030.75,0
03055390,1973.12,1973.12,0
03055400,598,598,0
03055900,24816.17,24816.17,0
03055905,1772.06,0,-1772.06
03056100,348,348,0
03056200,66340.32,66340.32,0
03056300,2759.6,2759.6,0
03056400,96,96,0
03056910,4242.51,4242.51,0
03056990,18447.26000000001,18447.26000000001,0
03057100,228,228,0
03057200,710.73,710.73,0
03057900,79.06,79.06,0
03061110,34540.45,34540.45,0
03061190,6298.66,6298.66,0
03061200,378.4,378.4,0
03061300,17931.95,17931.95,0
03061399,588,588,0
03061400,947.9499999999999,947.9499999999999,0
03061500,275,275,0
03061610,1800.07,1800.07,0
03061690,20421.67999999999,20421.67999999999,0
03061710,7714.649999999997,7714.649999999997,0
03061790,267063.81,267063.81,0
03061910,1391.6,1391.6,0
03061990,1903538.46,1903538.46,0
03063200,157.2,157.2,0
03063400,2.4,2.4,0
03063500,991.25,991.25,0
03063600,465610.63,465610.63,0
03063910,3.99,3.99,0
03063990,12440.54,12440.54,0
03069200,118,118,0
03069500,482175.45,482175.45,0
03069990,17649.82,17649.82,0
03071100,2,2,0
03071200,55.51,55.51,0
03071900,7.1,7.1,0
03072100,12779.61,12779.61,0
03072200,52484.41,52484.41,0
03072900,11661.06,11661.06,0
03073200,38751.42,38751.42,0
03073900,1336.64,1336.64,0
03074310,233252.48,233252.48,0
03074320,1792.84,1792.84,0
03074900,100896.25,100896.25,0
03075100,291.17,291.17,0
03075200,5353.640000000001,5353.640000000001,0
03075900,25360.64,25360.64,0
03076000,850,850,0
03077100,14.14,14.14,0
03078100,1338.1,1338.1,0
03078200,275.66,275.66,0
03078300,740,740,0
03078800,110,110,0
03078900,1540.51,1540.51,0
03079200,572,572,0
03079900,974.8199999999999,974.8199999999999,0
03081100,1552.85,1552.85,0
03081200,3933.89,3933.89,0
03081900,39558.75,39558.75,0
03082100,460.6,460.6,0
03082200,506.3,506.3,0
03082900,2552.9,2552.9,0
03089000,291600.75,291600.75,0
03091000,155989.28,155989.28,0
03099000,123608.84,123608.84,0
03201402,450,0,-450
03214900,55,0,-55
03230015,146088.72,0,-146088.72
03400122,650,0,-650
03402500,59.9,0,-59.9
03680360,122678.3,0,-122678.3
03703340,123444.21,0,-123444.21
03808941,66.31,0,-66.31
03819000,25,0,-25
03923219,7220,0,-7220
03924900,3780,0,-3780
03942903,79.8,0,-79.8
04011010,774576.5399999998,774576.5399999998,0
04011090,656874.6,656874.6,0
04011210,3109.179999999999,0,-3109.179999999999
04012010,10955067.6,10955067.6,0
04012090,848033.61,848033.61,0
04013010,14664.81,14664.81,0
04013020,21.24,0,-21.24
04013021,16672.73,16672.73,0
04014010,370878.06,370878.06,0
04014021,90911.84999999999,90911.84999999999,0
04014029,66636.01,66636.01,0
04015010,7504860.939999998,7504860.939999998,0
04015021,2610817.659999999,2610817.659999999,0
04015029,311533.2600000001,311533.2600000001,0
04017000,535.54,0,-535.54
04021010,179749.65,179749.65,0
04021090,616459.4600000001,616459.4600000001,0
04022110,6294309.639999998,6294309.639999998,0
04022120,133934.52,133934.52,0
04022130,169911.16,169911.16,0
04022910,164398.98,164398.98,0
04022920,16521.92,16521.92,0
04022930,112837.62,112837.62,0
04029100,40546.58000000001,40546.58000000001,0
04029900,3990524.459999997,3990524.459999997,0
04031000,15829.39,15829.39,0
04032000,1248686.319999998,1248686.319999998,0
04039000,647875.7099999998,647875.7099999998,0
04041000,20506064.29,20506064.29,0
04049000,4087383.88,4087383.88,0
04051000,1370207.919999999,1370207.919999999,0
04051010,49.98,0,-49.98
04051900,34,0,-34
04052000,74383.69000000005,74383.69000000005,0
04059010,34881.1,34881.1,0
04059090,6891,6891,0
04061000,54.49000000000001,0,-54.49000000000001
04061010,10012628.05,10012628.05,0
04061090,2487229.339999995,2487229.339999995,0
04062000,514279.47,514279.47,0
04063000,118782.13,118782.13,0
04064000,93647.35,93647.35,0
04069010,511681.4099999999,511681.4099999999,0
04069020,697643.1399999999,697643.1399999999,0
04069030,155441.9,155441.9,0
04069090,646328.04,646328.04,0
04070011,2858.98,2858.98,0
04070090,5806.530000000001,5806.530000000001,0
04071100,266317796.03,266317796.03,0
04071900,1591005.6,1591005.6,0
04072100,92608074.4,92608074.4,0
04072900,6796119.88,6796119.88,0
04079000,8057482.62,8057482.62,0
04081100,3755.61,3755.61,0
04081900,16123.96,16123.96,0
04089100,239646.7,239646.7,0
04089900,1052407.8,1052407.8,0
04090000,196250.99,196250.99,0
04091010,1064.84,0,-1064.84
04096010,41.75,0,-41.75
04100000,976.58,976.58,0
04101000,22811.23,22811.23,0
04109000,115953.38,115953.38,0
04141000,15.4,0,-15.4
04212300,90,0,-90
04414000,422.4,0,-422.4
04421230,634,0,-634
04479990,2415,0,-2415
04602000,5005.86,0,-5005.86
04779990,1250,0,-1250
04818200,950.6199999999999,0,-950.6199999999999
04900000,120,0,-120
05010000,5466.96,5466.96,0
05010121,72.72,0,-72.72
05021011,1994.68,1994.68,0
05021019,15673.22,15673.22,0
05029010,515.76,515.76,0
05029020,7018.5,7018.5,0
05040010,133.8,0,-133.8
05040011,2895045508.029998,2895045508.029998,0
05040012,2302161.08,2302161.08,0
05040013,512098.66,512098.66,0
05040019,41039.01,41039.01,0
05040090,119277.37,119277.37,0
05051000,1788.9,1788.9,0
05059000,649993.91,649993.91,0
05061000,200861.24,200861.24,0
05069000,4591388.83,4591388.83,0
05071000,299.46,299.46,0
05079000,9818.060000000001,9818.060000000001,0
05080000,164902.9,164902.9,0
05100010,55756.5,55756.5,0
05100090,1397808.31,1397808.31,0
05111000,266396882.79,266396882.79,0
05119110,1182,1182,0
05119190,3395705.04,3395705.04,0
05119910,109310308.9,109310308.9,0
05119920,77304591.60999998,77304591.60999998,0
05119930,2148.91,2148.91,0
05119991,1616.25,1616.25,0
05119999,28371014.64,28371014.64,0
05151545,635,0,-635
05187481,1.2,0,-1.2
05405060,830.9,0,-830.9
05424753,40,0,-40
05607509,221.79,0,-221.79
05954934,188,0,-188
06000000,300,0,-300
06002200,348,0,-348
06010000,120,0,-120
06011000,496255.9299999999,496255.9299999999,0
06012000,42989231.98999999,42989231.98999999,0
06012902,30,0,-30
06021000,6255143,6255143,0
06022000,24139340.94,24139340.94,0
06022200,63339,0,-63339
06023000,2475590.44,2475590.44,0
06023001,500,0,-500
06024000,38990.08000000001,38990.08000000001,0
06024100,44.95,0,-44.95
06029002,389,0,-389
06029010,82726.71,82726.71,0
06029020,3879.92,0,-3879.92
06029021,59294807.68999998,59294807.68999998,0
06029029,62985621.87,62985621.87,0
06029069,37416,0,-37416
06029081,196325294.43,196325294.43,0
06029082,5610099.629999999,5610099.629999999,0
06029083,52061828.86,52061828.86,0
06029089,172366952.46,172366952.46,0
06029090,114377311.88,114377311.88,0
06031000,1780,1780,0
06031100,687949.73,687949.73,0
06031200,25790.98,25790.98,0
06031300,816734.0299999999,816734.0299999999,0
06031400,182354.31,182354.31,0
06031500,59412.82,59412.82,0
06031900,1613915.63,1613915.63,0
06039000,2530163.92,2530163.92,0
06041000,126,126,0
06042000,174996.03,174996.03,0
06049000,1412123.78,1412123.78,0
06049900,42,42,0
06062029,2190,0,-2190
06120000,798,0,-798
06170000,1698.74,0,-1698.74
06205900,74,0,-74
06305000,129,0,-129
06505901,600,0,-600
06902200,933.4,0,-933.4
06908900,2448.98,0,-2448.98
07000000,227.02,0,-227.02
07010000,80,0,-80
07011000,121876870.84,121876870.84,0
07019000,182509518.92,182509518.92,0
07020000,29970306.34,29970306.34,0
07022100,11.98,0,-11.98
07024000,7.21,0,-7.21
07030000,13.27,0,-13.27
07031001,179.8,0,-179.8
07031010,271.2,0,-271.2
07031011,17362133.08,17362133.08,0
07031019,21313718.65,21313718.65,0
07031021,1542.09,1542.09,0
07031029,72396.37,72396.37,0
07032000,160,0,-160
07032010,17487157.81,17487157.81,0
07032090,277451638.86,277451638.86,0
07039010,137699.87,137699.87,0
07039090,4887428.55,4887428.55,0
07041000,16361574.07,16361574.07,0
07041001,969.03,0,-969.03
07042000,45735.51999999999,45735.51999999999,0
07042100,65.1,0,-65.1
07049000,12104507.87,12104507.87,0
07049002,254.19,0,-254.19
07049003,6,0,-6
07050190,115,0,-115
07051000,25.57,0,-25.57
07051100,3428562.77,3428562.77,0
07051900,5527242.699999996,5527242.699999996,0
07052100,1404742.42,1404742.42,0
07052900,363730.44,363730.44,0
07060000,3312,0,-3312
07061000,44931201.36999999,44931201.36999999,0
07069000,10394641.98,10394641.98,0
07070000,1503974.34,1503974.34,0
07081000,100957.67,100957.67,0
07082000,327291.0599999999,327291.0599999999,0
07089000,1927258.449999999,1927258.449999999,0
07089001,619.38,0,-619.38
07089990,4645.66,0,-4645.66
07092000,26087.24,26087.24,0
07093000,275318.85,275318.85,0
07094000,23501.03000000001,23501.03000000001,0
07095100,170690.04,170690.04,0
07095200,7755.960000000001,7755.960000000001,0
07095300,1283.6,1283.6,0
07095400,10457.96,10457.96,0
