ref,fundam_legal,beneficio,item,codigo_ncm,descr_produto,proporcao
Alíquota de Referência - Demais Produtos,GERAL,-,-,30044050,-,0
Alíquota 0% - Medicamentos - art 146,GERAL,Alíquota 0%,1,30044050,"Medicamentos registrados na Anvisa, desde que destinados, de acordo com o registro sanitário, a: doenças raras; doenças negligenciadas; oncologia; diabetes; HIV/aids e outras infecções sexualmente transmissíveis (IST); doenças cardiovasculares e Programa Farmácia Popular do Brasil ou equivalente ou adquiridos por órgãos da administração pública direta, por autarquias e por fundações públicas; adquiridos por entidades de saúde imunes ao IBS e à CBS que possuam Cebas por comprovarem a prestação de serviços ao SUS, nos termos dos arts. 9º a 11 da Lei Complementar nº 187, de 16 de dezembro de 2021; ou      (Redação dada pela Lei Complementar nº 227, de 2026); classificados como soros ou vacinas, conforme regulamentação sanitária específica. ",0.3333333333333333
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,12,30044050,"Vacinas, soros e medicamentos, de uso veterinário, exceto de animais domésticos",0.3333333333333333
"Alíquota reduzida 60%  -Medicam Registr na Anvisa, exc aliq 0 - Art 133",GERAL,Redução de 60%,1,30044050,medicamentos registrados na Anvisa ou produzidos por farmácias de manipulação,0.3333333333333333
Alíquota de Referência - Demais Produtos,GERAL,-,-,30044090,-,0
Alíquota 0% - Medicamentos - art 146,GERAL,Alíquota 0%,1,30044090,"Medicamentos registrados na Anvisa, desde que destinados, de acordo com o registro sanitário, a: doenças raras; doenças negligenciadas; oncologia; diabetes; HIV/aids e outras infecções sexualmente transmissíveis (IST); doenças cardiovasculares e Programa Farmácia Popular do Brasil ou equivalente ou adquiridos por órgãos da administração pública direta, por autarquias e por fundações públicas; adquiridos por entidades de saúde imunes ao IBS e à CBS que possuam Cebas por comprovarem a prestação de serviços ao SUS, nos termos dos arts. 9º a 11 da Lei Complementar nº 187, de 16 de dezembro de 2021; ou      (Redação dada pela Lei Complementar nº 227, de 2026); classificados como soros ou vacinas, conforme regulamentação sanitária específica. ",0.3333333333333333
"Alíquota reduzida 60%  -Medicam Registr na Anvisa, exc aliq 0 - Art 133",GERAL,Redução de 60%,1,30044090,medicamentos registrados na Anvisa ou produzidos por farmácias de manipulação,0.3333333333333333
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,12,30044090,"Vacinas, soros e medicamentos, de uso veterinário, exceto de animais domésticos",0.3333333333333333
Alíquota de Referência - Demais Produtos,GERAL,-,-,30044100,-,0
Alíquota 0% - Medicamentos - art 146,GERAL,Alíquota 0%,1,30044100,"Medicamentos registrados na Anvisa, desde que destinados, de acordo com o registro sanitário, a: doenças raras; doenças negligenciadas; oncologia; diabetes; HIV/aids e outras infecções sexualmente transmissíveis (IST); doenças cardiovasculares e Programa Farmácia Popular do Brasil ou equivalente ou adquiridos por órgãos da administração pública direta, por autarquias e por fundações públicas; adquiridos por entidades de saúde imunes ao IBS e à CBS que possuam Cebas por comprovarem a prestação de serviços ao SUS, nos termos dos arts. 9º a 11 da Lei Complementar nº 187, de 16 de dezembro de 2021; ou      (Redação dada pela Lei Complementar nº 227, de 2026); classificados como soros ou vacinas, conforme regulamentação sanitária específica. ",0.3333333333333333
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,12,30044100,"Vacinas, soros e medicamentos, de uso veterinário, exceto de animais domésticos",0.3333333333333333
"Alíquota reduzida 60%  -Medicam Registr na Anvisa, exc aliq 0 - Art 133",GERAL,Redução de 60%,1,30044100,medicamentos registrados na Anvisa ou produzidos por farmácias de manipulação,0.3333333333333333
Alíquota de Referência - Demais Produtos,GERAL,-,-,30044200,-,0
Alíquota 0% - Medicamentos - art 146,GERAL,Alíquota 0%,1,30044200,"Medicamentos registrados na Anvisa, desde que destinados, de acordo com o registro sanitário, a: doenças raras; doenças negligenciadas; oncologia; diabetes; HIV/aids e outras infecções sexualmente transmissíveis (IST); doenças cardiovasculares e Programa Farmácia Popular do Brasil ou equivalente ou adquiridos por órgãos da administração pública direta, por autarquias e por fundações públicas; adquiridos por entidades de saúde imunes ao IBS e à CBS que possuam Cebas por comprovarem a prestação de serviços ao SUS, nos termos dos arts. 9º a 11 da Lei Complementar nº 187, de 16 de dezembro de 2021; ou      (Redação dada pela Lei Complementar nº 227, de 2026); classificados como soros ou vacinas, conforme regulamentação sanitária específica. ",0.3333333333333333
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,12,30044200,"Vacinas, soros e medicamentos, de uso veterinário, exceto de animais domésticos",0.3333333333333333
"Alíquota reduzida 60%  -Medicam Registr na Anvisa, exc aliq 0 - Art 133",GERAL,Redução de 60%,1,30044200,medicamentos registrados na Anvisa ou produzidos por farmácias de manipulação,0.3333333333333333
Alíquota de Referência - Demais Produtos,GERAL,-,-,30044300,-,0
Alíquota 0% - Medicamentos - art 146,GERAL,Alíquota 0%,1,30044300,"Medicamentos registrados na Anvisa, desde que destinados, de acordo com o registro sanitário, a: doenças raras; doenças negligenciadas; oncologia; diabetes; HIV/aids e outras infecções sexualmente transmissíveis (IST); doenças cardiovasculares e Programa Farmácia Popular do Brasil ou equivalente ou adquiridos por órgãos da administração pública direta, por autarquias e por fundações públicas; adquiridos por entidades de saúde imunes ao IBS e à CBS que possuam Cebas por comprovarem a prestação de serviços ao SUS, nos termos dos arts. 9º a 11 da Lei Complementar nº 187, de 16 de dezembro de 2021; ou      (Redação dada pela Lei Complementar nº 227, de 2026); classificados como soros ou vacinas, conforme regulamentação sanitária específica. ",0.3333333333333333
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,12,30044300,"Vacinas, soros e medicamentos, de uso veterinário, exceto de animais domésticos",0.3333333333333333
"Alíquota reduzida 60%  -Medicam Registr na Anvisa, exc aliq 0 - Art 133",GERAL,Redução de 60%,1,30044300,medicamentos registrados na Anvisa ou produzidos por farmácias de manipulação,0.3333333333333333
Alíquota de Referência - Demais Produtos,GERAL,-,-,30044910,-,0
Alíquota 0% - Medicamentos - art 146,GERAL,Alíquota 0%,1,30044910,"Medicamentos registrados na Anvisa, desde que destinados, de acordo com o registro sanitário, a: doenças raras; doenças negligenciadas; oncologia; diabetes; HIV/aids e outras infecções sexualmente transmissíveis (IST); doenças cardiovasculares e Programa Farmácia Popular do Brasil ou equivalente ou adquiridos por órgãos da administração pública direta, por autarquias e por fundações públicas; adquiridos por entidades de saúde imunes ao IBS e à CBS que possuam Cebas por comprovarem a prestação de serviços ao SUS, nos termos dos arts. 9º a 11 da Lei Complementar nº 187, de 16 de dezembro de 2021; ou      (Redação dada pela Lei Complementar nº 227, de 2026); classificados como soros ou vacinas, conforme regulamentação sanitária específica. ",0.3333333333333333
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,12,30044910,"Vacinas, soros e medicamentos, de uso veterinário, exceto de animais domésticos",0.3333333333333333
"Alíquota reduzida 60%  -Medicam Registr na Anvisa, exc aliq 0 - Art 133",GERAL,Redução de 60%,1,30044910,medicamentos registrados na Anvisa ou produzidos por farmácias de manipulação,0.3333333333333333
Alíquota de Referência - Demais Produtos,GERAL,-,-,30044920,-,0
Alíquota 0% - Medicamentos - art 146,GERAL,Alíquota 0%,1,30044920,"Medicamentos registrados na Anvisa, desde que destinados, de acordo com o registro sanitário, a: doenças raras; doenças negligenciadas; oncologia; diabetes; HIV/aids e outras infecções sexualmente transmissíveis (IST); doenças cardiovasculares e Programa Farmácia Popular do Brasil ou equivalente ou adquiridos por órgãos da administração pública direta, por autarquias e por fundações públicas; adquiridos por entidades de saúde imunes ao IBS e à CBS que possuam Cebas por comprovarem a prestação de serviços ao SUS, nos termos dos arts. 9º a 11 da Lei Complementar nº 187, de 16 de dezembro de 2021; ou      (Redação dada pela Lei Complementar nº 227, de 2026); classificados como soros ou vacinas, conforme regulamentação sanitária específica. ",0.3333333333333333
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,12,30044920,"Vacinas, soros e medicamentos, de uso veterinário, exceto de animais domésticos",0.3333333333333333
"Alíquota reduzida 60%  -Medicam Registr na Anvisa, exc aliq 0 - Art 133",GERAL,Redução de 60%,1,30044920,medicamentos registrados na Anvisa ou produzidos por farmácias de manipulação,0.3333333333333333
Alíquota de Referência - Demais Produtos,GERAL,-,-,30044930,-,0
Alíquota 0% - Medicamentos - art 146,GERAL,Alíquota 0%,1,30044930,"Medicamentos registrados na Anvisa, desde que destinados, de acordo com o registro sanitário, a: doenças raras; doenças negligenciadas; oncologia; diabetes; HIV/aids e outras infecções sexualmente transmissíveis (IST); doenças cardiovasculares e Programa Farmácia Popular do Brasil ou equivalente ou adquiridos por órgãos da administração pública direta, por autarquias e por fundações públicas; adquiridos por entidades de saúde imunes ao IBS e à CBS que possuam Cebas por comprovarem a prestação de serviços ao SUS, nos termos dos arts. 9º a 11 da Lei Complementar nº 187, de 16 de dezembro de 2021; ou      (Redação dada pela Lei Complementar nº 227, de 2026); classificados como soros ou vacinas, conforme regulamentação sanitária específica. ",0.3333333333333333
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,12,30044930,"Vacinas, soros e medicamentos, de uso veterinário, exceto de animais domésticos",0.3333333333333333
"Alíquota reduzida 60%  -Medicam Registr na Anvisa, exc aliq 0 - Art 133",GERAL,Redução de 60%,1,30044930,medicamentos registrados na Anvisa ou produzidos por farmácias de manipulação,0.3333333333333333
Alíquota de Referência - Demais Produtos,GERAL,-,-,30044940,-,0
Alíquota 0% - Medicamentos - art 146,GERAL,Alíquota 0%,1,30044940,"Medicamentos registrados na Anvisa, desde que destinados, de acordo com o registro sanitário, a: doenças raras; doenças negligenciadas; oncologia; diabetes; HIV/aids e outras infecções sexualmente transmissíveis (IST); doenças cardiovasculares e Programa Farmácia Popular do Brasil ou equivalente ou adquiridos por órgãos da administração pública direta, por autarquias e por fundações públicas; adquiridos por entidades de saúde imunes ao IBS e à CBS que possuam Cebas por comprovarem a prestação de serviços ao SUS, nos termos dos arts. 9º a 11 da Lei Complementar nº 187, de 16 de dezembro de 2021; ou      (Redação dada pela Lei Complementar nº 227, de 2026); classificados como soros ou vacinas, conforme regulamentação sanitária específica. ",0.3333333333333333
"Alíquota reduzida 60%  -Medicam Registr na Anvisa, exc aliq 0 - Art 133",GERAL,Redução de 60%,1,30044940,medicamentos registrados na Anvisa ou produzidos por farmácias de manipulação,0.3333333333333333
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,12,30044940,"Vacinas, soros e medicamentos, de uso veterinário, exceto de animais domésticos",0.3333333333333333
Alíquota de Referência - Demais Produtos,GERAL,-,-,30044950,-,0
Alíquota 0% - Medicamentos - art 146,GERAL,Alíquota 0%,1,30044950,"Medicamentos registrados na Anvisa, desde que destinados, de acordo com o registro sanitário, a: doenças raras; doenças negligenciadas; oncologia; diabetes; HIV/aids e outras infecções sexualmente transmissíveis (IST); doenças cardiovasculares e Programa Farmácia Popular do Brasil ou equivalente ou adquiridos por órgãos da administração pública direta, por autarquias e por fundações públicas; adquiridos por entidades de saúde imunes ao IBS e à CBS que possuam Cebas por comprovarem a prestação de serviços ao SUS, nos termos dos arts. 9º a 11 da Lei Complementar nº 187, de 16 de dezembro de 2021; ou      (Redação dada pela Lei Complementar nº 227, de 2026); classificados como soros ou vacinas, conforme regulamentação sanitária específica. ",0.3333333333333333
"Alíquota reduzida 60%  -Medicam Registr na Anvisa, exc aliq 0 - Art 133",GERAL,Redução de 60%,1,30044950,medicamentos registrados na Anvisa ou produzidos por farmácias de manipulação,0.3333333333333333
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,12,30044950,"Vacinas, soros e medicamentos, de uso veterinário, exceto de animais domésticos",0.3333333333333333
Alíquota de Referência - Demais Produtos,GERAL,-,-,30044990,-,0
Alíquota 0% - Medicamentos - art 146,GERAL,Alíquota 0%,1,30044990,"Medicamentos registrados na Anvisa, desde que destinados, de acordo com o registro sanitário, a: doenças raras; doenças negligenciadas; oncologia; diabetes; HIV/aids e outras infecções sexualmente transmissíveis (IST); doenças cardiovasculares e Programa Farmácia Popular do Brasil ou equivalente ou adquiridos por órgãos da administração pública direta, por autarquias e por fundações públicas; adquiridos por entidades de saúde imunes ao IBS e à CBS que possuam Cebas por comprovarem a prestação de serviços ao SUS, nos termos dos arts. 9º a 11 da Lei Complementar nº 187, de 16 de dezembro de 2021; ou      (Redação dada pela Lei Complementar nº 227, de 2026); classificados como soros ou vacinas, conforme regulamentação sanitária específica. ",0.3333333333333333
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,12,30044990,"Vacinas, soros e medicamentos, de uso veterinário, exceto de animais domésticos",0.3333333333333333
"Alíquota reduzida 60%  -Medicam Registr na Anvisa, exc aliq 0 - Art 133",GERAL,Redução de 60%,1,30044990,medicamentos registrados na Anvisa ou produzidos por farmácias de manipulação,0.3333333333333333
Alíquota de Referência - Demais Produtos,GERAL,-,-,30045010,-,0
Alíquota 0% - Medicamentos - art 146,GERAL,Alíquota 0%,1,30045010,"Medicamentos registrados na Anvisa, desde que destinados, de acordo com o registro sanitário, a: doenças raras; doenças negligenciadas; oncologia; diabetes; HIV/aids e outras infecções sexualmente transmissíveis (IST); doenças cardiovasculares e Programa Farmácia Popular do Brasil ou equivalente ou adquiridos por órgãos da administração pública direta, por autarquias e por fundações públicas; adquiridos por entidades de saúde imunes ao IBS e à CBS que possuam Cebas por comprovarem a prestação de serviços ao SUS, nos termos dos arts. 9º a 11 da Lei Complementar nº 187, de 16 de dezembro de 2021; ou      (Redação dada pela Lei Complementar nº 227, de 2026); classificados como soros ou vacinas, conforme regulamentação sanitária específica. ",0.3333333333333333
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,12,30045010,"Vacinas, soros e medicamentos, de uso veterinário, exceto de animais domésticos",0.3333333333333333
"Alíquota reduzida 60%  -Medicam Registr na Anvisa, exc aliq 0 - Art 133",GERAL,Redução de 60%,1,30045010,medicamentos registrados na Anvisa ou produzidos por farmácias de manipulação,0.3333333333333333
Alíquota de Referência - Demais Produtos,GERAL,-,-,30045020,-,0
Alíquota 0% - Medicamentos - art 146,GERAL,Alíquota 0%,1,30045020,"Medicamentos registrados na Anvisa, desde que destinados, de acordo com o registro sanitário, a: doenças raras; doenças negligenciadas; oncologia; diabetes; HIV/aids e outras infecções sexualmente transmissíveis (IST); doenças cardiovasculares e Programa Farmácia Popular do Brasil ou equivalente ou adquiridos por órgãos da administração pública direta, por autarquias e por fundações públicas; adquiridos por entidades de saúde imunes ao IBS e à CBS que possuam Cebas por comprovarem a prestação de serviços ao SUS, nos termos dos arts. 9º a 11 da Lei Complementar nº 187, de 16 de dezembro de 2021; ou      (Redação dada pela Lei Complementar nº 227, de 2026); classificados como soros ou vacinas, conforme regulamentação sanitária específica. ",0.3333333333333333
"Alíquota reduzida 60%  -Medicam Registr na Anvisa, exc aliq 0 - Art 133",GERAL,Redução de 60%,1,30045020,medicamentos registrados na Anvisa ou produzidos por farmácias de manipulação,0.3333333333333333
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,12,30045020,"Vacinas, soros e medicamentos, de uso veterinário, exceto de animais domésticos",0.3333333333333333
Alíquota de Referência - Demais Produtos,GERAL,-,-,30045030,-,0
Alíquota 0% - Medicamentos - art 146,GERAL,Alíquota 0%,1,30045030,"Medicamentos registrados na Anvisa, desde que destinados, de acordo com o registro sanitário, a: doenças raras; doenças negligenciadas; oncologia; diabetes; HIV/aids e outras infecções sexualmente transmissíveis (IST); doenças cardiovasculares e Programa Farmácia Popular do Brasil ou equivalente ou adquiridos por órgãos da administração pública direta, por autarquias e por fundações públicas; adquiridos por entidades de saúde imunes ao IBS e à CBS que possuam Cebas por comprovarem a prestação de serviços ao SUS, nos termos dos arts. 9º a 11 da Lei Complementar nº 187, de 16 de dezembro de 2021; ou      (Redação dada pela Lei Complementar nº 227, de 2026); classificados como soros ou vacinas, conforme regulamentação sanitária específica. ",0.3333333333333333
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,12,30045030,"Vacinas, soros e medicamentos, de uso veterinário, exceto de animais domésticos",0.3333333333333333
"Alíquota reduzida 60%  -Medicam Registr na Anvisa, exc aliq 0 - Art 133",GERAL,Redução de 60%,1,30045030,medicamentos registrados na Anvisa ou produzidos por farmácias de manipulação,0.3333333333333333
