ref,fundam_legal,beneficio,item,codigo_ncm,descr_produto,proporcao
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03038963,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03038964,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03038964,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03038964,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03038965,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03038965,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03038965,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03038990,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03038990,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03038990,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03039000,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03039000,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03039100,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03039100,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03039110,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03039110,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03039190,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03039190,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03039200,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03039200,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03039910,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03039910,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03039920,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03039920,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03039990,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03039990,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03041000,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03041000,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03041000,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03041011,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03041011,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03041011,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03041012,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03041012,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03041012,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03041013,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03041013,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03041013,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03041019,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03041019,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03041019,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03041090,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03041090,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03041090,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03041100,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03041100,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03041100,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03041200,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03041200,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03041200,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03041911,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03041911,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03041911,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03041912,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03041912,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03041912,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03041913,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03041913,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03041913,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03041919,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03041919,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03041919,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03041990,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03041990,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03041990,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042010,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042010,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042010,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042020,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042020,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042020,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042030,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042030,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042030,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042040,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042040,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042040,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042050,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042050,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042050,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042060,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042060,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042060,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042070,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042070,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042070,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042090,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042090,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042090,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042100,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042100,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042100,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042210,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042210,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042210,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042290,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042290,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042290,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042910,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042910,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042910,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042920,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042920,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042920,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042930,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042930,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042930,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042940,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042940,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042940,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042950,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042950,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042950,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042960,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042960,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042960,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042970,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042970,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042970,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03042990,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03042990,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03042990,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03043100,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03043100,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03043100,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03043210,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03043210,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03043210,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03043290,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03043290,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03043290,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03043300,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03043300,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03043300,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03043900,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03043900,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03043900,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03044100,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03044100,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03044200,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03044200,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03044300,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03044300,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03044400,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03044400,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03044500,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03044500,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03044600,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03044600,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03044700,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03044700,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03044800,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03044800,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03044910,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03044910,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03044920,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03044920,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03044990,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03044990,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03045100,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03045100,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03045200,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03045200,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03045300,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03045300,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03045400,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03045400,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03045500,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03045500,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03045600,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03045600,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03045700,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03045700,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03045900,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03045900,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03046100,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03046100,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03046100,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03046210,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03046210,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03046210,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03046290,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03046290,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03046290,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03046300,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03046300,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03046300,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03046900,-,0
Alíquota 0% - Cesta Básica - Anexo I - Art 125,GERAL,Alíquota 0%,20,03046900,Peixes e carnes de peixes,0.5
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03046900,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",0.5
Alíquota de Referência - Demais Produtos,GERAL,-,-,03047100,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03047100,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03047200,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03047200,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03047300,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03047300,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03047400,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03047400,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03047500,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03047500,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03047900,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03047900,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03048100,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03048100,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03048200,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03048200,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03048300,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03048300,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03048400,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03048400,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03048510,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03048510,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03048520,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03048520,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03048600,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03048600,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03048700,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03048700,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03048810,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03048810,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03048890,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03048890,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03048910,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03048910,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03048920,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03048920,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03048930,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03048930,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03048940,-,0
Alíquota reduzida 60%  -Produtos agropecuários in natura - art 137,GERAL,Redução de 60%,3,03048940,"Peixes e crustáceos, moluscos e outros invertebrados aquáticos",1
Alíquota de Referência - Demais Produtos,GERAL,-,-,03048990,-,0
