ncm,valor_antes_tratamento,valor_apos_tratamento,diferenca
29241931,2017.64,2017.64,0
29241939,5967.26,5967.26,0
29241992,32.7,32.7,0
29241993,717.5899999999999,717.5899999999999,0
29241994,13713.48,13713.48,0
29241999,7991.400000000001,7991.400000000001,0
29242119,46,46,0
29242120,1014830.33,1014830.33,0
29242190,44656,44656,0
29242912,3140,3140,0
29242913,9,9,0
29242914,4022.69,4022.69,0
29242915,1800.76,1800.76,0
29242919,26,26,0
29242931,222,222,0
29242932,10541.7,10541.7,0
29242939,1831.67,1831.67,0
29242943,20,20,0
29242946,4611.19,4611.19,0
29242949,81477.32,81477.32,0
29242952,831.0899999999999,831.0899999999999,0
29242959,622.95,622.95,0
29242962,15,15,0
29242963,34.5,34.5,0
29242969,146,146,0
29242992,281815.68,281815.68,0
29242993,20984.6,20984.6,0
29242994,3830,3830,0
29242995,4591.27,4591.27,0
29242996,2113.78,2113.78,0
29242999,4960.09,4960.09,0
29251100,27717.33,27717.33,0
29251910,220,220,0
29251990,156921.88,156921.88,0
29252100,1248341.34,1248341.34,0
29252900,55322.40000000001,0,-55322.40000000001
29252911,377,377,0
29252919,412111.64,412111.64,0
29252923,24363.11,24363.11,0
29252929,964360.79,964360.79,0
29252930,13794.75,13794.75,0
29252950,174199.56,174199.56,0
29252990,107868.79,107868.79,0
29259090,3.6,0,-3.6
29261000,60.35,60.35,0
29262000,27534.2,27534.2,0
29263020,213,213,0
29264000,92.9,92.9,0
29269011,68.97,68.97,0
29269021,1145.18,1145.18,0
29269022,72935,72935,0
29269023,2148178.14,2148178.14,0
29269024,87312.81,87312.81,0
29269026,351078.38,351078.38,0
29269029,137.9,137.9,0
29269090,248.2,0,-248.2
29269091,173,173,0
29269093,8292.4,8292.4,0
29269095,2350799.7,2350799.7,0
29269096,216.95,216.95,0
29269099,16881.25,16881.25,0
29270010,29.5,29.5,0
29270029,486978.75,486978.75,0
29280019,248.38,248.38,0
29280030,3397.4,3397.4,0
29280042,2341.23,2341.23,0
29280090,132.9,132.9,0
29291010,176644.77,176644.77,0
29291021,54578.77,54578.77,0
29291029,83991.5,83991.5,0
29291030,205183.9,205183.9,0
29291090,281913.7099999999,281913.7099999999,0
29299012,2231.7,2231.7,0
29299019,305.89,305.89,0
29299021,1302,1302,0
29299029,772.0400000000001,772.0400000000001,0
29299090,22375.57,22375.57,0
29301000,5531.280000000001,5531.280000000001,0
29302011,130,130,0
29302012,121828.34,121828.34,0
29302021,1765.06,1765.06,0
29302022,469215.99,469215.99,0
29302024,225,225,0
29302029,10318.3,10318.3,0
29303011,388,388,0
29303012,3550,3550,0
29303019,1028.82,1028.82,0
29303021,57308.54,57308.54,0
29303029,7947.71,7947.71,0
29304010,11957895.55,11957895.55,0
29304090,83832227.16,83832227.16,0
29306000,29384.85,29384.85,0
29308020,365,365,0
29309011,14695.24,14695.24,0
29309012,1096.78,1096.78,0
29309013,70,70,0
29309019,194417.41,194417.41,0
29309022,863196.02,863196.02,0
29309023,553.22,553.22,0
29309029,98.6,98.6,0
29309031,239222.3499999999,239222.3499999999,0
29309032,444,444,0
29309033,131,131,0
29309034,22134536.48,22134536.48,0
29309035,5167159.9,5167159.9,0
29309039,21495.58,21495.58,0
29309041,52603.78999999999,52603.78999999999,0
29309043,2151.7,2151.7,0
29309049,83.7,83.7,0
29309052,20,20,0
29309059,162.99,162.99,0
29309061,1646807.89,1646807.89,0
29309069,9.24,9.24,0
29309072,3031.11,3031.11,0
29309079,1332,1332,0
29309084,74388.07,74388.07,0
29309085,57006.32,57006.32,0
29309086,32169.55,32169.55,0
29309087,7851.3,7851.3,0
29309088,3148,3148,0
29309089,76,76,0
29309091,1704.6,1704.6,0
29309095,82.9,82.9,0
29309097,6009.75,6009.75,0
29309099,8731.460000000001,8731.460000000001,0
29310029,49,49,0
29310035,624292,624292,0
29310039,420,420,0
29310090,1104.7,1104.7,0
29311000,6524.650000000001,6524.650000000001,0
29313500,950,950,0
29313912,2208.2,2208.2,0
29313999,219.29,219.29,0
29314100,15939.5,15939.5,0
29314400,1368,1368,0
29314500,1571984,1571984,0
29314600,503,503,0
29314800,463.1,463.1,0
29314914,7620.33,7620.33,0
29314915,30000,30000,0
29314916,95,95,0
29314990,12727.58,12727.58,0
29315300,14242.1,14242.1,0
29315400,440,440,0
29315911,22.2,22.2,0
29315912,450,450,0
29315999,37594.58,37594.58,0
29319021,120,120,0
29319029,32813.2,32813.2,0
29319032,341164,341164,0
29319035,12887.46,12887.46,0
29319045,69.6,69.6,0
29319049,125.89,125.89,0
29319052,2336,2336,0
29319059,649.3000000000001,649.3000000000001,0
29319069,2046,2046,0
29319090,14856.28,14856.28,0
29321100,13668.4,13668.4,0
29321200,889.2,889.2,0
29321310,140.79,140.79,0
29321400,77,77,0
29321910,19.6,19.6,0
29321950,322,322,0
29321990,115541.74,115541.74,0
29322000,398849.6200000001,398849.6200000001,0
29322930,40,40,0
29322931,1164,1164,0
29322932,7500.6,7500.6,0
29322990,35.88,35.88,0
29329100,45,45,0
29329200,62369.7,62369.7,0
29329300,30,30,0
29329400,61.96,61.96,0
29329600,1719.13,1719.13,0
29329911,4555270.37,4555270.37,0
29329912,740,740,0
29329913,50.2,50.2,0
29329921,2547.8,2547.8,0
29329922,18,18,0
29329992,88267.56,88267.56,0
29329994,15998.98,15998.98,0
29329999,136004.21,136004.21,0
29331111,68897.56,68897.56,0
29331112,78,78,0
29331119,23910.6,23910.6,0
29331120,2104.82,2104.82,0
29331911,251.75,251.75,0
29331919,1139.65,1139.65,0
29331990,26078.71,26078.71,0
29332121,3248.099999999999,3248.099999999999,0
29332129,1188.16,1188.16,0
29332190,34.13,34.13,0
29332911,91.45,91.45,0
29332912,250,250,0
29332919,18.51,18.51,0
29332929,2059,2059,0
29332930,2240,2240,0
29332991,206.17,206.17,0
29332993,27.22,27.22,0
29332994,9338.89,9338.89,0
29332995,9911.35,9911.35,0
29332999,52686.82,52686.82,0
29333120,335199.5,335199.5,0
29333200,197.5,197.5,0
29333319,607.3,607.3,0
29333322,218865.23,218865.23,0
29333329,20,20,0
29333349,49.2,49.2,0
29333352,550.9300000000001,550.9300000000001,0
29333359,80,80,0
29333372,70,70,0
29333379,1584.09,1584.09,0
29333381,735,735,0
29333382,32,32,0
29333389,842463.4,842463.4,0
29333392,12,12,0
29333393,230,230,0
29333400,433.8099999999999,433.8099999999999,0
29333663,450,0,-450
29333913,3317.99,3317.99,0
29333914,86.4,86.4,0
29333915,1910.08,1910.08,0
29333919,204989,204989,0
29333921,262782.38,262782.38,0
29333922,504497.62,504497.62,0
29333923,26.98,26.98,0
29333924,500,500,0
29333925,24588.25,24588.25,0
29333929,592593.8200000001,592593.8200000001,0
29333933,680,680,0
29333935,26516,26516,0
29333937,630.8,630.8,0
29333939,18727.68,18727.68,0
29333943,75850,75850,0
29333946,18314.21,18314.21,0
29333949,393.09,393.09,0
29333981,1365.82,1365.82,0
29333983,56719.2,56719.2,0
29333991,1083,1083,0
29333992,16900,16900,0
29333993,1780.2,1780.2,0
29333994,885.48,885.48,0
29333999,98338.43000000001,98338.43000000001,0
29334110,336.72,336.72,0
29334913,20,20,0
29334919,75.6,75.6,0
29334930,18.6,18.6,0
29334990,8855.12,8855.12,0
29335200,1386,1386,0
29335323,47815.54,47815.54,0
29335340,16459.04,16459.04,0
29335350,892299.75,892299.75,0
29335400,212.4,212.4,0
29335510,229,229,0
29335520,894.5999999999999,894.5999999999999,0
29335530,300,300,0
29335540,72,72,0
29335912,8759.35,8759.35,0
29335914,749.39,749.39,0
29335915,102955.75,102955.75,0
29335917,300,300,0
29335919,77076.81999999999,77076.81999999999,0
29335932,16659.81,16659.81,0
29335934,83.98,83.98,0
29335935,4600.43,4600.43,0
29335939,3450,3450,0
29335941,30664.35,30664.35,0
29335944,189.08,189.08,0
29335945,87.38,87.38,0
29335949,9189.7,9189.7,0
29335991,6826.83,6826.83,0
29335992,6400.5,6400.5,0
29335999,33178.55,33178.55,0
29336100,875.6700000000001,875.6700000000001,0
29336900,160,0,-160
29336911,260398.8800000001,260398.8800000001,0
29336912,216,216,0
29336913,1314565.45,1314565.45,0
29336916,114.69,114.69,0
29336919,2272342.05,2272342.05,0
29336923,84080,84080,0
29336929,5550.32,5550.32,0
29336991,57766,57766,0
29336992,384.06,384.06,0
29336999,182670.83,182670.83,0
29337100,36335.55,36335.55,0
29337910,1307.2,1307.2,0
29337990,648412.4099999999,648412.4099999999,0
29339085,40,40,0
29339111,7.8,7.8,0
29339113,7271.809999999999,7271.809999999999,0
29339119,10266.5,10266.5,0
29339122,356.5,356.5,0
29339129,209.9,209.9,0
29339132,20779.28,20779.28,0
29339134,902,902,0
29339139,95,95,0
29339141,135,135,0
29339151,476,476,0
29339161,78.05000000000001,78.05000000000001,0
29339163,1092.9,1092.9,0
29339172,15,15,0
29339179,948.25,948.25,0
29339189,21937.88,21937.88,0
29339919,9455880.34,9455880.34,0
29339920,14279.31,14279.31,0
29339934,2013.2,2013.2,0
29339941,1666184.05,1666184.05,0
29339945,340,340,0
29339946,720.74,720.74,0
29339949,160,160,0
29339952,130,130,0
29339953,1263555.42,1263555.42,0
29339954,14743.41,14743.41,0
29339955,7985.5,7985.5,0
29339956,24609.09,24609.09,0
29339959,36582,36582,0
29339969,86698,86698,0
29339999,2278370.01,2278370.01,0
29341090,1187.49,1187.49,0
29342010,1387.5,1387.5,0
29342020,10061.12,10061.12,0
29342031,12580,12580,0
29342032,6517.96,6517.96,0
29342033,7434.7,7434.7,0
29342034,6831.01,6831.01,0
29342039,426.42,426.42,0
29342040,19973.75,19973.75,0
29343030,420,420,0
29343090,1510.55,1510.55,0
29349111,24,24,0
29349121,396,396,0
29349122,269.66,269.66,0
29349129,480,480,0
29349133,70,70,0
29349200,5311.6,5311.6,0
29349911,5676.16,5676.16,0
29349912,44.12,44.12,0
29349919,615.9,615.9,0
29349922,502.77,502.77,0
29349923,1200,1200,0
29349929,153,153,0
29349931,1225.35,1225.35,0
29349934,6890.98,6890.98,0
29349935,43722.6,43722.6,0
29349939,803725.5699999998,803725.5699999998,0
29349944,3862,3862,0
29349946,1739.01,1739.01,0
29349949,335,335,0
29349951,127841.24,127841.24,0
29349953,47375.84,47375.84,0
29349954,546.5000000000001,546.5000000000001,0
29349992,452.84,452.84,0
29349999,1510390.82,1510390.82,0
29350012,36000,36000,0
29350019,160,160,0
29350023,178,178,0
29350025,62.6,62.6,0
29351000,604.44,604.44,0
29352000,1745278.86,1745278.86,0
29359011,243.04,243.04,0
29359019,120902.98,120902.98,0
29359023,201.02,201.02,0
29359024,6,6,0
29359094,10,10,0
29359099,25980.38,25980.38,0
29361000,32,32,0
29362111,2006.48,2006.48,0
29362112,198504.35,198504.35,0
29362113,1394.55,1394.55,0
29362119,2868.28,2868.28,0
29362190,69419.71,69419.71,0
29362210,3651.28,3651.28,0
29362220,34159.26,34159.26,0
29362290,1159.64,1159.64,0
29362310,174967.44,174967.44,0
29362320,122.6,122.6,0
29362390,1562.48,1562.48,0
29362410,331791.91,331791.91,0
29362490,11740.67,11740.67,0
29362510,4848.1,4848.1,0
29362520,28852.63,28852.63,0
29362590,477,477,0
29362610,29384.64,29384.64,0
29362630,684,684,0
29362690,15588.69,15588.69,0
29362710,67116.45,67116.45,0
29362720,220,220,0
29362790,682992.5399999998,682992.5399999998,0
29362811,1944.3,1944.3,0
29362812,2200886.040000001,2200886.040000001,0
29362819,2033,2033,0
29362890,124761.04,124761.04,0
29362911,34024.9,34024.9,0
29362919,10952.58,10952.58,0
29362921,31340.33,31340.33,0
29362929,5829.95,5829.95,0
29362931,4145.190000000001,4145.190000000001,0
29362939,149.99,149.99,0
29362940,16432.27,16432.27,0
29362951,32211.62,32211.62,0
29362952,67781.04000000001,67781.04000000001,0
29362953,51.5,51.5,0
29362959,6000,6000,0
29362990,1542903.31,1542903.31,0
29365000,104,0,-104
29369000,1179316.2,1179316.2,0
29371930,54.4,54.4,0
29371940,25,25,0
29371950,9933.05,9933.05,0
29371990,204929.7,204929.7,0
29372120,765.5999999999999,765.5999999999999,0
29372130,970.2,970.2,0
29372140,2470.17,2470.17,0
29372201,41,0,-41
29372210,125340.96,125340.96,0
29372221,1070.33,1070.33,0
29372229,935,935,0
29372231,1371.3,1371.3,0
29372239,15182.67,15182.67,0
29372290,7644.7,7644.7,0
29372310,68715.54999999999,68715.54999999999,0
29372321,66.5,66.5,0
29372331,970.5999999999999,970.5999999999999,0
29372341,60,60,0
29372342,96,96,0
29372349,47408.88,47408.88,0
29372359,547,547,0
29372360,24,24,0
29372399,481470,481470,0
29372910,858.37,858.37,0
29372920,20960.95,20960.95,0
29372931,101.5,101.5,0
29372940,1688.87,1688.87,0
29372950,175,175,0
29372960,160.97,160.97,0
29372990,7222.31,7222.31,0
29375000,17220.8,17220.8,0
29379090,160652.4,160652.4,0
29379210,30,30,0
29379249,25.9,25.9,0
29389010,1869,1869,0
29389020,1472.99,1472.99,0
29389090,7408.870000000001,7408.870000000001,0
29391110,88.45,88.45,0
29391121,730.6,730.6,0
29391122,40.25,40.25,0
29391123,3439.5,3439.5,0
29391162,63.82,63.82,0
29391169,491735.54,491735.54,0
29391182,112480,112480,0
29391191,116.96,116.96,0
29391192,87.60000000000001,87.60000000000001,0
29391900,1380,1380,0
29392000,796.2,796.2,0
29393010,17917.97,17917.97,0
29393020,802.55,802.55,0
29394200,22.2,22.2,0
29394520,400,400,0
29394900,10998.86,10998.86,0
29395920,39.5,39.5,0
29396911,8.02,8.02,0
29396919,913,913,0
29396929,790,790,0
29396931,2425,2425,0
29396949,5906.289999999999,5906.289999999999,0
29396952,5,5,0
29397111,60,60,0
29397290,1714.08,1714.08,0
29397911,1406.39,1406.39,0
29397919,1846.1,1846.1,0
29397931,660.51,660.51,0
29397939,285,285,0
29397990,2282.4,2282.4,0
29398000,571.9,571.9,0
29399119,350,350,0
29399990,5034,5034,0
29400012,522.29,522.29,0
29400013,16076.37,16076.37,0
29400019,43909.62,43909.62,0
29400022,75,75,0
29400023,1278,1278,0
29400029,119.3,119.3,0
29400092,174.48,174.48,0
29400093,50,50,0
29400099,949247.2,949247.2,0
29410000,1399.5,0,-1399.5
29411010,36.26,36.26,0
29411020,12225,12225,0
29411031,13227.65,13227.65,0
29411039,16571.1,16571.1,0
29411041,1162.8,1162.8,0
29411042,2947.06,2947.06,0
29411043,870.38,870.38,0
29411049,505.24,505.24,0
29411090,809583.26,809583.26,0
29412010,132145.89,132145.89,0
29412090,10799.04,10799.04,0
29413010,402,402,0
29413020,736001.51,736001.51,0
29413090,9325.86,9325.86,0
29414011,2192.06,2192.06,0
29414019,105,105,0
29419011,800,800,0
29419012,5520.8,5520.8,0
29419013,168.32,168.32,0
29419021,287.8,287.8,0
29419029,12605.2,12605.2,0
29419031,282.02,282.02,0
29419032,522.1,522.1,0
29419033,1174.51,1174.51,0
29419037,12600,12600,0
29419039,31054.95,31054.95,0
29419041,136344.17,136344.17,0
29419043,23961.12,23961.12,0
29419049,2393.55,2393.55,0
29419059,130411.5,130411.5,0
29419061,2084.98,2084.98,0
29419069,32.15,32.15,0
29419071,182820.99,182820.99,0
29419072,150902.54,150902.54,0
29419073,388878.25,388878.25,0
29419083,1000,1000,0
29419089,4602.87,4602.87,0
29419092,7073.900000000001,7073.900000000001,0
29419099,85776.06999999998,85776.06999999998,0
29420000,48864200.74999999,48864200.74999999,0
29586201,51.7,0,-51.7
29853100,603,0,-603
29859476,180,0,-180
30000019,89,0,-89
30000632,17.99,0,-17.99
30002499,234,0,-234
30004508,110.84,0,-110.84
30004600,70,0,-70
30004909,18,0,-18
30005467,8437.02,0,-8437.02
30012010,37882.51,37882.51,0
30012090,264957.3400000001,264957.3400000001,0
30019010,615.51,615.51,0
30019020,10336.9,10336.9,0
30019039,355005.24,355005.24,0
30019061,93,0,-93
30019090,30179.07,30179.07,0
30021011,17992.91,17992.91,0
30021012,20325.82,20325.82,0
30021013,2182.92,2182.92,0
30021014,240,240,0
30021016,5737.389999999999,5737.389999999999,0
30021019,1337.81,1337.81,0
30021021,247,247,0
30021023,48,48,0
30021029,1420.65,1420.65,0
30021032,240.5,240.5,0
30021037,80,80,0
30021038,377.5,377.5,0
30021211,1263220.29,1263220.29,0
30021212,581713.9299999998,581713.9299999998,0
30021214,6115,6115,0
30021215,2790,2790,0
30021216,310020.65,310020.65,0
30021219,2026906.63,2026906.63,0
30021221,1322.27,1322.27,0
30021222,1242346.64,1242346.64,0
30021223,30.72,30.72,0
30021224,300,300,0
30021229,20314488.64,20314488.64,0
30021231,1987.6,1987.6,0
30021234,324,324,0
30021235,35488.36000000002,35488.36000000002,0
30021236,2945.97,2945.97,0
30021239,575952.1900000001,575952.1900000001,0
30021300,11294.4,11294.4,0
30021400,285123.11,285123.11,0
30021510,1826.5,1826.5,0
30021520,62099.28,62099.28,0
30021590,1909325.4,1909325.4,0
30021900,31999.95,31999.95,0
30022000,13.9,0,-13.9
30022011,104,104,0
30022021,380,380,0
30022022,260,260,0
30022025,800,800,0
30022026,850,850,0
30022491,22.9,0,-22.9
30022499,7420,0,-7420
30023000,363,0,-363
30023010,809296.31,809296.31,0
30023011,120,0,-120
30023030,62453.53000000001,62453.53000000001,0
30023040,15906.37,15906.37,0
30023050,174449.23,174449.23,0
30023060,149941.99,149941.99,0
30023062,7980,0,-7980
30023070,15103.34,15103.34,0
30023080,61527.15000000001,61527.15000000001,0
30023090,4801964.21,4801964.21,0
30023091,704,0,-704
30024010,3866.25,0,-3866.25
30024111,924555.8900000001,924555.8900000001,0
30024112,230665.13,230665.13,0
30024115,1685,1685,0
30024116,300,300,0
30024117,1174,1174,0
30024119,469802.01,469802.01,0
30024121,114011.32,114011.32,0
30024122,365.5,365.5,0
30024123,408,408,0
30024125,172714.17,172714.17,0
30024126,1240.5,1240.5,0
30024127,24445.5,24445.5,0
30024129,248146.25,248146.25,0
30024210,25401407.35,25401407.35,0
30024220,2600247.97,2600247.97,0
30024230,1160724.92,1160724.92,0
30024240,474813.6800000001,474813.6800000001,0
30024250,12470409.2,12470409.2,0
30024260,22013675.03,22013675.03,0
30024270,52280827.12,52280827.12,0
30024280,24882990.11,24882990.11,0
30024290,407565722.21,407565722.21,0
30024900,14216.6,0,-14216.6
30024910,745292.1799999999,745292.1799999999,0
30024920,595480.3399999999,595480.3399999999,0
30024991,28585774.66,28585774.66,0
30024992,2364740.390000001,2364740.390000001,0
30024993,139.8,139.8,0
30024994,29531.5,29531.5,0
30024999,339580003.9199999,339580003.9199999,0
30025100,60538.29000000001,60538.29000000001,0
30025900,3582651.83,3582651.83,0
30026023,14099.25,0,-14099.25
30029000,604906781.6499997,604906781.6499997,0
30029010,362239.6,362239.6,0
30029019,125,0,-125
30029040,160,0,-160
30029062,9000,0,-9000
30029090,15912,0,-15912
30029091,3122933.930000001,3122933.930000001,0
30029092,643445.71,643445.71,0
30029099,29804697.04000001,29804697.04000001,0
30029190,119,0,-119
30031011,160912.73,160912.73,0
30031012,179403.4,179403.4,0
30031013,7754.259999999999,7754.259999999999,0
30031014,787.5,787.5,0
30031015,3632.099999999999,3632.099999999999,0
30031019,180032.11,180032.11,0
30031020,9455.1,9455.1,0
30032011,921.68,921.68,0
30032019,294750.57,294750.57,0
30032021,40,40,0
30032029,214699.86,214699.86,0
30032031,1379.34,1379.34,0
30032032,51400,51400,0
30032039,28560.4,28560.4,0
30032041,525131.49,525131.49,0
30032049,376.83,376.83,0
30032052,128827.71,128827.71,0
30032059,15909.34,15909.34,0
30032061,2283716.49,2283716.49,0
30032062,87,87,0
30032063,120,120,0
30032069,56533.36,56533.36,0
30032071,699.53,699.53,0
30032072,126.57,126.57,0
30032073,247.24,247.24,0
30032079,67311.87,67311.87,0
30032090,140,0,-140
30032091,139,139,0
30032092,3454518.28,3454518.28,0
30032094,2300,2300,0
30032095,169.8,169.8,0
30032099,4743586.260000001,4743586.260000001,0
30033090,1950,0,-1950
30033100,4557.17,4557.17,0
30033911,1608,1608,0
30033913,657.65,657.65,0
30033915,20,20,0
30033917,70,70,0
30033921,17717.16,17717.16,0
30033922,305744.15,305744.15,0
30033925,6926.949999999999,6926.949999999999,0
30033926,3635.14,3635.14,0
30033927,1079.8,1079.8,0
30033929,6306.349999999999,6306.349999999999,0
30033935,420,420,0
30033936,1100.39,1100.39,0
30033939,1414.04,1414.04,0
30033982,2155,2155,0
30033991,546102.26,546102.26,0
30033994,241.19,241.19,0
30033995,15.8,15.8,0
30033999,160609.14,160609.14,0
30034050,30,30,0
30034090,1514.6,1514.6,0
30034200,1575,1575,0
30034300,1786.32,1786.32,0
30034562,30,0,-30
30034910,105,105,0
30034920,388.6,388.6,0
30034930,88,88,0
30034950,2358.08,2358.08,0
30034990,2158912.37,2158912.37,0
30036000,69.9,69.9,0
30039011,4810.59,4810.59,0
30039012,5851.56,5851.56,0
30039013,3700.04,3700.04,0
30039014,3714.26,3714.26,0
30039015,2221.2,2221.2,0
30039016,24802.5,24802.5,0
30039019,843335.1599999999,843335.1599999999,0
30039021,120,120,0
30039023,129,129,0
30039024,8693.579999999998,8693.579999999998,0
30039029,682.13,682.13,0
30039031,6669.76,6669.76,0
30039032,255.94,255.94,0
30039033,203467.33,203467.33,0
30039034,817466.6,817466.6,0
30039035,4542.98,4542.98,0
30039036,144.43,144.43,0
30039039,5649.409999999999,5649.409999999999,0
30039041,1246.3,1246.3,0
30039042,654.86,654.86,0
30039043,935,935,0
30039045,25,25,0
30039046,104.7,104.7,0
30039047,4673.92,4673.92,0
30039048,29,29,0
30039049,708935.21,708935.21,0
30039051,583.6800000000001,583.6800000000001,0
30039052,129.5,129.5,0
30039053,13949.73,13949.73,0
30039054,379.91,379.91,0
30039055,16334.31,16334.31,0
30039056,39585.45999999999,39585.45999999999,0
30039057,4677.74,4677.74,0
30039058,181.36,181.36,0
30039059,34360.11,34360.11,0
30039061,601.47,601.47,0
30039062,5898.890000000001,5898.890000000001,0
30039063,42.15,42.15,0
30039065,2792,2792,0
30039066,51,51,0
30039067,46235.03000000001,46235.03000000001,0
30039069,1135837.81,1135837.81,0
30039071,129.54,129.54,0
30039072,548.95,548.95,0
30039073,364836.69,364836.69,0
30039074,49.79,49.79,0
30039075,35.46,35.46,0
30039076,13254.18,13254.18,0
30039077,2331743.03,2331743.03,0
30039078,10443.45,10443.45,0
30039079,12850280.77,12850280.77,0
30039081,6.5,6.5,0
30039082,1343248.39,1343248.39,0
30039083,2681.09,2681.09,0
30039084,16245.49,16245.49,0
30039085,521.48,521.48,0
30039086,332.56,332.56,0
30039087,14632.72,14632.72,0
30039088,109.21,109.21,0
30039089,21471.81,21471.81,0
30039091,91095,91095,0
30039094,5406.900000000001,5406.900000000001,0
30039095,2025.36,2025.36,0
30039096,5108.89,5108.89,0
30039099,13162835.96,13162835.96,0
30039900,134,0,-134
30041011,2336642.44,2336642.44,0
30041012,59181994.27,59181994.27,0
30041013,8462076.49,8462076.49,0
30041014,618838.05,618838.05,0
30041015,2287041.51,2287041.51,0
30041019,18964040.75,18964040.75,0
30041020,5916936.490000001,5916936.490000001,0
30042011,36525.14999999999,36525.14999999999,0
30042019,37380050.78000001,37380050.78000001,0
30042021,2983.97,2983.97,0
30042029,74859736.22,74859736.22,0
30042031,23821.12999999999,23821.12999999999,0
30042032,3748.96,3748.96,0
30042039,37839.22,37839.22,0
30042041,11784309.53,11784309.53,0
30042049,67525.49000000002,67525.49000000002,0
30042051,20224.32,20224.32,0
30042052,2776785.03,2776785.03,0
30042059,29782588.08,29782588.08,0
30042061,2889325.64,2889325.64,0
30042062,102,102,0
30042063,35,35,0
30042069,3283702.75,3283702.75,0
30042071,15.9,15.9,0
30042073,26293.23,26293.23,0
30042079,8311607.66,8311607.66,0
30042090,7651.5,0,-7651.5
30042091,8967.72,8967.72,0
30042092,17485673.59,17485673.59,0
30042093,31,31,0
30042094,29,29,0
30042095,2401.23,2401.23,0
30042099,101370106.63,101370106.63,0
30042299,200,0,-200
30043100,63412.77,63412.77,0
30043200,1178.97,1178.97,0
30043210,5167501.83,5167501.83,0
30043220,25654.39,25654.39,0
30043290,9171624.04,9171624.04,0
30043911,120406315.16,120406315.16,0
30043912,670480.8200000001,670480.8200000001,0
30043913,39532.74000000001,39532.74000000001,0
30043915,60676100.81999999,60676100.81999999,0
30043916,27483.79,27483.79,0
30043917,6717578.910000001,6717578.910000001,0
30043918,105072.35,105072.35,0
30043919,90621.23,90621.23,0
30043921,4234106.069999999,4234106.069999999,0
30043922,2612937.5,2612937.5,0
30043925,314.54,314.54,0
30043926,1755.75,1755.75,0
30043927,54331.06,54331.06,0
30043928,60.56,60.56,0
30043929,6724256.050000002,6724256.050000002,0
30043932,734.35,734.35,0
30043933,9339.39,9339.39,0
30043934,22.5,22.5,0
30043936,8268.2,8268.2,0
30043937,2048.02,2048.02,0
30043939,94224962.41,94224962.41,0
30043981,71744.06,71744.06,0
30043990,15495.74,15495.74,0
30043991,8321420.639999999,8321420.639999999,0
30043992,15172.73,15172.73,0
30043994,18754.27,18754.27,0
30043999,30832592.86,30832592.86,0
30044020,20.55,20.55,0
30044030,392.5,392.5,0
30044040,281.52,281.52,0
30044090,76685.28,76685.28,0
30044100,38814.00999999999,38814.00999999999,0
30044200,19522.76,19522.76,0
30044240,1134,0,-1134
30044300,454077.5,454077.5,0
30044490,50,0,-50
30044900,540,0,-540
30044904,210,0,-210
30044905,240,0,-240
30044909,104,0,-104
30044910,1683.2,1683.2,0
30044920,122984.2,122984.2,0
30044930,224,224,0
30044940,13693.83,13693.83,0
30044950,2997.16,2997.16,0
30044990,11945839.9,11945839.9,0
30045000,158.41,0,-158.41
30045010,13254.66,13254.66,0
30045020,1540104.54,1540104.54,0
30045030,6725020.94,6725020.94,0
30045040,6058432.6,6058432.6,0
30045050,233190.8,233190.8,0
30045060,38963.38999999999,38963.38999999999,0
30045090,74938261.47,74938261.47,0
30046000,7099215.659999998,7099215.659999998,0
30049000,4.45,0,-4.45
30049002,148.79,0,-148.79
30049006,558,0,-558
30049009,124.54,0,-124.54
30049011,181429.8,181429.8,0
30049012,7635.020000000001,7635.020000000001,0
30049013,2300.23,2300.23,0
30049014,1015,1015,0
30049019,681811.72,681811.72,0
30049021,65046.57000000001,65046.57000000001,0
30049022,1042.04,1042.04,0
30049023,1134791.15,1134791.15,0
30049024,5107937.630000002,5107937.630000002,0
30049025,2371.8,2371.8,0
30049026,34176.48,34176.48,0
30049027,1149,1149,0
30049028,1090.54,1090.54,0
30049029,14387252.7,14387252.7,0
30049031,150.69,150.69,0
30049032,205800.56,205800.56,0
30049033,72757.31999999998,72757.31999999998,0
30049034,20197.6,20197.6,0
30049035,17412.61,17412.61,0
30049036,19537.22999999999,19537.22999999999,0
30049037,2381842.21,2381842.21,0
30049038,502.4,502.4,0
30049039,5483576.98,5483576.98,0
30049041,689145.1799999998,689145.1799999998,0
30049042,27359.47,27359.47,0
30049043,1093265.94,1093265.94,0
30049044,472,472,0
30049045,374041.9299999999,374041.9299999999,0
30049046,3410749.57,3410749.57,0
30049047,189919.92,189919.92,0
30049048,1591.64,1591.64,0
30049049,5321825.139999999,5321825.139999999,0
30049050,238,0,-238
30049051,18887.8,18887.8,0
30049052,861.2099999999999,861.2099999999999,0
30049053,4713.89,4713.89,0
30049054,17279.16,17279.16,0
30049055,27145632.51,27145632.51,0
30049057,1600.95,1600.95,0
30049058,7396.290000000001,7396.290000000001,0
30049059,151222477.48,151222477.48,0
30049061,1584052.69,1584052.69,0
30049062,69622222.67999999,69622222.67999999,0
30049063,11261605.91000001,11261605.91000001,0
30049064,60218.44999999998,60218.44999999998,0
30049065,15320,15320,0
30049066,77443.33000000002,77443.33000000002,0
30049067,24929593.31,24929593.31,0
