codigo_ncm,nome_ncm,codigo_produto,descricao_produto
01011010,Cavalos reprodutores de raça pura,01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01011090,"Animais da espécie asinina/muar, reprodutores, raça pura",01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01011100,"Cavalos reprodutores, de raça pura",01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01011900,"Outros cavalos, vivos",01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01012000,Asininos e muares vivos,01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01012100,Cavalos reprodutores de raça pura,01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01012900,"Cavalos, exceto reprodutores de raça pura",01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01013000,"Animais espécie asinina/muar, reprodutores de raça pura",01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01019000,"Animais espécie asinina/muar, exceto reprodutores de raça pura",01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01019010,"Cavalos vivos, exceto reprodutores raça pura",01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01019090,"Animais espécie asinina/muar, exceto reprodutores de raça pura pura",01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01021010,"Bovinos reprodutores de raça pura, prenhe ou cria ao pé",01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01021090,Outros bovinos reprodutores de raça pura,01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01022110,"Bovinos reprodutores raça pura, prenhe ou com cria ao pé",01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01022190,Outros bovinos reprodutores de raça pura,01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01022911,"Outros bovinos para reprodução, prenhe ou com cria ao pé",01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01022919,Outros bovinos para reprodução,01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01022990,Outros bovinos vivos,01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01023110,"Búfalos reprodutores de raça pura, prenhe ou com cria ao pé",01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01023190,Outros búfalos reprodutores de raça pura,01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01023911,"Outros búfalos para reprodução, exceto raça pura, prenhe ou com cria ao pé",01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01023919,"Outros búfalos para reprodução, exceto reprodutores de raça pura",01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01023990,Outros búfalos,01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01029000,Outros animais vivos da espécie bovina,01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01029011,"Outros bovinos para reprodução, prenhe ou com cria ao pé",01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01029019,Outros bovinos para reprodução,01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01029090,Outros bovinos vivos,01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01031000,Suínos reprodutores de raça pura,01923,Suínos
01039100,"Outros suínos vivos, de peso inferior a 50 kg",01923,Suínos
01039200,"Outros suínos vivos, de peso igual ou superior a 50kg",01923,Suínos
01041011,"Ovinos reprodutores de raça pura, prenhe/com cria ao pé",01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01041019,Outros ovinos reprodutores de raça pura,01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01041090,Outros ovinos vivos,01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01042010,Caprinos reprodutores de raça pura,01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01042090,Outros caprinos vivos,01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01051110,"Galos e galinhas, peso <= 185 g, de linha pura/híbrida, para reprodução",01924,Aves e ovos
01051190,"Outros galos e galinhas, vivos, peso não superior a 185g",01924,Aves e ovos
01051200,"Peruas e perus, vivos, de peso não superior a 185g",01924,Aves e ovos
01051300,Patos,01924,Aves e ovos
01051400,Gansos,01924,Aves e ovos
01051500,Galinhas-d'angola (pintadas),01924,Aves e ovos
01051900,"Patos, gansos e galinhas d'angola, vivos, de peso <= 185g",01924,Aves e ovos
01059200,"Outros galos e galinhas, vivos, de peso <= 2.000 g",01924,Aves e ovos
01059300,"Galos e galinhas, vivos, de peso superior a 2.000 g",01924,Aves e ovos
01059400,"Outros galos e galinhas, vivos, de peso <= 2.000 g",01924,Aves e ovos
01059900,"Patos, gansos, perus, peruas e pintadas, vivos, de peso >185 g",01924,Aves e ovos
01060000,Outros animais vivos,01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01060090,Outros animais vivos,01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01061100,"Mamíferos primatas, vivos",01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01061200,"Baleias, golfinhos e botos (mamíferos da ordem dos cetáceos); peixes-boi (manatins) e dugongos (mamíferos da ordem dos sirênios); otárias e focas, leões-marinhos e morsas (mamíferos da subordem dos pinípedes)",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
01061300,"Camelos e outros camelídeos (Camelidae), vivos",01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01061400,"Coelhos e lebres, vivos",01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01061900,Outros mamíferos vivos,01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01062000,Répteis (incluindo as serpentes e as tartarugas marinhas),01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01063100,Aves de rapina,01924,Aves e ovos
01063200,"Psitaciformes (incluindo os papagaios, os periquitos, as araras e as cacatuas)",01924,Aves e ovos
01063310,"Avestruzes (Struthio camelus), para reprodução",01924,Aves e ovos
01063390,Outros avestruzes,01924,Aves e ovos
01063900,Outras aves vivas,01924,Aves e ovos
01063910,Avestruzes para reprodução,01924,Aves e ovos
01063990,Outras aves vivas,01924,Aves e ovos
01064100,Abelhas,01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01064900,Outros insetos,01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
01069000,Outros animais vivos,01921,"Bovinos e outros animais vivos, prods. animal, caça e serv."
02011000,"Carcaças e meias carcaças de bovino, frescas ou refrigeradas",10911,Carne de bovinos e outros prod. de carne
02012010,"Quartos dianteiros não desossadados de bovino, frescos/refrigerados",10911,Carne de bovinos e outros prod. de carne
02012020,"Quartos traseiros não desossados de bovino, frescos/refrigados",10911,Carne de bovinos e outros prod. de carne
02012090,"Outras peças não desossadas de bovino, frescas ou refrigeradas",10911,Carne de bovinos e outros prod. de carne
02013000,"Carnes desossadas de bovino, frescas ou refrigeradas",10911,Carne de bovinos e outros prod. de carne
02021000,"Carcaças e meias-carcaças de bovino, congeladas",10911,Carne de bovinos e outros prod. de carne
02022010,"Quartos dianteiros não desossados de bovino, congelados",10911,Carne de bovinos e outros prod. de carne
02022020,"Quartos traseiros não desossados de bovino, congelados",10911,Carne de bovinos e outros prod. de carne
02022090,"Outras peças não desossadas de bovino, congeladas",10911,Carne de bovinos e outros prod. de carne
02023000,"Carnes desossadas de bovino, congeladas",10911,Carne de bovinos e outros prod. de carne
02031100,"Carcaças e meias-carcaças de suíno, frescas ou refrigeradas",10912,Carne de suíno
02031200,"Pernas, pás e respectivos pedaços, não desossados, de suíno, frescos ou refrigerados",10912,Carne de suíno
02031900,"Outras carnes de suíno, frescas ou refrigeradas",10912,Carne de suíno
02032100,"Carcaças e meias-carcaças de suíno, congeladas",10912,Carne de suíno
02032200,"Pernas, pás e pedaços não desossados de suíno, congelados",10912,Carne de suíno
02032900,"Outras carnes de suíno, congeladas",10912,Carne de suíno
02041000,"Carcaças e meias-carcaças de cordeiro, frescas ou refrigeradas",10911,Carne de bovinos e outros prod. de carne
02042100,"Carcaças e meias-carcaças de ovino, frescas ou refrigeradas",10911,Carne de bovinos e outros prod. de carne
02042200,"Outras peças não desossadas de ovino, frescas ou refrigeradas",10911,Carne de bovinos e outros prod. de carne
02042300,"Carnes desossadas de ovino, frescas ou refrigeradas",10911,Carne de bovinos e outros prod. de carne
02043000,"Carcaças e meias-carcaças de cordeiro, congeladas",10911,Carne de bovinos e outros prod. de carne
02044100,"Carcaças e meias-carcaças de ovino, congeladas",10911,Carne de bovinos e outros prod. de carne
02044200,"Outras peças não desossadas de ovino, congeladas",10911,Carne de bovinos e outros prod. de carne
02044300,"Carnes desossadas de ovino, congeladas",10911,Carne de bovinos e outros prod. de carne
02045000,"Carnes de caprino, frescas, refrigeradas ou congeladas",10911,Carne de bovinos e outros prod. de carne
02050000,"Carnes de animais das espécies cavalar, asinina e muar, frescas, refrigeradas ou congeladas.",10911,Carne de bovinos e outros prod. de carne
02061000,"Miudezas comestíveis de bovino, frescas ou refrigeradas",10911,Carne de bovinos e outros prod. de carne
02062100,"Línguas de bovino, congeladas",10911,Carne de bovinos e outros prod. de carne
02062200,"Fígados de bovino, congelados",10911,Carne de bovinos e outros prod. de carne
02062910,"Rabos de bovino, congelados",10911,Carne de bovinos e outros prod. de carne
02062990,"Outras miudezas comestíveis de bovino, congeladas",10911,Carne de bovinos e outros prod. de carne
02063000,"Miudezas comestíveis de suíno, frescas ou refrigeradas",10911,Carne de bovinos e outros prod. de carne
02064100,"Fígados de suíno, congelados",10911,Carne de bovinos e outros prod. de carne
02064900,"Outras miudezas comestíveis de suíno, congeladas",10911,Carne de bovinos e outros prod. de carne
02068000,"Miudezas comestíveis, de ovino, etc, frescas/refrigeradas",10911,Carne de bovinos e outros prod. de carne
02069000,"Miudezas comestíveis, de ovino, caprino, etc, congeladas",10911,Carne de bovinos e outros prod. de carne
02071100,"Carnes de galos/galinhas, não cortadas em pedaços, frescas/refrigeradas",10913,Carne de aves
02071200,"Carnes de galos/galinhas, não cortadas em pedaços, congelala",10913,Carne de aves
02071210,"Carnes de galos/galinhas, não cortadas em pedaços, congeladas, com miudezas",10913,Carne de aves
02071220,"Carnes de galos/galinhas, não cortadas em pedaços, congeladas, sem miudezas",10913,Carne de aves
02071300,"Pedaços e miudezas, de galos/galinhas, frescos/refrigerados",10913,Carne de aves
02071400,"Pedaços e miudezas, comestíveis de galos/galinhas, congelados",10913,Carne de aves
02072400,"Carnes de peruas/perus, não cortadas em pedaços, frescas/refrigeradas",10913,Carne de aves
02072500,"Carnes de peruas/perus, não cortadas em pedaços, congeladas",10913,Carne de aves
02072600,"Carnes de peruas/perus, em pedaços, miudezas, frescas/refrigeradas",10913,Carne de aves
02072700,"Carnes de peruas/perus, em pedaços e miudezas, congeladas",10913,Carne de aves
02073200,"Carnes de patos, etc, não cortadas em pedaços, frescas/refrigeradas",10913,Carne de aves
02073300,"Carnes de patos, gansos, etc, não cortadas em pedaços, congeladas",10913,Carne de aves
02073400,"Fígados gordos, de patos/gansos/pintadas, frescos/refrigeradas",10913,Carne de aves
02073500,"Outras carnes/miudezas, de patos, gansos, etc.frescas, refrigeradas",10913,Carne de aves
02073600,"Outras carnes, miudezas, de patos, gansos, etc, congeladas",10913,Carne de aves
02074100,"Carnes de patos, nãoo cortada em pedaços, frescas ou refrigeradas",10913,Carne de aves
02074200,"Carnes de patos, não cortadas em pedaços, congeladas",10913,Carne de aves
02074300,"Fígados gordos (foies gras) de patos, frescos ou refrigerados",10913,Carne de aves
02074400,"Outras carnes de patos, frescas ou refrigeradas",10913,Carne de aves
02074500,"Outras carnes de patos, congeladas",10913,Carne de aves
02075100,"Carnes de gansos, não cortada em pedaços, frescas ou refrigeradas",10913,Carne de aves
02075200,"Carnes de gansos, não cortadas em pedaços, congeladas",10913,Carne de aves
02075300,"Fígados gordos (foies gras) de gansos, frescos ou refrigerados",10913,Carne de aves
02075400,"Outras carnes de gansos, frescas ou refrigeradas",10913,Carne de aves
02075500,"Outras carnes de gansos, congeladas",10913,Carne de aves
02076000,Carnes de galinhas dangola (pintadas),10913,Carne de aves
02081000,"Carnes/miudezas, de coelhos/lebres, frescas/refrigeradas/congeladas",10911,Carne de bovinos e outros prod. de carne
02082000,"Coxas de rã, frescas, refrigeradas ou congeladas",10911,Carne de bovinos e outros prod. de carne
02083000,"Carnes de primatas, congeladas, frescas, refrigeradas",10911,Carne de bovinos e outros prod. de carne
02084000,"Carnes de baleias, etc, congeladas, frescas, refrigeradas",10911,Carne de bovinos e outros prod. de carne
02085000,"Carnes de répteis, congeladas, frescas, refrigeradas",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
02086000,"Outras carnes/miudezas comestíveis, de camelos e outros camelídeos",10911,Carne de bovinos e outros prod. de carne
02089000,"Carnes e miudezas, de outros animais, frescas/refrigeradas/congeladas",10911,Carne de bovinos e outros prod. de carne
02090011,"Toucinho sem partes magras, fresco/refrigerado/congelado",10911,Carne de bovinos e outros prod. de carne
02090019,"Toucinho sem partes magras, salgado/salmoura/seco/defumado",10911,Carne de bovinos e outros prod. de carne
02090021,"Gordura de porco, fresca, refrigerada ou congelada",10911,Carne de bovinos e outros prod. de carne
02090029,"Gordura de porco, não fundida, salgada, em salmoura, seca, etc",10911,Carne de bovinos e outros prod. de carne
02090090,"Gordura de aves, não fundida, fresca, refrigerada, congelada, etc",10911,Carne de bovinos e outros prod. de carne
02091011,"Toucinho de porco, fresco, refrigerado ou congelado",10911,Carne de bovinos e outros prod. de carne
02091019,Outros toucinhos de porco,10911,Carne de bovinos e outros prod. de carne
02091021,"Gordura de porco, fresca, refrigerada ou congelada",10911,Carne de bovinos e outros prod. de carne
02091029,Outras gorduras de porco,10911,Carne de bovinos e outros prod. de carne
02099000,Outros toucinhos e gorduras,10911,Carne de bovinos e outros prod. de carne
02101100,"Pernas/pás/pedaços, de suíno, não desossados, salgados, etc.",10911,Carne de bovinos e outros prod. de carne
02101200,"Barrigas e peitos, entremeados, de suíno, salgados, etc.",10911,Carne de bovinos e outros prod. de carne
02101900,"Outras carnes de suíno, salgadas ou em salmoura, secas, etc.",10911,Carne de bovinos e outros prod. de carne
02102000,"Carnes de bovinos, salgadas/em salmoura/secas/defumadas",10911,Carne de bovinos e outros prod. de carne
02109000,"Carnes e miudezas, de outros animais, salgados, etc.",10911,Carne de bovinos e outros prod. de carne
02109100,"Carnes de primatas, salgadas, secas, etc.",10911,Carne de bovinos e outros prod. de carne
02109200,"Carnes de baleias, etc, salgadas, secas, etc.",10911,Carne de bovinos e outros prod. de carne
02109300,"Carnes de répteis, salgadas, secas, etc.",10911,Carne de bovinos e outros prod. de carne
02109900,"Carnes de outros animais, salgadas, secas, etc.",10911,Carne de bovinos e outros prod. de carne
02109911,Carnes de galos e de galinhas,10911,Carne de bovinos e outros prod. de carne
02109919,Outras carnes de galos e galinhas,10911,Carne de bovinos e outros prod. de carne
02109920,Carnes da espécie ovina,10911,Carne de bovinos e outros prod. de carne
02109930,Carnes da espécie cavalar,10911,Carne de bovinos e outros prod. de carne
02109940,Outras miudezas comestíveis,10911,Carne de bovinos e outros prod. de carne
02109990,"Carnes de outros animais, salgadas, secas, etc.",10911,Carne de bovinos e outros prod. de carne
03011000,"Peixes ornamentais, vivos",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03011010,"Aruana (Osteoglossum bicirrhosum), peixes ornamentais vivos",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03011090,Outros peixes ornamentais vivos,02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03011110,Aruana (Osteoglossum bicirrhosum),02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03011190,"Outros peixes ornamentais, vivos, de água doce",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03011900,Outros peixes ornamentais vivos,02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03019110,"Trutas (Salmo trutta e oncorhynchus), para reprodução",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03019190,"Outras trutas (Salmo trutta e Oncorhynchus), vivas",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03019210,Enguias (anguilla spp.) para reprodução,02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03019290,Outras enguias (anguilla spp.) vivas,02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03019310,Carpas para reprodução,02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03019390,Outras carpas vivas,02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03019410,Albacoras-azuis (Thunnus thynnus) para reprodução,02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03019490,Outros albacoras-azuis (Thunnus thynnus) para reprodução,02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03019510,Outros peixes para reprodução,02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03019590,Outros peixes vivos,02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03019910,Outros peixes para reprodução,02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03019911,"Tilápias, peixes para reprodução",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03019912,"Esturjões, peixes para reprodução",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03019919,Outros peixes para reprodução,02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03019990,Outros peixes vivos,02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03019991,"Outros peixes tilápias, vivos",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03019992,"Outros peixes esturjões, vivos",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03019999,Outros peixes vivos,02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03021100,"Trutas frescas, refrigeradas, exceto filés, outras carnes, fígados, etc",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03021200,"Salmões-do-pacífico, etc, frescos, refrigerados, exceto filés, etc.",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03021300,"Salmões-do-pacifico (oncorhynchus nerka, etc), fresco ou refrigerado",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03021400,"Salmão-do-atlantico e salmão-do-danubio, fresco ou refrigerado",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03021900,"Outros salmonídeos frescos, refrigerados, exceto filés, etc.",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03022100,"Linguados-gigantes, frescos, refrig.exceto filés, etc.",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03022200,"Solhas ou patrucas, frescas, refrigeradas, exceto filés, etc.",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03022300,"Linguados frescos, refrigerados, exceto filés, outras carnes, etc.",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03022400,"Pregado (Psetta maxima), fresco ou refrigerado",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03022900,"Outros peixes chatos, frescos, refrigerados, exceto filés, etc.",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03023100,"Atuns-brancos ou germões, frescos/refrigerados, exceto filés, etc",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03023200,"Albacoras/atuns barbatana amarela, frescas/refrigerado, exceto filés",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03023300,"Bonitos-listrados, etc, frescos, refrigerados, exceto filés, etc.",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03023400,"Albacoras-bandolim (patudos) frescos, refrigerados",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03023500,"Albacoras-azuis (atuns-azuis) frescos, refrigerados",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03023600,Atuns do sul frescos ou refrigerados,02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03023900,"Outros atuns frescos, refrigerados, exceto filés, outras carnes, etc.",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03024000,"Arenques frescos/refrigerados, exceto filés, outras carnes, etc",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03024100,"Arenques (Clupea harengus, Clupea pallasii), fresco ou refrigerado",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03024210,"Anchoita (Engraulis anchoita), frescas ou refrigeradas",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03024290,"Outras anchovas, frescas ou refrigeradas",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03024300,"Sardinhas (sardina pilchardus, etc), anchoveta, fresca ou refrigerada",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03024400,"Cavalinhas, frescas ou refrigeradas",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03024500,"Chicharros (trachurus spp.), frescos ou refrigerados",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03024600,"Bijupira (Rachycentron canadum), fresco ou refrigerado",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03024700,"Espadarte (Xiphias gladius), frescos ou refrigerados",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03024910,"Espadins, marlins, veleiros (Istiophoridae), frescos ou refrigerados",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03024990,"Outros peixes frescos ou refrigerados, exceto os filés de peixes e outra carne de peixes da posição 03.04",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03025000,"Bacalhaus (gadus) frescos/refrigerados, exceto filés, etc.",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03025100,"Bacalhau-do-Atlântico, da-Groelândia e do-Pacífico, fresco ou refrigerado",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03025200,"Haddock ou lubina (Melanogrammus aeglefinus), fresco ou refrigerado",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03025300,"Saithe (Pollachius virens), frescos ou refrigerados",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03025400,"Merluzas e abroteas (Merluccius spp., Urophycis spp.), fresco ou refrigerado",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03025500,"Merluza-do-alasca (Theragra chalcogramma), fresca ou refrigerada",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03025600,"Verdinhos (Micromesistius poutassou, micromesistius australis)",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03025900,"Outros peixes das famílias bregmacerotidae, gadidae, etc.",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03026100,"Sardinhas, sardinelas, etc, frescas, refrigeradas, exceto filés, etc.",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03026200,"Haddocks frescos ou refrigerados, exceto filés, outras carnes, etc.",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03026300,"Peixes-carvão frescos, refrigerado, exceto filés, outras carnes, etc.",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03026400,"Cavalas, cavalinhas, etc, frescas, refrigeradas, exceto filés, etc.",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03026500,"Esqualos frescos, refrigerado, exceto filés, outras carnes, etc.",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03026600,"Enguias frescas, refrigeradas, exceto filés, outras carnes, etc.",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03026700,Espadartes frescos ou refrigerados,02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03026810,"Marlongas-negras, peixes frescos/refrigerados, exceto filés, etc.",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03026820,"Marlongas-do-antártico, peixes frescos/refrigerados, exceto filés,",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03026910,"Merluzas frescas, refrigeradas, exceto filés, outras carnes, etc.",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03026922,Agulhões frescos ou refrigerados,02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03026923,Pargos frescos ou refrigerados,02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03026931,Chernes-poveiro frescos ou refrigerados,02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03026932,Garoupas frescos ou refrigerados,02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03026933,Esturjões frescos ou refrigerados,02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03026934,Peixes-rei frescos ou refrigerados,02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03026935,Bagres frescos ou refrigerados,02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03026941,"Curimatas, peixes frescos, refrigerado, exceto filés, outras carnes,",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03026942,"Tilápias, peixes frescos, refrigerado, exceto filés, outras carnes",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03026943,"Surubins, peixes frescos, refrigerado, exceto filés, outras carnes,",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03026944,"Traíras, peixes frescos, refrigerado, exceto filés, outras carnes, etc",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03026945,"Piaus, peixes frescos, refrigerado, exceto filés, outras carnes, etc",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03026946,"Tainhas, peixes frescos, refrigerado, exceto filés, outras carnes, etc",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03026947,"Pirarucus, peixes frescos, refrigerado, exceto filés, outras carnes,",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03026948,"Pescadas, peixes frescos, refrigerado, exceto filés, outras carnes,",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03026949,"Anchoitas, peixes frescos, refrigerado, exceto filés, outras carnes,",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03026951,"Piramutabas, peixes frescos, refrigerado, exceto filés, outras carnes",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03026952,"Douradas, peixes frescos, refrigerado, exceto filés, outras carnes",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03026953,"Pacus, peixes frescos, refrigerado, exceto filés, outras carnes, etc.",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03026954,"Tambaquis, peixes frescos, refrigerado, exceto filés, outras carnes,",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03026955,"Tambacus, peixes frescos, refrigerado, exceto filés, outras carnes",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03026990,"Outros peixes frescos, refrigerados, exceto filés, outras carnes, etc.",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03027000,"Fígados, ovas e sêmen, de peixes, frescos ou refrigerados",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03027100,"Tilápias (oreochromis spp.), frescas ou refrigeradas",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03027210,"Bagre (Ictalurus puntactus), fresco ou refrigerado",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03027290,Outros bagres frescos ou refrigerados,02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03027300,"Carpas (Cyprinus carpio, Carassius carassius, etc)",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03027400,"Enguias (anguilla spp.), frescas ou refrigeradas",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03027900,"Perca-do-nilo, peixe cabeça-de-serpente, fresco ou refrigerado",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03028100,"Cação e outros tubarões, frescos ou refrigerados",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
03028200,"Raias (rajidae), fresca ou refrigerada",02802,"Pesca e aquicultura (peixe, crustáceos e moluscos)"
