ref,fundam_legal,beneficio,item,codigo_ncm,descricao_ncm,descr_produto,proporcao_antes_tratamento,proporcao_apos_tratamento,diferenca
Alíquota de Referência - Demais Produtos,GERAL,-,-,30044040,"Produtos das indústrias químicas ou das indústrias conexas - Produtos farmacêuticos. - Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho. - Codeína ou seus sais",-,0,0,0
Alíquota 0% - Medicamentos - art 146,GERAL,Alíquota 0%,1,30044040,"Produtos das indústrias químicas ou das indústrias conexas - Produtos farmacêuticos. - Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho. - Codeína ou seus sais","Medicamentos registrados na Anvisa, desde que destinados, de acordo com o registro sanitário, a: doenças raras; doenças negligenciadas; oncologia; diabetes; HIV/aids e outras infecções sexualmente transmissíveis (IST); doenças cardiovasculares e Programa Farmácia Popular do Brasil ou equivalente ou adquiridos por órgãos da administração pública direta, por autarquias e por fundações públicas; adquiridos por entidades de saúde imunes ao IBS e à CBS que possuam Cebas por comprovarem a prestação de serviços ao SUS, nos termos dos arts. 9º a 11 da Lei Complementar nº 187, de 16 de dezembro de 2021; ou      (Redação dada pela Lei Complementar nº 227, de 2026); classificados como soros ou vacinas, conforme regulamentação sanitária específica. ",0.3333333333333333,1,0.6666666666666667
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,12,30044040,"Produtos das indústrias químicas ou das indústrias conexas - Produtos farmacêuticos. - Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho. - Codeína ou seus sais","Vacinas, soros e medicamentos, de uso veterinário, exceto de animais domésticos",0.3333333333333333,0,-0.3333333333333333
"Alíquota reduzida 60%  -Medicam Registr na Anvisa, exc aliq 0 - Art 133",GERAL,Redução de 60%,1,30044040,"Produtos das indústrias químicas ou das indústrias conexas - Produtos farmacêuticos. - Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho. - Codeína ou seus sais",medicamentos registrados na Anvisa ou produzidos por farmácias de manipulação,0.3333333333333333,0,-0.3333333333333333
Alíquota de Referência - Demais Produtos,GERAL,-,-,30044050,"Produtos das indústrias químicas ou das indústrias conexas - Produtos farmacêuticos. - Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho. - Granisetron; tropisetrona ou seu cloridrato",-,0,0,0
Alíquota 0% - Medicamentos - art 146,GERAL,Alíquota 0%,1,30044050,"Produtos das indústrias químicas ou das indústrias conexas - Produtos farmacêuticos. - Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho. - Granisetron; tropisetrona ou seu cloridrato","Medicamentos registrados na Anvisa, desde que destinados, de acordo com o registro sanitário, a: doenças raras; doenças negligenciadas; oncologia; diabetes; HIV/aids e outras infecções sexualmente transmissíveis (IST); doenças cardiovasculares e Programa Farmácia Popular do Brasil ou equivalente ou adquiridos por órgãos da administração pública direta, por autarquias e por fundações públicas; adquiridos por entidades de saúde imunes ao IBS e à CBS que possuam Cebas por comprovarem a prestação de serviços ao SUS, nos termos dos arts. 9º a 11 da Lei Complementar nº 187, de 16 de dezembro de 2021; ou      (Redação dada pela Lei Complementar nº 227, de 2026); classificados como soros ou vacinas, conforme regulamentação sanitária específica. ",0.3333333333333333,1,0.6666666666666667
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,12,30044050,"Produtos das indústrias químicas ou das indústrias conexas - Produtos farmacêuticos. - Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho. - Granisetron; tropisetrona ou seu cloridrato","Vacinas, soros e medicamentos, de uso veterinário, exceto de animais domésticos",0.3333333333333333,0,-0.3333333333333333
"Alíquota reduzida 60%  -Medicam Registr na Anvisa, exc aliq 0 - Art 133",GERAL,Redução de 60%,1,30044050,"Produtos das indústrias químicas ou das indústrias conexas - Produtos farmacêuticos. - Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho. - Granisetron; tropisetrona ou seu cloridrato",medicamentos registrados na Anvisa ou produzidos por farmácias de manipulação,0.3333333333333333,0,-0.3333333333333333
Alíquota de Referência - Demais Produtos,GERAL,-,-,30044090,"Produtos das indústrias químicas ou das indústrias conexas - Produtos farmacêuticos. - Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho. - Outros",-,0,0,0
Alíquota 0% - Medicamentos - art 146,GERAL,Alíquota 0%,1,30044090,"Produtos das indústrias químicas ou das indústrias conexas - Produtos farmacêuticos. - Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho. - Outros","Medicamentos registrados na Anvisa, desde que destinados, de acordo com o registro sanitário, a: doenças raras; doenças negligenciadas; oncologia; diabetes; HIV/aids e outras infecções sexualmente transmissíveis (IST); doenças cardiovasculares e Programa Farmácia Popular do Brasil ou equivalente ou adquiridos por órgãos da administração pública direta, por autarquias e por fundações públicas; adquiridos por entidades de saúde imunes ao IBS e à CBS que possuam Cebas por comprovarem a prestação de serviços ao SUS, nos termos dos arts. 9º a 11 da Lei Complementar nº 187, de 16 de dezembro de 2021; ou      (Redação dada pela Lei Complementar nº 227, de 2026); classificados como soros ou vacinas, conforme regulamentação sanitária específica. ",0.3333333333333333,1,0.6666666666666667
"Alíquota reduzida 60%  -Medicam Registr na Anvisa, exc aliq 0 - Art 133",GERAL,Redução de 60%,1,30044090,"Produtos das indústrias químicas ou das indústrias conexas - Produtos farmacêuticos. - Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho. - Outros",medicamentos registrados na Anvisa ou produzidos por farmácias de manipulação,0.3333333333333333,0,-0.3333333333333333
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,12,30044090,"Produtos das indústrias químicas ou das indústrias conexas - Produtos farmacêuticos. - Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho. - Outros","Vacinas, soros e medicamentos, de uso veterinário, exceto de animais domésticos",0.3333333333333333,0,-0.3333333333333333
Alíquota de Referência - Demais Produtos,GERAL,-,-,30044100,"Produtos das indústrias químicas ou das indústrias conexas - Produtos farmacêuticos. - Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho. - -- Que contenham efedrina ou seus sais",-,0,0,0
Alíquota 0% - Medicamentos - art 146,GERAL,Alíquota 0%,1,30044100,"Produtos das indústrias químicas ou das indústrias conexas - Produtos farmacêuticos. - Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho. - -- Que contenham efedrina ou seus sais","Medicamentos registrados na Anvisa, desde que destinados, de acordo com o registro sanitário, a: doenças raras; doenças negligenciadas; oncologia; diabetes; HIV/aids e outras infecções sexualmente transmissíveis (IST); doenças cardiovasculares e Programa Farmácia Popular do Brasil ou equivalente ou adquiridos por órgãos da administração pública direta, por autarquias e por fundações públicas; adquiridos por entidades de saúde imunes ao IBS e à CBS que possuam Cebas por comprovarem a prestação de serviços ao SUS, nos termos dos arts. 9º a 11 da Lei Complementar nº 187, de 16 de dezembro de 2021; ou      (Redação dada pela Lei Complementar nº 227, de 2026); classificados como soros ou vacinas, conforme regulamentação sanitária específica. ",0.3333333333333333,1,0.6666666666666667
Alíquota reduzida 60%  -Insumos agropecuários - Anexo IX - art 138,GERAL,Redução de 60%,12,30044100,"Produtos das indústrias químicas ou das indústrias conexas - Produtos farmacêuticos. - Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho. - -- Que contenham efedrina ou seus sais","Vacinas, soros e medicamentos, de uso veterinário, exceto de animais domésticos",0.3333333333333333,0,-0.3333333333333333
"Alíquota reduzida 60%  -Medicam Registr na Anvisa, exc aliq 0 - Art 133",GERAL,Redução de 60%,1,30044100,"Produtos das indústrias químicas ou das indústrias conexas - Produtos farmacêuticos. - Medicamentos (exceto os produtos das posições 30.02, 30.05 ou 30.06) constituídos por produtos misturados ou não misturados, preparados para fins terapêuticos ou profiláticos, apresentados em doses (incluindo os destinados a serem administrados por via percutânea) ou acondicionados para venda a retalho. - -- Que contenham efedrina ou seus sais",medicamentos registrados na Anvisa ou produzidos por farmácias de manipulação,0.3333333333333333,0,-0.3333333333333333
